# event_ticker=KXATPCHALLENGERMATCH-26MAR05GIUGAD
# final_score=5-7 6-4 6-3
# score_resolution=7-5 4-6 3-6
# match_winner=Lorenzo Giustino
# fav_player=Buvaysar Gadamauri
# dog_player=Lorenzo Giustino
# kalshi_date=2026-03-05
timestamp,Buvaysar Gadamauri,Lorenzo Giustino
2026-03-05T07:46:00Z,46.00,55.00
2026-03-05T07:51:00Z,47.00,55.00
2026-03-05T07:55:00Z,47.00,54.91
2026-03-05T10:01:00Z,88.20,8.18
2026-03-05T10:02:00Z,91.80,11.00
2026-03-05T10:03:00Z,91.80,10.34
2026-03-05T10:04:00Z,89.00,12.00
2026-03-05T10:05:00Z,88.43,10.54
2026-03-05T10:06:00Z,88.43,9.00
2026-03-05T10:07:00Z,91.10,8.00
2026-03-05T10:08:00Z,91.10,8.00
2026-03-05T10:09:00Z,93.00,10.05
2026-03-05T10:10:00Z,92.25,10.00
2026-03-05T10:11:00Z,92.25,11.00
2026-03-05T10:12:00Z,89.00,11.00
2026-03-05T10:13:00Z,89.92,12.00
2026-03-05T10:14:00Z,89.92,10.00
2026-03-05T10:15:00Z,92.89,12.07
2026-03-05T10:16:00Z,85.94,16.81
2026-03-05T10:17:00Z,82.61,13.90
2026-03-05T10:18:00Z,80.09,23.45
2026-03-05T10:19:00Z,82.48,15.78
2026-03-05T10:20:00Z,88.00,12.95
2026-03-05T10:21:00Z,88.00,11.97
2026-03-05T10:22:00Z,88.00,12.16
2026-03-05T10:23:00Z,86.00,15.05
2026-03-05T10:24:00Z,86.39,15.86
2026-03-05T10:25:00Z,89.00,12.00
2026-03-05T10:26:00Z,91.00,9.00
2026-03-05T10:27:00Z,93.98,8.93
2026-03-05T10:28:00Z,93.98,9.20
2026-03-05T10:29:00Z,93.32,6.64
2026-03-05T10:30:00Z,94.00,8.64
2026-03-05T10:31:00Z,92.00,9.85
2026-03-05T10:32:00Z,90.08,10.24
2026-03-05T10:33:00Z,89.66,11.48
2026-03-05T10:34:00Z,90.62,10.40
2026-03-05T10:35:00Z,85.21,15.92
2026-03-05T10:36:00Z,72.17,23.71
2026-03-05T10:37:00Z,72.91,28.34
2026-03-05T10:38:00Z,75.41,28.98
2026-03-05T10:39:00Z,75.41,32.00
2026-03-05T10:40:00Z,64.75,34.12
2026-03-05T10:41:00Z,69.00,32.92
2026-03-05T10:42:00Z,65.62,35.21
2026-03-05T10:43:00Z,66.00,34.23
2026-03-05T10:44:00Z,65.37,34.01
2026-03-05T10:45:00Z,55.10,44.09
2026-03-05T10:46:00Z,51.00,49.95
2026-03-05T10:47:00Z,51.67,55.04
2026-03-05T10:48:00Z,44.87,52.42
2026-03-05T10:49:00Z,44.87,53.56
2026-03-05T10:50:00Z,48.00,52.75
2026-03-05T10:51:00Z,43.00,55.04
2026-03-05T10:52:00Z,45.05,53.94
2026-03-05T10:53:00Z,46.48,55.94
2026-03-05T10:54:00Z,46.48,56.00
2026-03-05T10:55:00Z,47.00,55.73
2026-03-05T10:56:00Z,50.83,54.95
2026-03-05T10:57:00Z,50.41,54.29
2026-03-05T10:58:00Z,43.02,58.00
2026-03-05T10:59:00Z,42.22,59.46
2026-03-05T11:00:00Z,37.00,61.72
2026-03-05T11:01:00Z,38.00,62.68
2026-03-05T11:02:00Z,36.63,64.00
2026-03-05T11:03:00Z,38.79,64.53
2026-03-05T11:04:00Z,47.00,53.15
2026-03-05T11:05:00Z,47.63,51.35
2026-03-05T11:06:00Z,47.63,55.13
2026-03-05T11:07:00Z,47.63,55.50
2026-03-05T11:08:00Z,49.99,55.64
2026-03-05T11:09:00Z,46.96,53.85
2026-03-05T11:10:00Z,51.88,42.67
2026-03-05T11:11:00Z,57.59,46.84
2026-03-05T11:12:00Z,51.70,47.55
2026-03-05T11:13:00Z,46.69,53.78
2026-03-05T11:14:00Z,42.91,58.71
2026-03-05T11:15:00Z,43.00,59.91
2026-03-05T11:16:00Z,41.00,60.07
2026-03-05T11:17:00Z,34.83,65.14
2026-03-05T11:18:00Z,41.88,57.00
2026-03-05T11:19:00Z,50.72,52.38
2026-03-05T11:20:00Z,50.72,50.11
2026-03-05T11:21:00Z,46.76,57.19
2026-03-05T11:22:00Z,42.77,61.32
2026-03-05T11:23:00Z,40.24,60.54
2026-03-05T11:24:00Z,41.00,60.41
2026-03-05T11:25:00Z,45.81,57.95
2026-03-05T11:26:00Z,47.58,56.48
2026-03-05T11:27:00Z,49.95,52.16
2026-03-05T11:28:00Z,50.33,49.80
2026-03-05T11:29:00Z,50.00,54.23
2026-03-05T11:30:00Z,42.62,59.19
2026-03-05T11:31:00Z,39.63,60.17
2026-03-05T11:32:00Z,41.50,61.65
2026-03-05T11:33:00Z,41.00,60.36
2026-03-05T11:34:00Z,40.81,64.79
2026-03-05T11:35:00Z,35.96,67.49
2026-03-05T11:36:00Z,31.42,65.38
2026-03-05T11:37:00Z,24.35,81.20
2026-03-05T11:38:00Z,9.51,91.64
2026-03-05T11:39:00Z,5.45,94.38
2026-03-05T11:40:00Z,1.32,98.88
2026-03-05T11:41:00Z,1.00,98.99
2026-03-05T11:42:00Z,1.00,99.00
2026-03-05T11:43:00Z,1.00,99.00
2026-03-05T11:44:00Z,1.00,99.00
2026-03-05T11:45:00Z,1.00,99.00
2026-03-05T11:46:00Z,1.00,99.00
