# event_ticker=KXATPCHALLENGERMATCH-26MAY26KOEPAL
# final_score=5-7 6-3 7-5
# match_winner=Luc Koenig
# fav_player=Luc Koenig
# dog_player=Dominik Palan
# kalshi_date=2026-05-26
timestamp,Luc Koenig,Dominik Palan
2026-05-26T15:27:00Z,85.31,16.93
2026-05-26T15:28:00Z,83.00,17.98
2026-05-26T15:29:00Z,85.98,15.00
2026-05-26T15:30:00Z,85.87,15.53
2026-05-26T15:31:00Z,85.00,14.25
2026-05-26T15:32:00Z,84.51,17.65
2026-05-26T15:33:00Z,82.54,18.00
2026-05-26T15:34:00Z,87.76,14.06
2026-05-26T15:35:00Z,86.48,13.76
2026-05-26T15:36:00Z,89.28,10.25
2026-05-26T15:37:00Z,90.20,10.01
2026-05-26T15:38:00Z,89.11,10.91
2026-05-26T15:39:00Z,92.83,7.95
2026-05-26T15:40:00Z,89.37,10.86
2026-05-26T15:41:00Z,92.59,7.61
2026-05-26T15:42:00Z,91.52,8.57
2026-05-26T15:43:00Z,89.13,10.89
2026-05-26T15:44:00Z,88.98,12.00
2026-05-26T15:45:00Z,88.04,12.84
2026-05-26T15:46:00Z,87.44,11.36
2026-05-26T15:47:00Z,92.34,6.11
2026-05-26T15:48:00Z,95.00,6.49
2026-05-26T15:49:00Z,93.30,7.16
2026-05-26T15:50:00Z,93.00,8.00
2026-05-26T15:51:00Z,92.80,8.00
2026-05-26T15:52:00Z,93.64,7.00
2026-05-26T15:53:00Z,93.00,8.00
2026-05-26T15:54:00Z,92.92,8.21
2026-05-26T15:55:00Z,88.03,12.09
2026-05-26T15:56:00Z,72.33,34.28
2026-05-26T15:57:00Z,53.36,47.06
2026-05-26T15:58:00Z,63.49,38.17
2026-05-26T15:59:00Z,60.19,37.44
2026-05-26T16:00:00Z,48.78,49.55
2026-05-26T16:01:00Z,49.20,49.75
2026-05-26T16:02:00Z,57.44,49.16
2026-05-26T16:03:00Z,62.11,39.01
2026-05-26T16:04:00Z,62.24,38.82
2026-05-26T16:05:00Z,62.92,38.24
2026-05-26T16:06:00Z,61.16,39.17
2026-05-26T16:07:00Z,86.50,12.54
2026-05-26T16:08:00Z,90.66,10.93
2026-05-26T16:09:00Z,91.62,8.36
2026-05-26T16:10:00Z,93.78,9.92
2026-05-26T16:11:00Z,97.39,2.15
2026-05-26T16:12:00Z,99.00,2.15
2026-05-26T16:13:00Z,99.00,2.15
2026-05-26T16:14:00Z,99.00,2.15
2026-05-26T16:16:00Z,99.00,2.15
2026-05-26T16:17:00Z,99.00,2.15
