# event_ticker=KXATPCHALLENGERMATCH-26MAY11OLIBAS
# final_score=6-1 1-6 6-3
# match_winner=Nishesh Basavareddy
# fav_player=Nishesh Basavareddy
# dog_player=Genaro Alberto Olivieri
# kalshi_date=2026-05-11
timestamp,Genaro Alberto Olivieri,Nishesh Basavareddy
2026-05-12T13:40:00Z,45.07,55.00
2026-05-12T13:41:00Z,51.07,49.88
2026-05-12T13:42:00Z,59.28,41.31
2026-05-12T13:43:00Z,53.03,48.63
2026-05-12T13:44:00Z,43.03,58.55
2026-05-12T13:45:00Z,39.52,60.91
2026-05-12T13:46:00Z,40.17,60.33
2026-05-12T13:47:00Z,34.95,65.23
2026-05-12T13:48:00Z,33.58,66.87
2026-05-12T13:49:00Z,14.84,81.98
2026-05-12T13:50:00Z,17.41,83.05
2026-05-12T13:51:00Z,14.12,85.50
2026-05-12T13:52:00Z,12.16,88.49
2026-05-12T13:53:00Z,9.21,90.89
2026-05-12T13:54:00Z,9.99,92.05
2026-05-12T13:55:00Z,5.68,92.34
2026-05-12T13:56:00Z,3.92,95.32
2026-05-12T13:57:00Z,1.03,98.94
2026-05-12T13:58:00Z,2.00,97.42
2026-05-12T13:59:00Z,4.46,95.95
2026-05-12T14:00:00Z,5.94,94.79
2026-05-12T14:01:00Z,6.00,94.89
2026-05-12T14:02:00Z,6.14,94.44
2026-05-12T14:03:00Z,4.37,96.00
2026-05-12T14:04:00Z,5.92,95.60
2026-05-12T14:05:00Z,7.89,93.89
2026-05-12T14:06:00Z,4.04,97.66
2026-05-12T14:07:00Z,2.73,96.99
2026-05-12T14:08:00Z,1.00,99.00
2026-05-12T14:09:00Z,1.00,99.00
2026-05-12T14:10:00Z,1.00,99.00
2026-05-12T14:11:00Z,1.00,99.00
2026-05-12T14:12:00Z,1.00,99.00
2026-05-12T14:13:00Z,1.00,99.00
