# event_ticker=KXATPCHALLENGERMATCH-26APR04SARDIA
# final_score=6-3 6-1
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Paulo Andre Saraiva Dos Santos
# kalshi_date=2026-04-04
timestamp,Facundo Diaz Acosta,Paulo Andre Saraiva Dos Santos
2026-04-04T13:57:00Z,89.00,11.00
2026-04-04T13:59:00Z,89.00,11.00
2026-04-04T14:00:00Z,89.00,11.00
2026-04-04T14:02:00Z,91.00,11.00
2026-04-04T14:03:00Z,91.00,11.00
2026-04-04T14:05:00Z,88.00,12.00
2026-04-04T14:07:00Z,88.00,11.00
2026-04-04T14:08:00Z,88.00,11.72
2026-04-04T14:09:00Z,88.00,11.83
2026-04-04T14:11:00Z,88.00,12.39
2026-04-04T14:12:00Z,90.45,9.66
2026-04-04T14:13:00Z,90.00,9.00
2026-04-04T14:14:00Z,90.00,10.15
2026-04-04T14:15:00Z,92.00,9.00
2026-04-04T14:16:00Z,92.00,10.00
2026-04-04T14:17:00Z,89.50,10.00
2026-04-04T14:18:00Z,91.00,10.00
2026-04-04T14:19:00Z,91.00,10.21
2026-04-04T14:20:00Z,91.00,9.50
2026-04-04T14:21:00Z,89.04,11.42
2026-04-04T14:22:00Z,91.03,10.75
2026-04-04T14:23:00Z,90.33,10.40
2026-04-04T14:24:00Z,92.00,10.00
2026-04-04T14:25:00Z,91.00,10.11
2026-04-04T14:26:00Z,88.83,12.19
2026-04-04T14:27:00Z,89.69,11.06
2026-04-04T14:28:00Z,90.35,10.88
2026-04-04T14:29:00Z,89.01,11.99
2026-04-04T14:30:00Z,88.00,13.86
2026-04-04T14:31:00Z,87.96,14.70
2026-04-04T14:32:00Z,84.73,15.47
2026-04-04T14:33:00Z,80.84,19.33
2026-04-04T14:34:00Z,82.06,20.26
2026-04-04T14:35:00Z,76.99,24.31
2026-04-04T14:36:00Z,77.44,24.20
2026-04-04T14:37:00Z,80.05,17.62
2026-04-04T14:38:00Z,81.45,18.88
2026-04-04T14:39:00Z,78.06,21.44
2026-04-04T14:40:00Z,83.36,13.96
2026-04-04T14:41:00Z,87.49,12.16
2026-04-04T14:42:00Z,87.57,10.58
2026-04-04T14:43:00Z,89.81,11.03
2026-04-04T14:44:00Z,91.00,10.30
2026-04-04T14:45:00Z,88.59,10.75
2026-04-04T14:46:00Z,87.18,12.23
2026-04-04T14:47:00Z,90.93,10.15
2026-04-04T14:48:00Z,92.74,5.48
2026-04-04T14:49:00Z,96.00,4.68
2026-04-04T14:50:00Z,96.00,3.52
2026-04-04T14:51:00Z,96.00,3.68
2026-04-04T14:52:00Z,97.50,3.78
2026-04-04T14:53:00Z,96.00,4.00
2026-04-04T14:54:00Z,96.67,3.98
2026-04-04T14:55:00Z,97.24,3.89
2026-04-04T14:56:00Z,97.24,4.00
2026-04-04T14:57:00Z,97.24,4.00
2026-04-04T14:58:00Z,97.24,4.27
2026-04-04T14:59:00Z,96.00,4.54
2026-04-04T15:00:00Z,97.01,3.66
2026-04-04T15:01:00Z,97.14,3.35
2026-04-04T15:02:00Z,96.95,3.37
2026-04-04T15:03:00Z,99.00,1.94
2026-04-04T15:04:00Z,98.00,1.99
2026-04-04T15:05:00Z,97.76,1.31
2026-04-04T15:06:00Z,98.01,1.69
2026-04-04T15:07:00Z,99.00,1.43
2026-04-04T15:08:00Z,97.48,1.20
2026-04-04T15:09:00Z,99.00,1.10
2026-04-04T15:10:00Z,99.00,1.39
2026-04-04T15:11:00Z,99.00,1.00
2026-04-04T15:12:00Z,99.00,1.00
2026-04-04T15:13:00Z,96.26,1.46
2026-04-04T15:14:00Z,96.26,1.00
2026-04-04T15:15:00Z,99.00,1.00
2026-04-04T15:16:00Z,97.10,3.46
2026-04-04T15:17:00Z,93.24,5.83
2026-04-04T15:18:00Z,98.09,1.22
2026-04-04T15:19:00Z,97.17,1.55
2026-04-04T15:20:00Z,97.08,1.67
2026-04-04T15:21:00Z,97.03,2.03
2026-04-04T15:22:00Z,97.01,2.12
2026-04-04T15:23:00Z,99.00,1.16
2026-04-04T15:24:00Z,99.00,1.00
2026-04-04T15:25:00Z,99.00,1.00
2026-04-04T15:26:00Z,99.00,1.00
2026-04-04T15:29:00Z,99.00,1.00
