# event_ticker=KXATPCHALLENGERMATCH-26MAR24SIMCOU
# final_score=6-3 4-6 6-3
# match_winner=Eliakim Coulibaly
# fav_player=Eliakim Coulibaly
# dog_player=Josip Simundza
# kalshi_date=2026-03-24
timestamp,Eliakim Coulibaly,Josip Simundza
2026-03-24T14:25:00Z,89.71,10.16
2026-03-24T14:26:00Z,90.00,10.00
2026-03-24T14:27:00Z,91.00,10.98
2026-03-24T14:28:00Z,91.98,11.00
2026-03-24T14:29:00Z,93.95,8.00
2026-03-24T14:30:00Z,93.00,7.13
2026-03-24T14:31:00Z,91.00,7.13
2026-03-24T14:32:00Z,90.00,11.24
2026-03-24T14:33:00Z,86.00,14.67
2026-03-24T14:34:00Z,81.29,17.75
2026-03-24T14:35:00Z,77.03,26.00
2026-03-24T14:36:00Z,75.00,25.96
2026-03-24T14:37:00Z,73.84,29.24
2026-03-24T14:38:00Z,70.59,30.53
2026-03-24T14:39:00Z,70.30,32.49
2026-03-24T14:40:00Z,64.77,35.60
2026-03-24T14:41:00Z,64.44,37.67
2026-03-24T14:42:00Z,61.01,42.41
2026-03-24T14:43:00Z,56.58,45.40
2026-03-24T14:44:00Z,54.69,48.80
2026-03-24T14:45:00Z,56.60,53.19
2026-03-24T14:46:00Z,66.63,46.71
2026-03-24T14:47:00Z,53.60,52.12
2026-03-24T14:48:00Z,55.34,55.87
2026-03-24T14:49:00Z,56.60,47.62
2026-03-24T14:50:00Z,56.57,47.44
2026-03-24T14:51:00Z,51.26,50.52
2026-03-24T14:52:00Z,54.41,44.46
2026-03-24T14:53:00Z,63.58,38.46
2026-03-24T14:54:00Z,62.79,35.10
2026-03-24T14:55:00Z,69.05,28.56
2026-03-24T14:56:00Z,67.31,32.61
2026-03-24T14:57:00Z,71.35,30.01
2026-03-24T14:58:00Z,71.93,29.79
2026-03-24T14:59:00Z,75.42,26.86
2026-03-24T15:00:00Z,71.81,29.95
2026-03-24T15:01:00Z,66.51,35.00
2026-03-24T15:02:00Z,64.07,36.02
2026-03-24T15:03:00Z,65.25,34.29
2026-03-24T15:04:00Z,68.82,32.00
2026-03-24T15:05:00Z,67.21,32.38
2026-03-24T15:06:00Z,62.26,36.49
2026-03-24T15:07:00Z,64.37,37.71
2026-03-24T15:08:00Z,60.45,40.22
2026-03-24T15:09:00Z,61.44,38.64
2026-03-24T15:10:00Z,62.27,35.58
2026-03-24T15:11:00Z,63.00,39.00
2026-03-24T15:12:00Z,63.48,36.99
2026-03-24T15:13:00Z,62.17,40.55
2026-03-24T15:14:00Z,64.00,41.00
2026-03-24T15:15:00Z,64.35,40.27
2026-03-24T15:16:00Z,65.71,36.36
2026-03-24T15:17:00Z,73.65,29.71
2026-03-24T15:18:00Z,73.26,27.24
2026-03-24T15:19:00Z,64.11,36.64
2026-03-24T15:20:00Z,64.23,34.83
2026-03-24T15:21:00Z,66.14,36.40
2026-03-24T15:22:00Z,68.50,31.98
2026-03-24T15:23:00Z,68.32,34.46
2026-03-24T15:24:00Z,65.51,38.25
2026-03-24T15:25:00Z,61.87,39.99
2026-03-24T15:26:00Z,60.94,40.01
2026-03-24T15:27:00Z,64.03,41.40
2026-03-24T15:28:00Z,60.63,43.41
2026-03-24T15:29:00Z,65.96,41.52
2026-03-24T15:30:00Z,54.83,47.24
2026-03-24T15:31:00Z,61.33,38.06
2026-03-24T15:32:00Z,67.97,32.50
2026-03-24T15:33:00Z,68.45,33.00
2026-03-24T15:34:00Z,65.52,32.17
2026-03-24T15:35:00Z,65.06,38.43
2026-03-24T15:36:00Z,73.17,36.34
2026-03-24T15:37:00Z,62.05,38.87
2026-03-24T15:38:00Z,66.39,35.67
2026-03-24T15:39:00Z,62.87,36.41
2026-03-24T15:40:00Z,60.12,38.83
2026-03-24T15:41:00Z,62.07,42.59
2026-03-24T15:42:00Z,63.73,39.18
2026-03-24T15:43:00Z,63.72,38.56
2026-03-24T15:44:00Z,56.52,47.83
2026-03-24T15:45:00Z,51.67,52.51
2026-03-24T15:46:00Z,35.57,61.30
2026-03-24T15:47:00Z,27.72,75.23
2026-03-24T15:48:00Z,26.60,73.64
2026-03-24T15:49:00Z,20.97,78.93
2026-03-24T15:50:00Z,23.15,76.18
2026-03-24T15:51:00Z,35.71,67.88
2026-03-24T15:52:00Z,42.11,61.58
2026-03-24T15:53:00Z,41.00,66.70
2026-03-24T15:54:00Z,41.49,59.01
2026-03-24T15:55:00Z,45.03,53.23
2026-03-24T15:56:00Z,61.42,39.12
2026-03-24T15:57:00Z,64.85,37.25
2026-03-24T15:58:00Z,73.90,33.03
2026-03-24T15:59:00Z,71.68,29.62
2026-03-24T16:00:00Z,72.49,28.59
2026-03-24T16:01:00Z,68.70,33.55
2026-03-24T16:02:00Z,71.20,31.78
2026-03-24T16:03:00Z,66.76,31.94
2026-03-24T16:04:00Z,80.77,18.57
2026-03-24T16:05:00Z,74.41,28.57
2026-03-24T16:06:00Z,68.56,29.74
2026-03-24T16:07:00Z,77.24,22.33
2026-03-24T16:08:00Z,90.00,18.95
2026-03-24T16:09:00Z,70.88,31.13
2026-03-24T16:10:00Z,77.47,23.83
2026-03-24T16:11:00Z,85.63,12.02
2026-03-24T16:12:00Z,95.33,5.03
2026-03-24T16:13:00Z,98.30,1.61
2026-03-24T16:14:00Z,98.67,1.61
2026-03-24T16:15:00Z,99.00,1.00
2026-03-24T16:16:00Z,99.00,1.00
2026-03-24T16:17:00Z,99.00,1.00
2026-03-24T16:18:00Z,99.00,1.00
