# event_ticker=KXATPCHALLENGERMATCH-26MAR19BARDEV
# final_score=1-6 7-6(2) 6-1
# score_resolution=1-6 7-6 6-1
# match_winner=Alex Barrena
# fav_player=Alex Barrena
# dog_player=Murkel Dellien
# kalshi_date=2026-03-19
timestamp,Alex Barrena,Murkel Dellien
2026-03-19T19:06:00Z,36.25,63.03
2026-03-19T19:07:00Z,36.25,68.00
2026-03-19T19:08:00Z,34.58,63.00
2026-03-19T19:09:00Z,35.00,63.32
2026-03-19T19:10:00Z,38.00,64.57
2026-03-19T19:11:00Z,36.72,67.00
2026-03-19T19:12:00Z,36.72,63.00
2026-03-19T19:13:00Z,40.00,60.37
2026-03-19T19:14:00Z,44.69,57.09
2026-03-19T19:15:00Z,43.65,57.09
2026-03-19T19:16:00Z,50.97,49.37
2026-03-19T19:17:00Z,53.69,46.57
2026-03-19T19:18:00Z,52.00,46.57
2026-03-19T19:19:00Z,54.15,43.90
2026-03-19T19:20:00Z,57.93,42.00
2026-03-19T19:21:00Z,58.00,43.00
2026-03-19T19:22:00Z,58.18,42.80
2026-03-19T19:23:00Z,58.32,42.00
2026-03-19T19:24:00Z,55.83,42.00
2026-03-19T19:25:00Z,54.00,46.11
2026-03-19T19:26:00Z,58.52,46.11
2026-03-19T19:27:00Z,58.04,41.00
2026-03-19T19:28:00Z,60.00,41.00
2026-03-19T19:29:00Z,60.00,41.00
2026-03-19T19:30:00Z,58.33,41.00
2026-03-19T19:31:00Z,58.33,40.65
2026-03-19T19:32:00Z,64.29,38.00
2026-03-19T19:33:00Z,61.83,40.00
2026-03-19T19:34:00Z,57.68,40.00
2026-03-19T19:35:00Z,56.63,43.00
2026-03-19T19:36:00Z,44.51,55.98
2026-03-19T19:37:00Z,41.96,57.14
2026-03-19T19:38:00Z,40.35,60.00
2026-03-19T19:39:00Z,42.00,60.00
2026-03-19T19:40:00Z,37.21,62.17
2026-03-19T19:41:00Z,47.98,53.62
2026-03-19T19:42:00Z,46.44,54.14
2026-03-19T19:43:00Z,46.49,50.03
2026-03-19T19:44:00Z,35.04,65.68
2026-03-19T19:45:00Z,31.29,69.00
2026-03-19T19:46:00Z,35.90,62.76
2026-03-19T19:47:00Z,33.99,62.75
2026-03-19T19:48:00Z,39.28,58.06
2026-03-19T19:49:00Z,41.03,58.00
2026-03-19T19:50:00Z,48.00,58.00
2026-03-19T19:51:00Z,50.57,56.97
2026-03-19T19:52:00Z,34.02,65.89
2026-03-19T19:53:00Z,31.68,68.61
2026-03-19T19:54:00Z,38.87,63.29
2026-03-19T19:55:00Z,41.38,54.49
2026-03-19T19:56:00Z,41.99,62.16
2026-03-19T19:57:00Z,38.77,62.27
2026-03-19T19:58:00Z,48.00,50.83
2026-03-19T19:59:00Z,56.35,45.75
2026-03-19T20:00:00Z,60.87,39.15
2026-03-19T20:01:00Z,60.58,39.00
2026-03-19T20:02:00Z,61.97,39.00
2026-03-19T20:03:00Z,61.00,38.42
2026-03-19T20:04:00Z,62.61,39.00
2026-03-19T20:05:00Z,60.54,39.00
2026-03-19T20:06:00Z,60.41,40.00
2026-03-19T20:07:00Z,60.41,40.00
2026-03-19T20:08:00Z,61.00,39.25
2026-03-19T20:09:00Z,62.00,40.00
2026-03-19T20:10:00Z,62.00,40.00
2026-03-19T20:11:00Z,60.67,39.26
2026-03-19T20:12:00Z,60.00,39.00
2026-03-19T20:13:00Z,66.12,34.70
2026-03-19T20:14:00Z,70.51,33.00
2026-03-19T20:15:00Z,74.54,25.75
2026-03-19T20:16:00Z,74.83,27.63
2026-03-19T20:17:00Z,77.20,20.27
2026-03-19T20:18:00Z,83.91,17.51
2026-03-19T20:19:00Z,84.89,14.29
2026-03-19T20:20:00Z,84.35,17.00
2026-03-19T20:21:00Z,83.94,16.04
2026-03-19T20:22:00Z,81.84,19.41
2026-03-19T20:23:00Z,85.60,15.39
2026-03-19T20:24:00Z,88.38,10.65
2026-03-19T20:25:00Z,93.22,7.24
2026-03-19T20:26:00Z,94.73,5.81
2026-03-19T20:27:00Z,92.90,7.07
2026-03-19T20:28:00Z,96.58,4.02
2026-03-19T20:29:00Z,94.36,6.92
2026-03-19T20:30:00Z,97.81,2.35
2026-03-19T20:31:00Z,97.93,2.70
2026-03-19T20:32:00Z,98.79,1.38
2026-03-19T20:33:00Z,98.93,1.03
2026-03-19T20:34:00Z,98.94,1.92
2026-03-19T20:35:00Z,98.02,2.99
2026-03-19T20:36:00Z,98.00,2.99
2026-03-19T20:37:00Z,97.05,3.00
2026-03-19T20:38:00Z,97.00,4.00
2026-03-19T20:39:00Z,97.49,4.00
2026-03-19T20:40:00Z,98.37,2.00
2026-03-19T20:41:00Z,99.00,1.93
2026-03-19T20:43:00Z,98.00,1.98
2026-03-19T20:44:00Z,99.00,1.00
2026-03-19T20:47:00Z,99.00,1.00
2026-03-19T20:48:00Z,99.00,1.00
2026-03-19T20:49:00Z,99.00,1.00
2026-03-19T20:50:00Z,99.00,1.00
2026-03-19T20:51:00Z,99.00,1.00
