# event_ticker=KXATPMATCH-26JAN15BAEGIR
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Sebastian Baez
# fav_player=Marcos Giron
# dog_player=Sebastian Baez
# kalshi_date=2026-01-15
timestamp,Marcos Giron,Sebastian Baez
2026-01-16T03:56:00Z,62.15,39.81
2026-01-16T03:57:00Z,54.54,47.64
2026-01-16T03:58:00Z,58.00,44.48
2026-01-16T03:59:00Z,53.28,48.69
2026-01-16T04:00:00Z,49.05,54.36
2026-01-16T04:01:00Z,48.05,53.99
2026-01-16T04:02:00Z,48.05,43.93
2026-01-16T04:03:00Z,57.00,47.39
2026-01-16T04:04:00Z,57.00,45.86
2026-01-16T04:05:00Z,56.00,45.71
2026-01-16T04:06:00Z,54.14,45.05
2026-01-16T04:07:00Z,54.14,48.27
2026-01-16T04:08:00Z,49.00,56.02
2026-01-16T04:09:00Z,43.19,58.95
2026-01-16T04:10:00Z,35.74,63.44
2026-01-16T04:11:00Z,31.31,74.69
2026-01-16T04:12:00Z,30.99,72.29
2026-01-16T04:13:00Z,30.12,72.14
2026-01-16T04:14:00Z,26.36,78.62
2026-01-16T04:15:00Z,22.99,81.82
2026-01-16T04:16:00Z,23.94,76.66
2026-01-16T04:17:00Z,27.90,76.58
2026-01-16T04:18:00Z,18.29,78.15
2026-01-16T04:19:00Z,21.99,78.01
2026-01-16T04:20:00Z,22.41,79.00
2026-01-16T04:21:00Z,22.05,78.93
2026-01-16T04:22:00Z,18.70,84.18
2026-01-16T04:23:00Z,15.55,86.94
2026-01-16T04:24:00Z,20.56,81.00
2026-01-16T04:25:00Z,22.57,77.36
2026-01-16T04:26:00Z,25.73,77.19
2026-01-16T04:27:00Z,25.99,79.49
2026-01-16T04:28:00Z,25.99,79.27
2026-01-16T04:29:00Z,19.20,81.44
2026-01-16T04:30:00Z,14.56,86.14
2026-01-16T04:31:00Z,11.07,88.95
2026-01-16T04:32:00Z,15.36,86.32
2026-01-16T04:33:00Z,21.70,78.89
2026-01-16T04:34:00Z,19.42,84.69
2026-01-16T04:35:00Z,15.40,86.10
2026-01-16T04:36:00Z,13.68,89.11
2026-01-16T04:37:00Z,8.59,91.38
2026-01-16T04:38:00Z,9.79,91.89
2026-01-16T04:39:00Z,7.36,91.54
2026-01-16T04:40:00Z,6.46,94.37
2026-01-16T04:41:00Z,5.38,94.67
2026-01-16T04:42:00Z,5.26,95.90
2026-01-16T04:43:00Z,5.00,95.52
2026-01-16T04:44:00Z,4.02,95.63
2026-01-16T04:45:00Z,5.83,95.69
2026-01-16T04:46:00Z,6.77,94.97
2026-01-16T04:47:00Z,6.30,94.20
2026-01-16T04:48:00Z,4.50,95.77
2026-01-16T04:49:00Z,6.04,95.52
2026-01-16T04:50:00Z,7.93,94.64
2026-01-16T04:51:00Z,7.99,92.10
2026-01-16T04:52:00Z,7.06,93.09
2026-01-16T04:53:00Z,5.54,94.79
2026-01-16T04:54:00Z,5.00,96.01
2026-01-16T04:55:00Z,4.49,96.64
2026-01-16T04:56:00Z,4.00,96.95
2026-01-16T04:57:00Z,5.96,95.34
2026-01-16T04:58:00Z,5.99,94.89
2026-01-16T04:59:00Z,7.84,93.21
2026-01-16T05:00:00Z,6.85,94.37
2026-01-16T05:01:00Z,5.98,94.07
2026-01-16T05:02:00Z,7.22,93.92
2026-01-16T05:03:00Z,12.92,88.97
2026-01-16T05:04:00Z,21.28,80.75
2026-01-16T05:05:00Z,24.38,79.15
2026-01-16T05:06:00Z,27.56,74.13
2026-01-16T05:07:00Z,22.80,76.34
2026-01-16T05:08:00Z,23.35,79.16
2026-01-16T05:09:00Z,23.88,79.91
2026-01-16T05:10:00Z,21.51,79.21
2026-01-16T05:11:00Z,20.52,78.94
2026-01-16T05:12:00Z,22.15,82.29
2026-01-16T05:13:00Z,15.49,85.16
2026-01-16T05:14:00Z,16.19,85.08
2026-01-16T05:15:00Z,15.48,82.08
2026-01-16T05:16:00Z,22.07,78.40
2026-01-16T05:17:00Z,23.10,80.60
2026-01-16T05:18:00Z,10.62,86.53
2026-01-16T05:19:00Z,4.62,96.54
2026-01-16T05:20:00Z,5.00,95.67
2026-01-16T05:21:00Z,5.04,95.95
2026-01-16T05:22:00Z,8.12,91.86
2026-01-16T05:23:00Z,2.43,96.99
2026-01-16T05:24:00Z,1.00,99.00
2026-01-16T05:25:00Z,1.00,99.00
2026-01-16T05:28:00Z,1.00,99.00
2026-01-16T05:29:00Z,1.00,99.00
2026-01-16T05:30:00Z,1.00,99.00
2026-01-16T05:31:00Z,1.00,99.00
2026-01-16T05:32:00Z,1.00,99.00
2026-01-16T05:33:00Z,1.00,99.00
