# event_ticker=KXATPCHALLENGERMATCH-26MAY25ZAHHUS
# final_score=6-2 5-7 6-4
# match_winner=Giles Hussey
# fav_player=Giles Hussey
# dog_player=Patrick Zahraj
# kalshi_date=2026-05-25
timestamp,Patrick Zahraj,Giles Hussey
2026-05-25T16:32:00Z,29.55,72.32
2026-05-25T16:33:00Z,26.56,74.57
2026-05-25T16:34:00Z,19.79,82.21
2026-05-25T16:35:00Z,17.06,84.90
2026-05-25T16:36:00Z,20.44,78.49
2026-05-25T16:37:00Z,28.21,74.41
2026-05-25T16:38:00Z,33.47,70.11
2026-05-25T16:39:00Z,35.29,66.18
2026-05-25T16:40:00Z,35.99,64.71
2026-05-25T16:41:00Z,35.40,65.29
2026-05-25T16:42:00Z,37.69,64.61
2026-05-25T16:43:00Z,40.29,60.53
2026-05-25T16:44:00Z,39.74,60.70
2026-05-25T16:45:00Z,39.94,60.93
2026-05-25T16:46:00Z,39.97,61.00
2026-05-25T16:47:00Z,39.91,61.33
2026-05-25T16:48:00Z,42.92,59.24
2026-05-25T16:49:00Z,46.15,54.62
2026-05-25T16:50:00Z,36.91,64.31
2026-05-25T16:51:00Z,36.19,64.45
2026-05-25T16:52:00Z,39.93,61.00
2026-05-25T16:53:00Z,32.42,65.89
2026-05-25T16:54:00Z,17.59,80.43
2026-05-25T16:55:00Z,20.75,80.27
2026-05-25T16:56:00Z,26.28,80.28
2026-05-25T16:57:00Z,14.00,85.52
2026-05-25T16:58:00Z,11.20,88.75
2026-05-25T16:59:00Z,11.20,88.95
2026-05-25T17:00:00Z,12.15,87.96
2026-05-25T17:01:00Z,13.00,86.09
2026-05-25T17:02:00Z,13.14,87.01
2026-05-25T17:03:00Z,11.25,88.35
2026-05-25T17:04:00Z,11.67,88.28
2026-05-25T17:05:00Z,12.06,88.84
2026-05-25T17:06:00Z,12.06,87.00
2026-05-25T17:07:00Z,11.19,89.14
2026-05-25T17:08:00Z,8.04,91.61
2026-05-25T17:09:00Z,8.02,92.00
2026-05-25T17:10:00Z,8.12,91.99
2026-05-25T17:11:00Z,8.00,92.43
2026-05-25T17:12:00Z,9.85,90.76
2026-05-25T17:13:00Z,10.89,89.05
2026-05-25T17:14:00Z,12.17,89.08
2026-05-25T17:15:00Z,12.17,85.06
2026-05-25T17:16:00Z,10.54,92.89
2026-05-25T17:17:00Z,5.99,96.00
2026-05-25T17:18:00Z,5.25,95.15
2026-05-25T17:19:00Z,4.04,95.60
2026-05-25T17:20:00Z,5.65,94.00
2026-05-25T17:21:00Z,6.92,94.31
2026-05-25T17:22:00Z,4.99,95.99
2026-05-25T17:23:00Z,4.72,95.00
2026-05-25T17:24:00Z,5.00,95.10
2026-05-25T17:25:00Z,3.72,95.92
2026-05-25T17:26:00Z,3.08,96.35
2026-05-25T17:27:00Z,4.20,95.11
2026-05-25T17:28:00Z,5.00,95.43
2026-05-25T17:29:00Z,5.00,94.79
2026-05-25T17:30:00Z,7.67,93.85
2026-05-25T17:31:00Z,6.10,94.21
2026-05-25T17:32:00Z,12.97,86.06
2026-05-25T17:33:00Z,11.81,88.82
2026-05-25T17:34:00Z,16.61,84.17
2026-05-25T17:35:00Z,27.06,72.98
2026-05-25T17:36:00Z,24.85,76.17
2026-05-25T17:37:00Z,27.37,72.54
2026-05-25T17:38:00Z,31.26,69.56
2026-05-25T17:39:00Z,16.85,84.05
2026-05-25T17:40:00Z,2.54,98.76
2026-05-25T17:41:00Z,1.00,99.00
2026-05-25T17:42:00Z,1.00,99.00
