# event_ticker=KXATPCHALLENGERMATCH-26MAR03BOSMOL
# final_score=6-2 6-3
# match_winner=Pedro Boscardin Dias
# fav_player=Pedro Boscardin Dias
# dog_player=Elmer Moller
# kalshi_date=2026-03-03
timestamp,Pedro Boscardin Dias,Elmer Moller
2026-03-03T16:27:00Z,20.00,81.00
2026-03-03T16:28:00Z,24.01,78.38
2026-03-03T16:29:00Z,30.53,72.84
2026-03-03T16:30:00Z,33.08,69.83
2026-03-03T16:31:00Z,34.32,69.00
2026-03-03T16:32:00Z,29.00,72.13
2026-03-03T16:33:00Z,34.68,70.86
2026-03-03T16:34:00Z,32.52,69.66
2026-03-03T16:35:00Z,35.21,67.96
2026-03-03T16:36:00Z,37.39,64.00
2026-03-03T16:37:00Z,38.49,64.15
2026-03-03T16:38:00Z,42.21,59.90
2026-03-03T16:39:00Z,48.74,52.96
2026-03-03T16:40:00Z,52.65,48.57
2026-03-03T16:41:00Z,55.81,44.67
2026-03-03T16:42:00Z,55.99,46.65
2026-03-03T16:43:00Z,52.30,48.17
2026-03-03T16:44:00Z,53.60,48.57
2026-03-03T16:45:00Z,51.49,47.35
2026-03-03T16:46:00Z,51.17,48.19
2026-03-03T16:47:00Z,53.22,48.07
2026-03-03T16:48:00Z,58.07,44.42
2026-03-03T16:49:00Z,58.78,41.26
2026-03-03T16:50:00Z,61.76,38.35
2026-03-03T16:51:00Z,62.57,38.06
2026-03-03T16:52:00Z,60.82,39.42
2026-03-03T16:53:00Z,59.16,42.78
2026-03-03T16:54:00Z,57.75,41.98
2026-03-03T16:55:00Z,58.45,40.35
2026-03-03T16:56:00Z,60.72,40.61
2026-03-03T16:57:00Z,60.05,41.21
2026-03-03T16:58:00Z,64.75,35.02
2026-03-03T16:59:00Z,64.55,35.99
2026-03-03T17:00:00Z,65.94,35.99
2026-03-03T17:01:00Z,64.03,36.00
2026-03-03T17:02:00Z,65.00,35.17
2026-03-03T17:03:00Z,64.69,36.00
2026-03-03T17:04:00Z,67.00,35.33
2026-03-03T17:05:00Z,62.40,37.91
2026-03-03T17:06:00Z,62.91,40.29
2026-03-03T17:07:00Z,58.10,41.39
2026-03-03T17:08:00Z,52.73,47.59
2026-03-03T17:09:00Z,54.24,46.18
2026-03-03T17:10:00Z,57.08,43.22
2026-03-03T17:11:00Z,63.58,34.66
2026-03-03T17:12:00Z,61.17,39.52
2026-03-03T17:13:00Z,66.34,38.31
2026-03-03T17:14:00Z,60.98,46.96
2026-03-03T17:15:00Z,55.24,46.77
2026-03-03T17:16:00Z,52.90,49.98
2026-03-03T17:17:00Z,50.31,50.59
2026-03-03T17:18:00Z,50.27,51.84
2026-03-03T17:19:00Z,55.15,48.21
2026-03-03T17:20:00Z,63.45,35.90
2026-03-03T17:21:00Z,68.05,32.72
2026-03-03T17:22:00Z,60.24,43.28
2026-03-03T17:23:00Z,56.65,45.39
2026-03-03T17:24:00Z,54.19,50.20
2026-03-03T17:25:00Z,50.88,49.94
2026-03-03T17:26:00Z,54.55,47.04
2026-03-03T17:27:00Z,56.75,45.13
2026-03-03T17:28:00Z,64.59,35.53
2026-03-03T17:29:00Z,73.64,27.86
2026-03-03T17:30:00Z,78.38,23.09
2026-03-03T17:31:00Z,78.66,20.78
2026-03-03T17:32:00Z,81.16,20.65
2026-03-03T17:33:00Z,88.30,12.27
2026-03-03T17:34:00Z,89.60,13.42
2026-03-03T17:35:00Z,92.84,6.14
2026-03-03T17:36:00Z,86.16,12.49
2026-03-03T17:37:00Z,95.22,3.27
2026-03-03T17:38:00Z,99.00,1.00
2026-03-03T17:39:00Z,99.00,1.00
2026-03-03T17:40:00Z,99.00,1.00
2026-03-03T17:41:00Z,99.00,1.00
2026-03-03T17:42:00Z,99.00,1.00
