# event_ticker=KXATPCHALLENGERMATCH-26APR14DELZEI
# final_score=6-4 6-4
# match_winner=Hugo Dellien
# fav_player=Hugo Dellien
# dog_player=Maximo Zeitune
# kalshi_date=2026-04-14
timestamp,Hugo Dellien,Maximo Zeitune
2026-04-14T22:32:00Z,90.95,9.08
2026-04-14T22:33:00Z,90.98,9.14
2026-04-14T22:34:00Z,93.76,6.02
2026-04-14T22:35:00Z,96.66,4.03
2026-04-14T22:36:00Z,96.55,3.28
2026-04-14T22:37:00Z,97.00,3.79
2026-04-14T22:38:00Z,97.93,2.00
2026-04-14T22:39:00Z,98.22,1.18
2026-04-14T22:40:00Z,98.14,1.75
2026-04-14T22:41:00Z,98.97,1.75
2026-04-14T22:42:00Z,98.84,1.16
2026-04-14T22:43:00Z,99.00,1.01
2026-04-14T22:44:00Z,99.00,1.00
2026-04-14T22:45:00Z,99.00,1.00
2026-04-14T22:46:00Z,99.00,1.00
2026-04-14T22:47:00Z,99.00,1.00
2026-04-14T22:48:00Z,99.00,1.00
2026-04-14T22:49:00Z,99.00,1.00
2026-04-14T22:50:00Z,99.00,1.01
2026-04-14T22:51:00Z,99.00,1.66
2026-04-14T22:52:00Z,99.00,1.26
2026-04-14T22:53:00Z,99.00,1.00
2026-04-14T22:54:00Z,99.00,1.49
2026-04-14T22:55:00Z,99.00,1.58
2026-04-14T22:56:00Z,99.00,1.25
2026-04-14T22:57:00Z,98.97,1.25
2026-04-14T22:58:00Z,99.00,1.37
2026-04-14T22:59:00Z,99.00,1.00
2026-04-14T23:03:00Z,99.00,1.00
2026-04-14T23:05:00Z,99.00,1.00
2026-04-14T23:06:00Z,99.00,1.00
