# event_ticker=KXATPCHALLENGERMATCH-26JUN05SAIMID
# final_score=6-7(6) 6-3 6-3
# score_resolution=7-6 3-6 3-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Lautaro Midon
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-06-05
timestamp,Nikolas Sanchez Izquierdo,Lautaro Midon
2026-06-05T16:47:00Z,95.34,5.54
2026-06-05T16:48:00Z,96.09,5.18
2026-06-05T16:49:00Z,96.18,3.41
2026-06-05T16:50:00Z,96.57,3.74
2026-06-05T16:51:00Z,95.65,4.95
2026-06-05T16:52:00Z,94.56,5.36
2026-06-05T16:53:00Z,94.00,9.66
2026-06-05T16:54:00Z,79.20,17.47
2026-06-05T16:55:00Z,84.02,24.93
2026-06-05T16:56:00Z,92.81,10.47
2026-06-05T16:57:00Z,93.80,7.28
2026-06-05T16:58:00Z,94.60,6.07
2026-06-05T16:59:00Z,93.19,11.07
2026-06-05T17:00:00Z,98.85,1.76
2026-06-05T17:01:00Z,99.00,1.00
2026-06-05T17:02:00Z,99.00,1.00
