# event_ticker=KXATPCHALLENGERMATCH-26APR02MILELL
# final_score=2-6 2-1 RET
# match_winner=Blake Ellis
# fav_player=Blake Ellis
# dog_player=Ognjen Milic
# kalshi_date=2026-04-02
timestamp,Blake Ellis,Ognjen Milic
2026-04-03T01:29:00Z,37.00,65.00
2026-04-03T01:31:00Z,37.00,64.00
2026-04-03T01:39:00Z,37.00,65.00
2026-04-03T01:40:00Z,37.00,65.00
2026-04-03T01:49:00Z,37.00,66.00
2026-04-03T01:51:00Z,36.00,66.00
2026-04-03T01:54:00Z,36.00,67.00
2026-04-03T01:56:00Z,36.00,67.00
2026-04-03T01:57:00Z,36.00,67.00
2026-04-03T01:58:00Z,36.00,67.00
2026-04-03T01:59:00Z,36.00,67.00
2026-04-03T02:01:00Z,36.00,67.00
2026-04-03T02:05:00Z,36.00,67.00
2026-04-03T02:06:00Z,36.00,66.00
2026-04-03T02:08:00Z,36.23,66.79
2026-04-03T02:09:00Z,36.99,66.98
2026-04-03T02:10:00Z,30.00,66.98
2026-04-03T02:11:00Z,29.00,74.00
2026-04-03T02:12:00Z,30.89,72.00
2026-04-03T02:13:00Z,26.00,76.06
2026-04-03T02:14:00Z,26.33,78.87
2026-04-03T02:15:00Z,23.00,78.01
2026-04-03T02:16:00Z,21.06,78.01
2026-04-03T02:17:00Z,19.89,81.00
2026-04-03T02:18:00Z,24.15,83.60
2026-04-03T02:19:00Z,24.00,80.00
2026-04-03T02:20:00Z,22.94,80.00
2026-04-03T02:21:00Z,23.98,79.72
2026-04-03T02:22:00Z,21.09,80.80
2026-04-03T02:23:00Z,21.09,81.00
2026-04-03T02:24:00Z,19.50,83.76
2026-04-03T02:25:00Z,19.74,89.37
2026-04-03T02:26:00Z,19.45,82.00
2026-04-03T02:27:00Z,15.63,82.00
2026-04-03T02:28:00Z,13.00,82.00
2026-04-03T02:29:00Z,13.00,88.71
2026-04-03T02:30:00Z,13.80,88.00
2026-04-03T02:31:00Z,18.35,86.89
2026-04-03T02:32:00Z,18.35,89.00
2026-04-03T02:33:00Z,12.19,88.97
2026-04-03T02:34:00Z,13.00,89.00
2026-04-03T02:35:00Z,13.00,86.50
2026-04-03T02:36:00Z,14.00,87.00
2026-04-03T02:37:00Z,13.68,88.00
2026-04-03T02:38:00Z,14.00,88.33
2026-04-03T02:39:00Z,14.00,88.10
2026-04-03T02:40:00Z,13.00,88.14
2026-04-03T02:41:00Z,13.00,88.00
2026-04-03T02:42:00Z,13.15,87.99
2026-04-03T02:43:00Z,16.89,86.10
2026-04-03T02:44:00Z,18.28,82.28
2026-04-03T02:45:00Z,17.36,84.18
2026-04-03T02:46:00Z,17.23,83.56
2026-04-03T02:47:00Z,20.73,81.02
2026-04-03T02:48:00Z,17.24,86.18
2026-04-03T02:49:00Z,15.47,85.99
2026-04-03T02:50:00Z,16.64,84.90
2026-04-03T02:51:00Z,11.71,89.94
2026-04-03T02:52:00Z,14.80,87.63
2026-04-03T02:53:00Z,14.24,86.46
2026-04-03T02:54:00Z,16.93,84.33
2026-04-03T02:55:00Z,20.16,86.09
2026-04-03T02:56:00Z,22.00,83.75
2026-04-03T02:57:00Z,22.50,81.52
2026-04-03T02:58:00Z,26.83,78.71
2026-04-03T02:59:00Z,27.46,75.29
2026-04-03T03:00:00Z,34.95,68.10
2026-04-03T03:01:00Z,55.46,44.19
2026-04-03T03:02:00Z,64.29,29.37
2026-04-03T03:03:00Z,97.67,1.12
2026-04-03T03:04:00Z,99.00,1.00
2026-04-03T03:05:00Z,99.00,1.00
2026-04-03T03:06:00Z,99.00,1.00
2026-04-03T03:08:00Z,99.00,1.00
2026-04-03T03:09:00Z,99.00,1.00
2026-04-03T03:10:00Z,99.00,1.00
2026-04-03T03:11:00Z,99.00,1.00
2026-04-03T03:12:00Z,99.00,1.00
