# event_ticker=KXATPMATCH-25SEP27ALCBER
# final_score=6-4 6-3
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Zizou Bergs
# kalshi_date=2025-09-27
timestamp,Carlos Alcaraz,Zizou Bergs
2025-09-27T08:53:00Z,86.04,17.42
2025-09-27T08:54:00Z,85.00,17.00
2025-09-27T08:55:00Z,83.61,17.00
2025-09-27T08:56:00Z,89.00,16.70
2025-09-27T08:57:00Z,88.00,9.00
2025-09-27T08:58:00Z,92.00,10.01
2025-09-27T08:59:00Z,95.10,8.90
2025-09-27T09:00:00Z,95.10,6.30
2025-09-27T09:01:00Z,93.73,4.94
2025-09-27T09:02:00Z,93.73,5.96
2025-09-27T09:03:00Z,93.73,4.90
2025-09-27T09:05:00Z,93.73,2.00
2025-09-27T09:06:00Z,93.73,2.00
2025-09-27T09:07:00Z,93.73,2.00
2025-09-27T09:08:00Z,93.73,3.28
2025-09-27T09:11:00Z,93.73,2.14
2025-09-27T09:12:00Z,93.73,4.00
2025-09-27T09:13:00Z,93.73,5.00
2025-09-27T09:14:00Z,93.73,12.00
2025-09-27T09:15:00Z,93.73,9.47
2025-09-27T09:16:00Z,95.00,6.26
2025-09-27T09:17:00Z,95.00,2.69
2025-09-27T09:18:00Z,95.00,2.00
2025-09-27T09:19:00Z,98.00,3.50
2025-09-27T09:21:00Z,98.00,9.00
2025-09-27T09:22:00Z,99.00,2.50
2025-09-27T09:23:00Z,99.00,3.00
2025-09-27T09:24:00Z,99.00,3.52
2025-09-27T09:25:00Z,99.00,4.74
2025-09-27T09:26:00Z,99.00,3.82
2025-09-27T09:27:00Z,99.00,1.54
2025-09-27T09:28:00Z,97.00,4.00
2025-09-27T09:29:00Z,97.00,3.80
2025-09-27T09:30:00Z,97.00,1.00
2025-09-27T09:33:00Z,97.00,1.43
2025-09-27T09:37:00Z,97.00,2.33
2025-09-27T09:39:00Z,99.00,3.00
2025-09-27T09:40:00Z,99.00,2.69
2025-09-27T09:41:00Z,99.00,2.00
2025-09-27T09:42:00Z,97.00,3.00
2025-09-27T09:43:00Z,98.11,4.00
2025-09-27T09:44:00Z,98.00,4.00
2025-09-27T09:45:00Z,99.00,4.00
2025-09-27T09:46:00Z,99.00,2.00
2025-09-27T09:47:00Z,99.00,2.00
2025-09-27T09:48:00Z,99.00,1.05
2025-09-27T09:49:00Z,99.00,3.00
2025-09-27T09:51:00Z,98.00,3.00
2025-09-27T09:52:00Z,98.00,2.00
2025-09-27T09:58:00Z,98.00,1.00
2025-09-27T09:59:00Z,99.00,1.00
2025-09-27T10:01:00Z,99.00,1.81
