Filename,Asset,Start_Price,End_Price,Mean_Price,Max_Drift_Up,Max_Drift_Down
kalshi-price-history-kxatpchallengermatch-26apr23kwonchu-minute.csv,Soonwoo Kwon,94.0,99.0,73.29,5.0,-57.7
kalshi-price-history-kxatpchallengermatch-26apr23kwonchu-minute.csv,Hyeon Chung,21.0,1.0,28.1,44.19,-20.0
kalshi-price-history-kxatpchallengermatch-26apr23marfat-minute.csv,Pol Martin Tiffon,45.0,99.0,61.52,54.0,-5.0
kalshi-price-history-kxatpchallengermatch-26apr23marfat-minute.csv,Nerman Fatic,51.0,1.0,41.07,24.0,-50.0
kalshi-price-history-kxatpchallengermatch-26apr23mccrie-minute.csv,Unnamed: 1,27.0,1.0,18.1,0.0,-26.0
kalshi-price-history-kxatpchallengermatch-26apr23mccrie-minute.csv,72.00,74.0,99.0,83.25,25.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr23oncbou-minute.csv,Unnamed: 1,84.0,99.0,90.48,15.0,-3.75
kalshi-price-history-kxatpchallengermatch-26apr23oncbou-minute.csv,17.00,17.0,1.0,10.11,3.89,-16.0
kalshi-price-history-kxatpchallengermatch-26apr23ronbas-minute.csv,Franco Roncadelli,29.0,3.57,24.16,19.12,-25.43
kalshi-price-history-kxatpchallengermatch-26apr23ronbas-minute.csv,Nishesh Basavareddy,69.0,99.0,76.96,30.0,-13.03
kalshi-price-history-kxatpchallengermatch-26apr23selghi-minute.csv,38.00,38.0,1.11,21.14,2.64,-37.0
kalshi-price-history-kxatpchallengermatch-26apr23selghi-minute.csv,Unnamed: 2,60.0,99.0,79.72,39.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr23shihol-minute.csv,Yuta Shimizu,33.0,1.0,27.71,17.94,-32.0
kalshi-price-history-kxatpchallengermatch-26apr23shihol-minute.csv,August Holmgren,69.0,99.0,73.48,30.0,-15.49
kalshi-price-history-kxatpchallengermatch-26apr23shikru-minute.csv,Braden Shick,31.0,1.0,23.82,2.76,-30.0
kalshi-price-history-kxatpchallengermatch-26apr23shikru-minute.csv,Mitchell Krueger,69.0,99.0,77.73,30.0,-2.23
kalshi-price-history-kxatpchallengermatch-26apr23skaost-minute.csv,Timofey Skatov,84.0,99.0,69.32,15.0,-71.48
kalshi-price-history-kxatpchallengermatch-26apr23skaost-minute.csv,Daniil Ostapenkov,16.0,1.0,31.88,73.63,-15.0
kalshi-price-history-kxatpchallengermatch-26apr24andbas-minute.csv,Unnamed: 1,37.0,1.0,27.56,2.31,-36.0
kalshi-price-history-kxatpchallengermatch-26apr24andbas-minute.csv,54.00,65.0,99.0,73.37,34.0,-4.0
kalshi-price-history-kxatpchallengermatch-26apr24baxhem-minute.csv,Florent Bax,42.0,1.63,33.84,6.38,-40.37
kalshi-price-history-kxatpchallengermatch-26apr24baxhem-minute.csv,Calvin Hemery,59.0,99.0,67.0,40.0,-6.33
kalshi-price-history-kxatpchallengermatch-26apr24chaben-minute.csv,Maxime Chazal,46.0,99.0,60.0,53.0,-15.2
kalshi-price-history-kxatpchallengermatch-26apr24chaben-minute.csv,Karim Bennani,57.0,1.0,41.07,12.95,-56.0
kalshi-price-history-kxatpchallengermatch-26apr24ereste-minute.csv,Yanki Erel,51.0,1.0,38.75,15.13,-50.0
kalshi-price-history-kxatpchallengermatch-26apr24ereste-minute.csv,Hamish Stewart,45.0,99.0,62.34,54.0,-11.13
kalshi-price-history-kxatpchallengermatch-26apr24feltab-minute.csv,Kilian Feldbausch,46.0,99.0,39.0,53.0,-36.41
kalshi-price-history-kxatpchallengermatch-26apr24feltab-minute.csv,Clement Tabur,56.0,1.0,62.13,34.36,-55.0
kalshi-price-history-kxatpchallengermatch-26apr24harken-minute.csv,Nick Hardt,48.0,1.21,39.72,18.3,-46.79
kalshi-price-history-kxatpchallengermatch-26apr24harken-minute.csv,Jack Kennedy,54.0,99.0,61.64,45.0,-18.94
kalshi-price-history-kxatpchallengermatch-26apr24holrie-minute.csv,Unnamed: 1,30.0,99.0,34.71,69.0,-2.0
kalshi-price-history-kxatpchallengermatch-26apr24holrie-minute.csv,70.00,70.0,1.0,66.77,3.0,-69.0
kalshi-price-history-kxatpchallengermatch-26apr24jiague-minute.csv,Unnamed: 1,57.0,1.0,32.52,8.27,-56.0
kalshi-price-history-kxatpchallengermatch-26apr24jiague-minute.csv,44.00,44.0,99.0,67.56,55.0,-11.0
kalshi-price-history-kxatpchallengermatch-26apr24krugal-minute.csv,Mitchell Krueger,40.0,1.0,31.89,4.88,-39.0
kalshi-price-history-kxatpchallengermatch-26apr24krugal-minute.csv,Daniel Elahi Galan,59.0,99.0,69.59,40.0,-2.72
kalshi-price-history-kxatpchallengermatch-26apr24kwonhsu-minute.csv,Soonwoo Kwon,72.0,99.0,76.25,27.0,-5.0
kalshi-price-history-kxatpchallengermatch-26apr24kwonhsu-minute.csv,Yu Hsiou Hsu,29.0,1.0,24.74,5.0,-28.0
kalshi-price-history-kxatpchallengermatch-26apr24nedfom-minute.csv,74.00,74.0,1.0,68.7,14.12,-73.0
kalshi-price-history-kxatpchallengermatch-26apr24nedfom-minute.csv,Unnamed: 2,30.0,99.0,32.78,69.0,-17.51
kalshi-price-history-kxatpchallengermatch-26apr24oncalk-minute.csv,Gauthier Onclin,70.0,99.0,60.38,29.0,-58.56
kalshi-price-history-kxatpchallengermatch-26apr24oncalk-minute.csv,Mert Alkaya,30.0,7.94,40.84,59.67,-25.17
kalshi-price-history-kxatpchallengermatch-26apr24skaghi-minute.csv,Unnamed: 1,76.0,99.0,78.55,23.0,-6.83
kalshi-price-history-kxatpchallengermatch-26apr24skaghi-minute.csv,27.00,27.0,1.0,22.7,5.0,-26.0
kalshi-price-history-kxatpchallengermatch-26apr24svrcre-minute.csv,69.00,69.0,99.0,81.76,30.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr24svrcre-minute.csv,Unnamed: 2,33.0,1.0,19.63,0.0,-32.0
kalshi-price-history-kxatpchallengermatch-26apr24vassak-minute.csv,44.00,44.0,99.0,56.7,55.0,-11.0
kalshi-price-history-kxatpchallengermatch-26apr24vassak-minute.csv,55.96,53.0,1.0,44.13,13.31,-52.0
kalshi-price-history-kxatpchallengermatch-26apr24vavmar-minute.csv,Andrea Vavassori,61.0,1.0,61.76,29.0,-60.0
kalshi-price-history-kxatpchallengermatch-26apr24vavmar-minute.csv,Pol Martin Tiffon,37.0,99.0,38.98,62.0,-26.54
kalshi-price-history-kxatpchallengermatch-26apr25chaste-minute.csv,Maxime Chazal,37.0,1.0,24.97,1.0,-36.0
kalshi-price-history-kxatpchallengermatch-26apr25chaste-minute.csv,Hamish Stewart,63.0,99.0,76.17,36.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr25felken-minute.csv,Kilian Feldbausch,61.0,1.0,49.76,5.64,-60.0
kalshi-price-history-kxatpchallengermatch-26apr25felken-minute.csv,Jack Kennedy,41.0,99.0,51.65,58.0,-7.02
kalshi-price-history-kxatpchallengermatch-26apr25galbas-minute.csv,Daniel Elahi Galan,38.0,1.0,27.81,26.32,-37.0
kalshi-price-history-kxatpchallengermatch-26apr25galbas-minute.csv,Nishesh Basavareddy,65.0,99.0,73.46,34.0,-29.25
kalshi-price-history-kxatpchallengermatch-26apr25guemar-minute.csv,Unnamed: 1,52.0,99.0,63.43,47.0,-4.95
kalshi-price-history-kxatpchallengermatch-26apr25guemar-minute.csv,51.00,51.0,1.0,37.47,2.1,-50.0
kalshi-price-history-kxatpchallengermatch-26apr25holkwon-minute.csv,August Holmgren,32.0,1.0,25.45,4.07,-31.0
kalshi-price-history-kxatpchallengermatch-26apr25holkwon-minute.csv,Soonwoo Kwon,71.0,99.0,76.24,28.0,-5.26
kalshi-price-history-kxatpchallengermatch-26apr25onchem-minute.csv,Gauthier Onclin,72.0,99.0,80.5,27.0,-7.0
kalshi-price-history-kxatpchallengermatch-26apr25onchem-minute.csv,Calvin Hemery,28.0,1.0,20.64,7.97,-27.0
kalshi-price-history-kxatpchallengermatch-26apr25skafom-minute.csv,Unnamed: 1,75.0,1.0,65.39,8.03,-74.0
kalshi-price-history-kxatpchallengermatch-26apr25skafom-minute.csv,29.00,29.0,99.0,35.99,70.0,-11.64
kalshi-price-history-kxatpchallengermatch-26apr25svrvas-minute.csv,Dalibor Svrcina,65.0,99.0,75.3,34.0,-4.91
kalshi-price-history-kxatpchallengermatch-26apr25svrvas-minute.csv,Jacopo Vasami,37.0,1.0,25.57,3.0,-36.0
kalshi-price-history-kxatpchallengermatch-26apr26kenbas-minute.csv,Jack Kennedy,36.0,1.0,29.37,9.49,-35.0
kalshi-price-history-kxatpchallengermatch-26apr26kenbas-minute.csv,Nishesh Basavareddy,66.0,99.0,72.61,33.0,-10.59
kalshi-price-history-kxatpchallengermatch-26apr26oncste-minute.csv,Gauthier Onclin,73.0,99.0,79.41,26.0,-22.16
kalshi-price-history-kxatpchallengermatch-26apr26oncste-minute.csv,Hamish Stewart,28.0,1.07,21.68,17.09,-26.97
kalshi-price-history-kxatpchallengermatch-26apr26svrgue-minute.csv,Dalibor Svrcina,70.0,1.0,54.16,5.0,-69.0
kalshi-price-history-kxatpchallengermatch-26apr26svrgue-minute.csv,Andrea Guerrieri,32.0,99.0,47.18,67.0,-7.0
kalshi-price-history-kxatpchallengermatch-26apr27barsor-minute.csv,78.00,78.0,99.0,79.74,21.0,-30.65
kalshi-price-history-kxatpchallengermatch-26apr27barsor-minute.csv,Unnamed: 2,22.0,3.52,20.98,33.93,-20.86
kalshi-price-history-kxatpchallengermatch-26apr27bensin-minute.csv,Karim Bennani,62.0,99.0,60.83,37.0,-38.13
kalshi-price-history-kxatpchallengermatch-26apr27bensin-minute.csv,Karan (IND) Singh,48.81,1.0,40.31,27.93,-47.81
kalshi-price-history-kxatpchallengermatch-26apr27bererh-minute.csv,Tomasz Berkieta,44.0,2.36,29.33,12.0,-41.64
kalshi-price-history-kxatpchallengermatch-26apr27bererh-minute.csv,Mathys Erhard,57.0,99.0,71.29,42.0,-12.0
kalshi-price-history-kxatpchallengermatch-26apr27brogak-minute.csv,Gijs Brouwer,39.0,99.0,52.02,60.0,-19.0
kalshi-price-history-kxatpchallengermatch-26apr27brogak-minute.csv,Ivan Gakhov,84.0,1.0,49.21,0.0,-83.0
kalshi-price-history-kxatpchallengermatch-26apr27cecmic-minute.csv,Marco Cecchinato,62.0,99.0,79.07,37.0,-0.9
kalshi-price-history-kxatpchallengermatch-26apr27cecmic-minute.csv,Daniel Michalski,37.1,1.0,20.88,1.28,-36.1
kalshi-price-history-kxatpchallengermatch-26apr27dhabel-minute.csv,Manas Dhamne,66.0,99.0,62.86,33.0,-42.45
kalshi-price-history-kxatpchallengermatch-26apr27dhabel-minute.csv,Nikita Belozertsev,36.0,1.0,38.42,40.0,-35.0
kalshi-price-history-kxatpchallengermatch-26apr27engdje-minute.csv,Unnamed: 1,32.0,1.36,23.91,6.34,-30.97
kalshi-price-history-kxatpchallengermatch-26apr27engdje-minute.csv,69.00,69.0,98.76,76.75,30.0,-8.73
kalshi-price-history-kxatpchallengermatch-26apr27galswe-minute.csv,58.00,58.0,99.0,55.62,41.0,-32.97
kalshi-price-history-kxatpchallengermatch-26apr27galswe-minute.csv,Unnamed: 2,46.0,1.0,45.61,30.35,-45.0
kalshi-price-history-kxatpchallengermatch-26apr27gasujv-minute.csv,Unnamed: 1,95.0,99.0,97.35,4.0,-0.42
kalshi-price-history-kxatpchallengermatch-26apr27gasujv-minute.csv,4.00,4.0,1.15,3.63,2.44,-3.0
kalshi-price-history-kxatpchallengermatch-26apr27genlof-minute.csv,Tom Gentzsch,62.0,99.0,77.64,37.0,-6.2
kalshi-price-history-kxatpchallengermatch-26apr27genlof-minute.csv,George Loffhagen,37.74,1.0,21.46,10.05,-36.74
kalshi-price-history-kxatpchallengermatch-26apr27hsunog-minute.csv,Yu Hsiou Hsu,58.0,1.0,50.91,16.97,-57.0
kalshi-price-history-kxatpchallengermatch-26apr27hsunog-minute.csv,Rio Noguchi,43.76,99.0,50.13,55.24,-17.6
kalshi-price-history-kxatpchallengermatch-26apr27husjun-minute.csv,Giles Hussey,71.0,99.0,75.18,28.0,-43.93
kalshi-price-history-kxatpchallengermatch-26apr27husjun-minute.csv,Jason Jung,30.0,1.0,25.72,43.93,-29.0
kalshi-price-history-kxatpchallengermatch-26apr27kasbou-minute.csv,Maks Kasnikowski,74.0,99.0,84.71,25.0,-4.0
kalshi-price-history-kxatpchallengermatch-26apr27kasbou-minute.csv,Cesar Bouchelaghem,30.0,1.65,16.29,0.87,-28.35
kalshi-price-history-kxatpchallengermatch-26apr27lajsan-minute.csv,Mark Lajal,71.0,99.0,80.27,28.0,-1.88
kalshi-price-history-kxatpchallengermatch-26apr27lajsan-minute.csv,Akira Santillan,31.0,1.0,21.03,0.63,-30.0
kalshi-price-history-kxatpchallengermatch-26apr27miltok-minute.csv,Ognjen Milic,55.0,99.0,65.93,44.0,-9.45
kalshi-price-history-kxatpchallengermatch-26apr27miltok-minute.csv,Renta Tokuda,47.0,1.0,34.9,9.82,-46.0
kalshi-price-history-kxatpchallengermatch-26apr27piewis-minute.csv,Samuele Pieri,51.0,99.0,69.29,48.0,-8.24
kalshi-price-history-kxatpchallengermatch-26apr27piewis-minute.csv,Max Wiskandt,50.0,1.0,31.35,8.0,-49.0
kalshi-price-history-kxatpchallengermatch-26apr27pirhou-minute.csv,Zsombor Piros,73.0,99.0,75.27,26.0,-27.96
kalshi-price-history-kxatpchallengermatch-26apr27pirhou-minute.csv,Max Houkes,30.0,1.0,25.63,26.57,-29.0
kalshi-price-history-kxatpchallengermatch-26apr27pribin-minute.csv,Oleg Prihodko,68.0,1.0,41.39,9.0,-67.0
kalshi-price-history-kxatpchallengermatch-26apr27pribin-minute.csv,Alexander Binda,28.0,99.0,59.5,71.0,-3.08
kalshi-price-history-kxatpchallengermatch-26apr27rodbla-minute.csv,Jurij Rodionov,62.0,1.0,55.16,33.83,-61.0
kalshi-price-history-kxatpchallengermatch-26apr27rodbla-minute.csv,Darwin Blanch,41.0,99.0,45.79,58.0,-36.63
kalshi-price-history-kxatpchallengermatch-26apr27schcla-minute.csv,Unnamed: 1,43.0,1.0,47.66,37.4,-42.0
kalshi-price-history-kxatpchallengermatch-26apr27schcla-minute.csv,60.00,60.0,99.0,53.47,39.0,-40.21
kalshi-price-history-kxatpchallengermatch-26apr27sinjub-minute.csv,Digvijay Pratap Singh,17.0,1.0,13.62,13.43,-16.0
kalshi-price-history-kxatpchallengermatch-26apr27sinjub-minute.csv,Paul Jubb,84.0,99.0,87.57,15.0,-13.01
kalshi-price-history-kxatpchallengermatch-26apr27sunsch-minute.csv,Fajing Sun,35.0,99.0,40.82,64.0,-9.82
kalshi-price-history-kxatpchallengermatch-26apr27sunsch-minute.csv,Tristan Schoolkate,64.0,1.2,60.37,11.65,-62.8
kalshi-price-history-kxatpchallengermatch-26apr27tunrig-minute.csv,Tung-Lin Wu,85.0,99.0,90.75,14.0,-6.46
kalshi-price-history-kxatpchallengermatch-26apr27tunrig-minute.csv,Rigele TE,15.0,1.0,10.72,8.2,-14.0
kalshi-price-history-kxatpchallengermatch-26apr27wanbol-minute.csv,Aoran Wang,6.0,1.0,6.45,6.87,-5.0
kalshi-price-history-kxatpchallengermatch-26apr27wanbol-minute.csv,Alex Bolt,95.0,99.0,94.63,4.0,-4.95
kalshi-price-history-kxatpchallengermatch-26apr28albcam-minute.csv,Radu Albot,63.28,1.0,57.45,29.41,-62.28
kalshi-price-history-kxatpchallengermatch-26apr28albcam-minute.csv,Gerard Campana Lee,40.0,99.0,44.31,59.0,-31.17
kalshi-price-history-kxatpchallengermatch-26apr28artbic-minute.csv,40.00,40.0,7.89,42.26,29.48,-32.11
kalshi-price-history-kxatpchallengermatch-26apr28artbic-minute.csv,Unnamed: 2,61.0,89.71,58.61,28.71,-29.23
kalshi-price-history-kxatpchallengermatch-26apr28barfuk-minute.csv,Petr Bar Biryukov,61.0,99.0,73.35,38.0,-30.89
kalshi-price-history-kxatpchallengermatch-26apr28barfuk-minute.csv,Sora Fukuda,39.0,1.0,28.07,32.67,-38.0
kalshi-price-history-kxatpchallengermatch-26apr28baskop-minute.csv,Nikoloz Basilashvili,63.0,1.0,45.45,13.75,-62.0
kalshi-price-history-kxatpchallengermatch-26apr28baskop-minute.csv,Sandro Kopp,32.0,99.0,56.74,67.0,-7.0
kalshi-price-history-kxatpchallengermatch-26apr28brasam-minute.csv,Unnamed: 1,47.0,99.0,46.85,52.0,-31.0
kalshi-price-history-kxatpchallengermatch-26apr28brasam-minute.csv,55.00,55.0,1.0,55.52,28.0,-54.0
kalshi-price-history-kxatpchallengermatch-26apr28brubar-minute.csv,Mika Brunold,55.0,99.0,63.74,44.0,-43.04
kalshi-price-history-kxatpchallengermatch-26apr28brubar-minute.csv,Alex Barrena,50.0,2.31,36.57,40.67,-47.69
kalshi-price-history-kxatpchallengermatch-26apr28butnur-minute.csv,Unnamed: 1,92.0,99.0,95.42,7.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr28butnur-minute.csv,9.00,9.0,1.0,5.85,2.87,-8.0
kalshi-price-history-kxatpchallengermatch-26apr28coupou-minute.csv,Eliakim Coulibaly,96.0,99.0,87.31,3.0,-37.92
kalshi-price-history-kxatpchallengermatch-26apr28coupou-minute.csv,Oskar Brostrom Poulsen,96.0,1.0,20.46,0.0,-95.0
kalshi-price-history-kxatpchallengermatch-26apr28delbro-minute.csv,13.00,13.0,1.0,13.65,11.5,-12.0
kalshi-price-history-kxatpchallengermatch-26apr28delbro-minute.csv,Unnamed: 2,88.0,99.0,87.58,11.0,-9.68
kalshi-price-history-kxatpchallengermatch-26apr28donmej-minute.csv,Unnamed: 1,26.0,99.0,57.89,73.0,-1.0
kalshi-price-history-kxatpchallengermatch-26apr28donmej-minute.csv,64.00,69.0,1.0,43.93,6.0,-68.0
kalshi-price-history-kxatpchallengermatch-26apr28douhur-minute.csv,68.00,68.0,99.0,78.58,31.0,-9.02
kalshi-price-history-kxatpchallengermatch-26apr28douhur-minute.csv,32.00,35.0,1.0,22.33,4.0,-34.0
kalshi-price-history-kxatpchallengermatch-26apr28echgar-minute.csv,Moez Echargui,17.0,1.0,24.38,50.21,-16.0
kalshi-price-history-kxatpchallengermatch-26apr28echgar-minute.csv,Cristian Garin,82.0,99.0,76.26,17.0,-47.11
kalshi-price-history-kxatpchallengermatch-26apr28fatpin-minute.csv,51.00,50.0,99.0,65.58,49.0,-14.07
kalshi-price-history-kxatpchallengermatch-26apr28fatpin-minute.csv,Unnamed: 2,52.0,1.0,34.98,11.13,-51.0
kalshi-price-history-kxatpchallengermatch-26apr28fenmmo-minute.csv,Andrew Fenty,20.0,1.0,22.87,32.0,-19.0
kalshi-price-history-kxatpchallengermatch-26apr28fenmmo-minute.csv,Michael Mmoh,82.0,99.0,78.0,17.0,-36.47
kalshi-price-history-kxatpchallengermatch-26apr28fomsel-minute.csv,Sergey Fomin,67.0,99.0,76.3,32.0,-11.13
kalshi-price-history-kxatpchallengermatch-26apr28fomsel-minute.csv,Jelle Sels,33.0,1.2,24.82,13.04,-31.8
kalshi-price-history-kxatpchallengermatch-26apr28forbar-minute.csv,Jonas Forejtek,48.0,99.0,48.7,51.0,-37.09
kalshi-price-history-kxatpchallengermatch-26apr28forbar-minute.csv,Hynek Barton,53.0,1.0,52.16,35.94,-52.0
kalshi-price-history-kxatpchallengermatch-26apr28gaddur-minute.csv,71.00,71.0,99.0,79.71,28.0,-10.28
kalshi-price-history-kxatpchallengermatch-26apr28gaddur-minute.csv,Unnamed: 2,29.0,1.0,20.65,9.09,-28.0
kalshi-price-history-kxatpchallengermatch-26apr28geexil-minute.csv,Michael Geerts,61.0,99.0,74.48,38.0,-8.0
kalshi-price-history-kxatpchallengermatch-26apr28geexil-minute.csv,Ioannis Xilas,39.0,1.0,26.45,8.98,-38.0
kalshi-price-history-kxatpchallengermatch-26apr28ghikru-minute.csv,Unnamed: 1,59.0,99.0,68.63,40.0,-18.0
kalshi-price-history-kxatpchallengermatch-26apr28ghikru-minute.csv,48.00,48.0,1.0,33.01,11.0,-47.0
kalshi-price-history-kxatpchallengermatch-26apr28giubit-minute.csv,Massimo Giunta,84.0,98.98,72.25,14.98,-35.0
kalshi-price-history-kxatpchallengermatch-26apr28giubit-minute.csv,Constantin Bittoun Kouzmine,32.0,1.0,28.45,18.88,-31.0
kalshi-price-history-kxatpchallengermatch-26apr28guefar-minute.csv,Andrea Guerrieri,35.0,1.0,25.35,19.23,-34.0
kalshi-price-history-kxatpchallengermatch-26apr28guefar-minute.csv,Jaime Faria,66.0,99.0,75.4,33.0,-18.8
kalshi-price-history-kxatpchallengermatch-26apr28gulned-minute.csv,Unnamed: 1,39.0,1.0,27.39,0.0,-38.0
kalshi-price-history-kxatpchallengermatch-26apr28gulned-minute.csv,55.00,55.0,99.0,74.05,44.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr28hemcha-minute.csv,Unnamed: 1,67.0,98.79,86.8,32.0,-1.0
kalshi-price-history-kxatpchallengermatch-26apr28hemcha-minute.csv,44.00,44.0,1.0,14.93,0.0,-43.0
kalshi-price-history-kxatpchallengermatch-26apr28ilamcc-minute.csv,Unnamed: 1,41.0,99.0,45.75,58.0,-25.01
kalshi-price-history-kxatpchallengermatch-26apr28ilamcc-minute.csv,59.00,61.0,1.0,55.96,23.43,-60.0
kalshi-price-history-kxatpchallengermatch-26apr28jadlan-minute.csv,Daniel Jade,9.0,1.0,13.57,28.0,-8.0
kalshi-price-history-kxatpchallengermatch-26apr28jadlan-minute.csv,Martin Landaluce,91.95,99.0,87.06,7.05,-26.97
kalshi-price-history-kxatpchallengermatch-26apr28jerjoh-minute.csv,9.00,9.0,1.0,4.72,0.82,-8.0
kalshi-price-history-kxatpchallengermatch-26apr28jerjoh-minute.csv,Unnamed: 2,93.0,99.0,96.71,6.0,-2.0
kalshi-price-history-kxatpchallengermatch-26apr28jorcuk-minute.csv,David Jorda Sanchis,68.0,99.0,84.39,31.0,-1.0
kalshi-price-history-kxatpchallengermatch-26apr28jorcuk-minute.csv,Daniel Cukierman,31.0,1.0,15.82,4.99,-30.0
kalshi-price-history-kxatpchallengermatch-26apr28koljia-minute.csv,Zdenek Kolar,51.0,99.0,64.69,48.0,-19.62
kalshi-price-history-kxatpchallengermatch-26apr28koljia-minute.csv,Filip Cristian Jianu,48.0,1.05,35.69,21.08,-46.95
kalshi-price-history-kxatpchallengermatch-26apr28kukwon-minute.csv,Unnamed: 1,39.0,1.0,25.52,0.0,-38.0
kalshi-price-history-kxatpchallengermatch-26apr28kukwon-minute.csv,62.00,64.0,99.0,75.86,35.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr28kuzbla-minute.csv,51.00,51.0,99.0,48.44,48.0,-38.95
kalshi-price-history-kxatpchallengermatch-26apr28kuzbla-minute.csv,Unnamed: 2,51.0,1.0,52.59,38.0,-50.0
kalshi-price-history-kxatpchallengermatch-26apr28kypber-minute.csv,Patrick Kypson,30.0,1.72,27.49,51.53,-28.28
kalshi-price-history-kxatpchallengermatch-26apr28kypber-minute.csv,Matteo Berrettini,71.0,99.0,73.3,28.0,-53.16
kalshi-price-history-kxatpchallengermatch-26apr28maedam-minute.csv,Francesco Maestrelli,67.0,1.0,52.25,12.11,-66.0
kalshi-price-history-kxatpchallengermatch-26apr28maedam-minute.csv,Miguel Damas,33.01,99.0,48.61,65.99,-12.01
kalshi-price-history-kxatpchallengermatch-26apr28marsan-minute.csv,Ivan Marrero Curbelo,85.0,1.0,61.69,3.0,-84.0
kalshi-price-history-kxatpchallengermatch-26apr28marsan-minute.csv,Elijah Sanogo,16.0,99.0,39.32,83.0,-5.81
kalshi-price-history-kxatpchallengermatch-26apr28molsin-minute.csv,Rudolf Molleker,55.0,99.0,68.71,44.0,-8.91
kalshi-price-history-kxatpchallengermatch-26apr28molsin-minute.csv,Daniel Siniakov,44.0,1.03,31.35,8.94,-42.97
kalshi-price-history-kxatpchallengermatch-26apr28neutse-minute.csv,Lukas Neumayer,61.0,99.0,72.56,38.0,-6.0
kalshi-price-history-kxatpchallengermatch-26apr28neutse-minute.csv,Chun Hsin Tseng,40.0,1.0,28.22,5.0,-39.0
kalshi-price-history-kxatpchallengermatch-26apr28omayev-minute.csv,Amir Omarkhanov,44.0,1.0,25.39,0.0,-43.0
kalshi-price-history-kxatpchallengermatch-26apr28omayev-minute.csv,Denis Yevseyev,56.0,99.0,77.09,43.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr28oncwei-minute.csv,85.00,85.0,99.0,91.46,14.0,-3.0
kalshi-price-history-kxatpchallengermatch-26apr28oncwei-minute.csv,Unnamed: 2,14.0,1.0,9.49,4.75,-13.0
kalshi-price-history-kxatpchallengermatch-26apr28orlpol-minute.csv,Vladyslav Orlov,25.0,1.21,19.11,45.37,-23.79
kalshi-price-history-kxatpchallengermatch-26apr28orlpol-minute.csv,Mili Poljicak,83.0,99.0,82.15,16.0,-52.81
kalshi-price-history-kxatpchallengermatch-26apr28pavsac-minute.csv,Luka Pavlovic,42.0,1.0,38.99,44.97,-41.0
kalshi-price-history-kxatpchallengermatch-26apr28pavsac-minute.csv,Vitaliy Sachko,60.0,99.0,61.63,39.0,-46.0
kalshi-price-history-kxatpchallengermatch-26apr28rehcue-minute.csv,Max Hans Rehberg,68.0,99.0,68.67,31.0,-33.43
kalshi-price-history-kxatpchallengermatch-26apr28rehcue-minute.csv,Sean Cuenin,29.0,2.0,32.19,39.16,-28.0
kalshi-price-history-kxatpchallengermatch-26apr28safcre-minute.csv,Roman Safiullin,77.0,99.0,89.38,22.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr28safcre-minute.csv,Cezar (2001) Cretu,23.0,1.05,10.68,4.0,-21.95
kalshi-price-history-kxatpchallengermatch-26apr28saimrv-minute.csv,Nikolas Sanchez Izquierdo,50.0,99.0,57.03,49.0,-26.0
kalshi-price-history-kxatpchallengermatch-26apr28saimrv-minute.csv,Maxim Mrva,54.0,1.0,43.51,20.0,-53.0
kalshi-price-history-kxatpchallengermatch-26apr28sanfer-minute.csv,Carlos Sanchez Jover,39.5,1.0,29.02,37.71,-38.5
kalshi-price-history-kxatpchallengermatch-26apr28sanfer-minute.csv,Frederico Ferreira Silva,59.0,99.0,71.59,40.0,-37.25
kalshi-price-history-kxatpchallengermatch-26apr28schcho-minute.csv,Unnamed: 1,59.0,1.0,30.99,0.86,-58.0
kalshi-price-history-kxatpchallengermatch-26apr28schcho-minute.csv,44.00,44.0,99.0,69.82,55.0,-3.72
kalshi-price-history-kxatpchallengermatch-26apr28seygom-minute.csv,Thiago Seyboth Wild,61.0,99.0,74.54,38.0,-6.0
kalshi-price-history-kxatpchallengermatch-26apr28seygom-minute.csv,Norbert Gombos,40.0,1.0,26.13,6.0,-39.0
kalshi-price-history-kxatpchallengermatch-26apr28sheadd-minute.csv,Unnamed: 1,81.0,99.0,89.77,18.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr28sheadd-minute.csv,21.00,21.0,1.0,11.5,0.0,-20.0
kalshi-price-history-kxatpchallengermatch-26apr28shishi2-minute.csv,Sho Shimabukuro,64.0,99.0,72.68,35.0,-3.0
kalshi-price-history-kxatpchallengermatch-26apr28shishi2-minute.csv,Yuta Shimizu,38.0,1.0,28.69,1.05,-37.0
kalshi-price-history-kxatpchallengermatch-26apr28skadro-minute.csv,Timofey Skatov,31.0,1.0,18.02,0.0,-30.0
kalshi-price-history-kxatpchallengermatch-26apr28skadro-minute.csv,Titouan Droguet,71.0,99.0,82.65,28.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr28smimat-minute.csv,Keegan Smith,49.0,99.0,50.89,50.0,-26.05
