# event_ticker=KXATPCHALLENGERMATCH-26MAR11REIBOS
# final_score=6-1 3-6 6-4
# score_resolution=1-6 6-3 4-6
# match_winner=Pedro Boscardin Dias
# fav_player=Joao Lucas Reis Da Silva
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-03-11
timestamp,Joao Lucas Reis Da Silva,Pedro Boscardin Dias
2026-03-11T20:03:00Z,56.00,46.97
2026-03-11T20:05:00Z,57.00,46.97
2026-03-11T20:08:00Z,57.20,43.00
2026-03-11T20:09:00Z,60.00,41.68
2026-03-11T20:10:00Z,62.00,39.00
2026-03-11T20:11:00Z,63.00,39.00
2026-03-11T20:12:00Z,64.00,35.33
2026-03-11T20:13:00Z,69.00,34.00
2026-03-11T20:14:00Z,65.00,35.00
2026-03-11T20:15:00Z,66.00,34.00
2026-03-11T20:16:00Z,70.01,34.00
2026-03-11T20:17:00Z,66.37,32.85
2026-03-11T20:18:00Z,66.13,38.63
2026-03-11T20:19:00Z,60.00,38.63
2026-03-11T20:20:00Z,55.67,48.76
2026-03-11T20:21:00Z,48.02,48.00
2026-03-11T20:22:00Z,48.56,55.89
2026-03-11T20:23:00Z,47.95,54.01
2026-03-11T20:24:00Z,44.74,54.91
2026-03-11T20:25:00Z,40.50,61.00
2026-03-11T20:26:00Z,40.64,59.96
2026-03-11T20:27:00Z,35.00,63.00
2026-03-11T20:28:00Z,32.00,64.91
2026-03-11T20:29:00Z,28.70,70.38
2026-03-11T20:30:00Z,28.69,69.64
2026-03-11T20:31:00Z,29.83,69.64
2026-03-11T20:32:00Z,29.94,69.74
2026-03-11T20:33:00Z,27.22,69.74
2026-03-11T20:34:00Z,28.00,73.06
2026-03-11T20:35:00Z,26.00,75.67
2026-03-11T20:36:00Z,25.00,75.67
2026-03-11T20:37:00Z,22.18,77.51
2026-03-11T20:38:00Z,22.00,80.00
2026-03-11T20:39:00Z,22.00,78.00
2026-03-11T20:40:00Z,22.00,79.04
2026-03-11T20:42:00Z,26.31,75.58
2026-03-11T20:43:00Z,27.55,75.00
2026-03-11T20:44:00Z,32.40,68.22
2026-03-11T20:45:00Z,36.41,68.22
2026-03-11T20:46:00Z,33.78,67.55
2026-03-11T20:47:00Z,33.08,67.55
2026-03-11T20:48:00Z,36.44,65.52
2026-03-11T20:49:00Z,39.26,62.15
2026-03-11T20:50:00Z,41.00,60.73
2026-03-11T20:51:00Z,40.27,61.87
2026-03-11T20:52:00Z,40.82,61.87
2026-03-11T20:53:00Z,42.51,59.16
2026-03-11T20:54:00Z,42.16,59.01
2026-03-11T20:55:00Z,38.46,61.75
2026-03-11T20:56:00Z,38.00,64.00
2026-03-11T20:57:00Z,39.00,64.00
2026-03-11T20:58:00Z,40.10,62.00
2026-03-11T20:59:00Z,40.66,61.43
2026-03-11T21:00:00Z,37.73,62.86
2026-03-11T21:01:00Z,41.70,62.86
2026-03-11T21:02:00Z,42.55,57.01
2026-03-11T21:03:00Z,42.59,59.07
2026-03-11T21:04:00Z,44.47,59.42
2026-03-11T21:05:00Z,47.46,52.51
2026-03-11T21:06:00Z,41.53,55.95
2026-03-11T21:07:00Z,41.00,61.00
2026-03-11T21:08:00Z,41.31,59.80
2026-03-11T21:09:00Z,43.71,61.00
2026-03-11T21:10:00Z,46.86,52.19
2026-03-11T21:11:00Z,46.43,53.00
2026-03-11T21:12:00Z,44.84,52.50
2026-03-11T21:13:00Z,45.02,56.00
2026-03-11T21:14:00Z,45.34,56.83
2026-03-11T21:15:00Z,47.11,52.24
2026-03-11T21:16:00Z,48.92,51.50
2026-03-11T21:17:00Z,50.07,51.57
2026-03-11T21:18:00Z,52.54,50.00
2026-03-11T21:19:00Z,52.83,47.93
2026-03-11T21:20:00Z,53.26,49.00
2026-03-11T21:21:00Z,57.89,42.00
2026-03-11T21:22:00Z,58.18,43.00
2026-03-11T21:23:00Z,57.66,43.00
2026-03-11T21:24:00Z,58.00,41.00
2026-03-11T21:25:00Z,58.00,43.01
2026-03-11T21:26:00Z,58.11,39.29
2026-03-11T21:27:00Z,63.95,39.32
2026-03-11T21:28:00Z,65.43,35.88
2026-03-11T21:29:00Z,66.16,33.27
2026-03-11T21:30:00Z,69.98,27.21
2026-03-11T21:31:00Z,69.93,32.36
2026-03-11T21:32:00Z,75.53,21.80
2026-03-11T21:33:00Z,75.57,29.17
2026-03-11T21:34:00Z,61.46,39.77
2026-03-11T21:35:00Z,64.61,37.50
2026-03-11T21:36:00Z,64.59,35.52
2026-03-11T21:37:00Z,64.61,38.63
2026-03-11T21:38:00Z,66.92,33.93
2026-03-11T21:39:00Z,66.05,37.41
2026-03-11T21:40:00Z,57.26,41.69
2026-03-11T21:41:00Z,58.64,45.86
2026-03-11T21:42:00Z,63.73,39.68
2026-03-11T21:43:00Z,61.44,38.09
2026-03-11T21:44:00Z,61.98,40.86
2026-03-11T21:45:00Z,64.76,37.00
2026-03-11T21:46:00Z,60.83,38.30
2026-03-11T21:47:00Z,58.08,43.47
2026-03-11T21:48:00Z,59.07,45.44
2026-03-11T21:49:00Z,58.79,43.21
2026-03-11T21:50:00Z,54.73,48.11
2026-03-11T21:51:00Z,44.35,58.67
2026-03-11T21:52:00Z,42.47,56.12
2026-03-11T21:53:00Z,34.04,66.83
2026-03-11T21:54:00Z,25.56,69.61
2026-03-11T21:55:00Z,23.70,77.84
2026-03-11T21:56:00Z,26.54,73.85
2026-03-11T21:57:00Z,31.19,70.61
2026-03-11T21:58:00Z,31.39,70.32
2026-03-11T21:59:00Z,36.23,69.01
2026-03-11T22:00:00Z,19.80,76.25
2026-03-11T22:01:00Z,23.34,75.77
2026-03-11T22:02:00Z,37.31,66.31
2026-03-11T22:03:00Z,48.43,46.33
2026-03-11T22:04:00Z,58.61,45.06
2026-03-11T22:05:00Z,58.61,44.84
2026-03-11T22:06:00Z,61.98,46.44
2026-03-11T22:07:00Z,56.86,46.66
2026-03-11T22:08:00Z,59.75,43.21
2026-03-11T22:09:00Z,48.27,53.32
2026-03-11T22:10:00Z,57.21,43.73
2026-03-11T22:11:00Z,54.27,47.32
2026-03-11T22:12:00Z,62.66,46.11
2026-03-11T22:13:00Z,54.89,44.37
2026-03-11T22:14:00Z,61.87,38.37
2026-03-11T22:15:00Z,50.84,50.44
2026-03-11T22:16:00Z,52.71,46.90
2026-03-11T22:17:00Z,45.63,55.34
2026-03-11T22:18:00Z,19.70,81.12
2026-03-11T22:19:00Z,20.61,82.66
2026-03-11T22:20:00Z,15.43,83.77
2026-03-11T22:21:00Z,8.91,97.34
2026-03-11T22:22:00Z,8.91,99.00
