# event_ticker=KXATPMATCH-26FEB13PINCIL
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Marin Cilic
# fav_player=Jack Pinnington Jones
# dog_player=Marin Cilic
# kalshi_date=2026-02-13
timestamp,Jack Pinnington Jones,Marin Cilic
2026-02-13T19:11:00Z,1.24,98.98
2026-02-13T19:12:00Z,1.66,99.00
2026-02-13T19:13:00Z,1.58,98.27
2026-02-13T19:14:00Z,2.99,98.12
2026-02-13T19:15:00Z,2.14,98.09
2026-02-13T19:16:00Z,2.89,98.85
2026-02-13T19:17:00Z,3.37,98.93
2026-02-13T19:18:00Z,3.05,98.04
2026-02-13T19:19:00Z,2.92,98.00
2026-02-13T19:20:00Z,2.06,98.92
2026-02-13T19:21:00Z,2.48,99.00
2026-02-13T19:22:00Z,1.97,98.00
2026-02-13T19:23:00Z,2.32,98.00
2026-02-13T19:24:00Z,2.42,98.88
2026-02-13T19:25:00Z,2.34,98.69
2026-02-13T19:26:00Z,3.75,96.93
2026-02-13T19:27:00Z,8.21,94.03
2026-02-13T19:28:00Z,2.55,95.54
2026-02-13T19:29:00Z,1.14,99.00
2026-02-13T19:30:00Z,1.14,99.00
2026-02-13T19:31:00Z,1.14,99.00
2026-02-13T19:32:00Z,1.14,99.00
