# event_ticker=KXATPMATCH-25OCT03HUMTHO
# final_score=6-3 7-6(4)
# score_resolution=3-6 6-7
# match_winner=Ugo Humbert
# fav_player=Jordan Thompson
# dog_player=Ugo Humbert
# kalshi_date=2025-10-03
timestamp,Jordan Thompson,Ugo Humbert
2025-10-03T06:59:00Z,15.08,82.96
2025-10-03T07:00:00Z,17.00,82.00
2025-10-03T07:01:00Z,21.00,82.00
2025-10-03T07:02:00Z,25.00,81.00
2025-10-03T07:03:00Z,20.50,82.00
2025-10-03T07:04:00Z,20.50,76.00
2025-10-03T07:05:00Z,30.20,78.58
2025-10-03T07:06:00Z,30.20,77.11
2025-10-03T07:07:00Z,24.14,80.00
2025-10-03T07:08:00Z,23.00,80.67
2025-10-03T07:09:00Z,21.00,81.00
2025-10-03T07:10:00Z,12.00,81.00
2025-10-03T07:11:00Z,11.00,83.00
2025-10-03T07:12:00Z,11.00,84.33
2025-10-03T07:13:00Z,11.00,83.00
2025-10-03T07:14:00Z,11.00,82.00
2025-10-03T07:16:00Z,21.56,83.00
2025-10-03T07:17:00Z,32.71,83.00
2025-10-03T07:18:00Z,32.71,83.18
2025-10-03T07:19:00Z,18.00,83.18
2025-10-03T07:20:00Z,18.00,84.00
2025-10-03T07:23:00Z,22.29,84.00
2025-10-03T07:24:00Z,22.29,87.41
2025-10-03T07:25:00Z,22.29,93.00
2025-10-03T07:27:00Z,13.07,95.21
2025-10-03T07:28:00Z,13.07,96.00
2025-10-03T07:29:00Z,10.93,94.00
2025-10-03T07:30:00Z,7.00,94.96
2025-10-03T07:31:00Z,6.15,94.96
2025-10-03T07:33:00Z,8.00,94.00
2025-10-03T07:34:00Z,10.91,91.45
2025-10-03T07:35:00Z,22.96,85.75
2025-10-03T07:36:00Z,27.00,80.35
2025-10-03T07:37:00Z,27.95,77.45
2025-10-03T07:38:00Z,26.00,75.14
2025-10-03T07:39:00Z,31.17,75.48
2025-10-03T07:40:00Z,31.18,76.49
2025-10-03T07:41:00Z,26.06,76.00
2025-10-03T07:43:00Z,22.00,77.95
2025-10-03T07:44:00Z,21.00,78.91
2025-10-03T07:45:00Z,16.00,84.17
2025-10-03T07:46:00Z,9.05,91.33
2025-10-03T07:47:00Z,9.05,92.45
2025-10-03T07:48:00Z,21.23,86.59
2025-10-03T07:49:00Z,29.47,78.35
2025-10-03T07:50:00Z,29.47,67.94
2025-10-03T07:51:00Z,31.37,75.00
2025-10-03T07:52:00Z,23.00,76.22
2025-10-03T07:53:00Z,22.00,82.07
2025-10-03T07:54:00Z,22.18,86.07
2025-10-03T07:55:00Z,19.48,84.68
2025-10-03T07:56:00Z,27.20,84.00
2025-10-03T07:57:00Z,24.88,84.00
2025-10-03T07:58:00Z,20.00,85.00
2025-10-03T07:59:00Z,25.56,72.00
2025-10-03T08:00:00Z,28.26,75.31
2025-10-03T08:01:00Z,32.89,73.88
2025-10-03T08:02:00Z,29.03,77.65
2025-10-03T08:03:00Z,16.24,78.48
2025-10-03T08:04:00Z,26.65,78.34
2025-10-03T08:05:00Z,27.79,78.15
2025-10-03T08:06:00Z,29.02,76.00
2025-10-03T08:07:00Z,27.04,72.77
2025-10-03T08:08:00Z,28.98,72.77
2025-10-03T08:09:00Z,29.00,75.83
2025-10-03T08:10:00Z,31.15,75.83
2025-10-03T08:11:00Z,38.49,75.83
2025-10-03T08:12:00Z,33.09,70.24
2025-10-03T08:13:00Z,33.09,72.76
2025-10-03T08:14:00Z,33.83,72.76
2025-10-03T08:15:00Z,28.29,77.23
2025-10-03T08:17:00Z,28.29,70.72
2025-10-03T08:19:00Z,37.08,70.72
2025-10-03T08:20:00Z,37.08,80.21
2025-10-03T08:21:00Z,9.69,81.13
2025-10-03T08:22:00Z,10.31,88.78
2025-10-03T08:23:00Z,7.26,94.59
2025-10-03T08:24:00Z,2.06,97.35
2025-10-03T08:25:00Z,2.06,99.00
2025-10-03T08:26:00Z,2.06,99.00
2025-10-03T08:27:00Z,2.06,99.00
2025-10-03T08:28:00Z,2.06,99.00
2025-10-03T08:30:00Z,2.06,99.00
2025-10-03T08:31:00Z,2.06,99.00
