# event_ticker=KXATPMATCH-26JAN05HIJWAL
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Rinky Hijikata
# fav_player=Adam Walton
# dog_player=Rinky Hijikata
# kalshi_date=2026-01-05
timestamp,Adam Walton,Rinky Hijikata
2026-01-06T08:50:00Z,18.11,79.94
2026-01-06T08:51:00Z,17.00,79.94
2026-01-06T08:52:00Z,12.04,88.00
2026-01-06T08:53:00Z,11.26,88.00
2026-01-06T08:54:00Z,11.96,91.00
2026-01-06T08:55:00Z,6.37,92.00
2026-01-06T08:56:00Z,8.08,89.00
2026-01-06T08:57:00Z,9.65,89.37
2026-01-06T08:58:00Z,10.81,89.76
2026-01-06T08:59:00Z,12.53,90.87
2026-01-06T09:00:00Z,7.07,94.26
2026-01-06T09:01:00Z,7.58,94.93
2026-01-06T09:02:00Z,8.00,92.50
2026-01-06T09:03:00Z,6.42,92.50
2026-01-06T09:04:00Z,4.17,96.14
2026-01-06T09:05:00Z,2.08,98.82
2026-01-06T09:06:00Z,2.74,98.04
2026-01-06T09:07:00Z,2.69,98.04
2026-01-06T09:08:00Z,1.25,98.04
2026-01-06T09:09:00Z,2.18,97.00
2026-01-06T09:10:00Z,2.53,99.00
2026-01-06T09:11:00Z,2.00,97.00
2026-01-06T09:12:00Z,1.06,98.88
2026-01-06T09:13:00Z,1.57,98.00
2026-01-06T09:14:00Z,1.99,98.56
2026-01-06T09:15:00Z,2.00,98.56
2026-01-06T09:16:00Z,2.00,98.56
2026-01-06T09:17:00Z,2.41,98.56
2026-01-06T09:18:00Z,2.00,98.56
2026-01-06T09:19:00Z,2.00,98.56
2026-01-06T09:21:00Z,2.00,99.00
2026-01-06T09:22:00Z,1.00,99.00
