# event_ticker=KXATPMATCH-25JUL24RINHAN
# final_score=6-4 3-6 6-1
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Yannick Hanfmann
# kalshi_date=2025-07-24
timestamp,Arthur Rinderknech,Yannick Hanfmann
2025-07-24T05:09:00Z,44.00,58.00
2025-07-24T05:11:00Z,44.00,58.00
2025-07-24T05:12:00Z,44.00,58.00
2025-07-24T05:15:00Z,44.92,58.00
2025-07-24T05:16:00Z,45.64,58.00
2025-07-24T05:19:00Z,44.00,58.00
2025-07-24T05:22:00Z,44.00,58.00
2025-07-24T05:23:00Z,44.00,58.00
2025-07-24T05:24:00Z,46.99,58.00
2025-07-24T05:25:00Z,48.00,58.00
2025-07-24T05:26:00Z,48.00,57.27
2025-07-24T05:27:00Z,48.00,58.00
2025-07-24T05:31:00Z,47.01,59.68
2025-07-24T05:32:00Z,47.00,59.68
2025-07-24T05:33:00Z,47.00,59.68
2025-07-24T05:34:00Z,47.00,59.68
2025-07-24T05:37:00Z,47.00,59.68
2025-07-24T05:38:00Z,47.00,58.00
2025-07-24T05:41:00Z,47.00,58.00
2025-07-24T05:46:00Z,47.00,58.00
2025-07-24T05:47:00Z,47.00,58.00
2025-07-24T05:52:00Z,47.00,58.00
2025-07-24T05:54:00Z,47.00,58.00
2025-07-24T05:56:00Z,47.00,58.00
2025-07-24T05:57:00Z,47.00,58.00
2025-07-24T06:01:00Z,47.00,58.00
2025-07-24T06:04:00Z,47.00,58.00
2025-07-24T06:09:00Z,47.00,58.00
2025-07-24T06:10:00Z,47.00,58.00
2025-07-24T06:11:00Z,47.00,59.28
2025-07-24T06:13:00Z,47.00,59.28
2025-07-24T06:17:00Z,47.00,59.28
2025-07-24T06:18:00Z,47.00,59.28
2025-07-24T06:21:00Z,47.00,58.00
2025-07-24T06:22:00Z,47.00,58.00
2025-07-24T06:24:00Z,46.35,58.00
2025-07-24T06:27:00Z,47.97,58.00
2025-07-24T06:28:00Z,47.97,58.00
2025-07-24T06:31:00Z,48.00,58.00
2025-07-24T06:32:00Z,48.00,58.00
2025-07-24T06:33:00Z,48.00,58.01
2025-07-24T06:36:00Z,48.00,58.00
2025-07-24T06:47:00Z,45.00,58.00
2025-07-24T06:50:00Z,45.00,58.00
2025-07-24T06:51:00Z,45.00,58.43
2025-07-24T06:52:00Z,45.00,58.43
2025-07-24T06:56:00Z,45.00,58.78
2025-07-24T06:58:00Z,45.00,58.78
2025-07-24T12:01:00Z,91.13,58.78
