# event_ticker=KXATPMATCH-25OCT17DUCCOB
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=James Duckworth
# fav_player=Flavio Cobolli
# dog_player=James Duckworth
# kalshi_date=2025-10-17
timestamp,Flavio Cobolli,James Duckworth
2025-10-17T06:14:00Z,67.00,36.00
2025-10-17T06:15:00Z,65.00,38.00
2025-10-17T06:16:00Z,61.00,39.99
2025-10-17T06:17:00Z,61.98,40.00
2025-10-17T06:18:00Z,61.00,40.00
2025-10-17T06:19:00Z,61.00,40.25
2025-10-17T06:20:00Z,59.55,41.91
2025-10-17T06:21:00Z,57.75,46.89
2025-10-17T06:22:00Z,47.37,55.53
2025-10-17T06:23:00Z,47.61,55.24
2025-10-17T06:24:00Z,41.30,62.44
2025-10-17T06:25:00Z,37.31,62.22
2025-10-17T06:26:00Z,36.12,64.06
2025-10-17T06:27:00Z,37.00,65.91
2025-10-17T06:28:00Z,35.54,64.31
2025-10-17T06:29:00Z,31.98,67.23
2025-10-17T06:30:00Z,34.36,65.83
2025-10-17T06:31:00Z,33.92,66.15
2025-10-17T06:32:00Z,32.05,70.00
2025-10-17T06:33:00Z,32.05,69.35
2025-10-17T06:34:00Z,32.05,68.10
2025-10-17T06:35:00Z,29.06,70.30
2025-10-17T06:36:00Z,28.51,74.35
2025-10-17T06:37:00Z,30.00,72.14
2025-10-17T06:38:00Z,30.45,72.14
2025-10-17T06:39:00Z,30.95,70.69
2025-10-17T06:40:00Z,31.70,69.71
2025-10-17T06:41:00Z,37.23,63.95
2025-10-17T06:42:00Z,38.41,62.40
2025-10-17T06:43:00Z,38.86,60.20
2025-10-17T06:44:00Z,47.36,54.31
2025-10-17T06:45:00Z,38.54,57.52
2025-10-17T06:46:00Z,43.44,58.39
2025-10-17T06:47:00Z,37.98,63.30
2025-10-17T06:48:00Z,40.44,63.00
2025-10-17T06:49:00Z,34.82,65.20
2025-10-17T06:50:00Z,34.04,66.38
2025-10-17T06:51:00Z,36.07,65.14
2025-10-17T06:52:00Z,36.49,66.07
2025-10-17T06:53:00Z,36.31,67.02
2025-10-17T06:54:00Z,34.59,67.20
2025-10-17T06:55:00Z,32.31,74.36
2025-10-17T06:56:00Z,35.66,67.00
2025-10-17T06:57:00Z,29.00,71.45
2025-10-17T06:58:00Z,28.20,74.95
2025-10-17T06:59:00Z,30.61,71.16
2025-10-17T07:00:00Z,28.32,70.97
2025-10-17T07:01:00Z,29.03,72.60
2025-10-17T07:02:00Z,34.00,67.44
2025-10-17T07:03:00Z,36.60,65.00
2025-10-17T07:04:00Z,32.74,69.89
2025-10-17T07:05:00Z,30.87,70.05
2025-10-17T07:06:00Z,28.53,73.25
2025-10-17T07:07:00Z,22.84,77.47
2025-10-17T07:08:00Z,28.96,74.11
2025-10-17T07:09:00Z,27.74,73.89
2025-10-17T07:10:00Z,21.02,80.00
2025-10-17T07:11:00Z,11.44,87.96
2025-10-17T07:12:00Z,11.40,89.48
2025-10-17T07:13:00Z,9.99,89.28
2025-10-17T07:14:00Z,7.73,92.40
2025-10-17T07:15:00Z,10.87,90.35
2025-10-17T07:16:00Z,9.57,91.15
2025-10-17T07:17:00Z,13.63,89.39
2025-10-17T07:18:00Z,12.07,91.27
2025-10-17T07:19:00Z,11.60,95.11
2025-10-17T07:20:00Z,9.86,87.00
2025-10-17T07:21:00Z,11.66,87.00
2025-10-17T07:22:00Z,8.00,94.00
2025-10-17T07:23:00Z,10.43,90.50
2025-10-17T07:24:00Z,14.00,87.62
2025-10-17T07:25:00Z,19.92,85.57
2025-10-17T07:26:00Z,21.47,78.20
2025-10-17T07:27:00Z,12.94,86.24
2025-10-17T07:28:00Z,10.27,91.09
2025-10-17T07:29:00Z,10.26,91.44
2025-10-17T07:30:00Z,12.28,87.13
2025-10-17T07:31:00Z,12.04,86.81
2025-10-17T07:32:00Z,16.55,88.00
2025-10-17T07:33:00Z,18.06,85.18
2025-10-17T07:34:00Z,17.05,88.88
2025-10-17T07:35:00Z,16.62,86.10
2025-10-17T07:36:00Z,13.08,88.84
2025-10-17T07:37:00Z,3.92,95.76
2025-10-17T07:38:00Z,2.65,99.00
2025-10-17T07:39:00Z,1.54,98.98
2025-10-17T07:40:00Z,1.45,98.69
2025-10-17T07:41:00Z,1.00,99.00
2025-10-17T07:42:00Z,1.00,99.00
2025-10-17T07:43:00Z,1.00,99.00
2025-10-17T07:44:00Z,1.00,99.00
2025-10-17T07:45:00Z,1.00,99.00
