# event_ticker=KXATPCHALLENGERMATCH-26APR29ALKJUB
# final_score=6-1 6-4
# match_winner=Mert Alkaya
# fav_player=Mert Alkaya
# dog_player=Paul Jubb
# kalshi_date=2026-04-29
timestamp,Mert Alkaya,Paul Jubb
2026-04-29T17:46:00Z,49.95,51.22
2026-04-29T17:47:00Z,53.14,46.80
2026-04-29T17:48:00Z,56.32,45.84
2026-04-29T17:49:00Z,65.18,37.30
2026-04-29T17:50:00Z,68.00,34.48
2026-04-29T17:51:00Z,69.00,31.31
2026-04-29T17:52:00Z,68.00,32.00
2026-04-29T17:53:00Z,69.65,29.69
2026-04-29T17:54:00Z,69.93,32.02
2026-04-29T17:55:00Z,66.96,33.38
2026-04-29T17:56:00Z,69.88,32.76
2026-04-29T17:57:00Z,72.26,29.40
2026-04-29T17:58:00Z,75.21,24.42
2026-04-29T17:59:00Z,76.55,24.59
2026-04-29T18:00:00Z,77.26,23.92
2026-04-29T18:01:00Z,77.88,23.88
2026-04-29T18:02:00Z,78.00,22.91
2026-04-29T18:03:00Z,77.68,23.00
2026-04-29T18:04:00Z,77.27,23.96
2026-04-29T18:05:00Z,78.91,23.48
2026-04-29T18:06:00Z,79.17,22.83
2026-04-29T18:07:00Z,78.95,22.05
2026-04-29T18:08:00Z,78.48,22.57
2026-04-29T18:09:00Z,77.92,23.19
2026-04-29T18:10:00Z,75.04,24.69
2026-04-29T18:11:00Z,76.17,25.30
2026-04-29T18:12:00Z,77.00,23.77
2026-04-29T18:13:00Z,77.00,23.82
2026-04-29T18:14:00Z,76.27,24.10
2026-04-29T18:15:00Z,76.20,24.48
2026-04-29T18:16:00Z,75.92,25.35
2026-04-29T18:17:00Z,76.68,26.08
2026-04-29T18:18:00Z,76.82,26.52
2026-04-29T18:19:00Z,77.37,27.07
2026-04-29T18:20:00Z,76.86,24.77
2026-04-29T18:21:00Z,75.21,26.55
2026-04-29T18:22:00Z,77.32,25.40
2026-04-29T18:23:00Z,79.09,20.67
2026-04-29T18:24:00Z,80.16,20.60
2026-04-29T18:25:00Z,76.33,23.97
2026-04-29T18:26:00Z,72.91,28.96
2026-04-29T18:27:00Z,68.93,30.81
2026-04-29T18:28:00Z,60.42,39.84
2026-04-29T18:29:00Z,58.79,39.08
2026-04-29T18:30:00Z,52.81,47.54
2026-04-29T18:31:00Z,50.95,50.29
2026-04-29T18:32:00Z,49.28,51.11
2026-04-29T18:33:00Z,47.51,56.34
2026-04-29T18:34:00Z,46.00,59.04
2026-04-29T18:35:00Z,47.27,61.83
2026-04-29T18:36:00Z,38.83,60.44
2026-04-29T18:37:00Z,36.44,65.23
2026-04-29T18:38:00Z,45.40,54.95
2026-04-29T18:39:00Z,44.07,56.80
2026-04-29T18:40:00Z,43.50,56.78
2026-04-29T18:41:00Z,49.10,52.45
2026-04-29T18:42:00Z,50.53,51.34
2026-04-29T18:43:00Z,44.72,55.64
2026-04-29T18:44:00Z,49.80,50.14
2026-04-29T18:45:00Z,48.03,50.64
2026-04-29T18:46:00Z,57.98,42.05
2026-04-29T18:47:00Z,62.20,38.54
2026-04-29T18:48:00Z,61.99,38.66
2026-04-29T18:49:00Z,62.00,40.69
2026-04-29T18:50:00Z,50.97,50.76
2026-04-29T18:51:00Z,48.70,51.42
2026-04-29T18:52:00Z,43.92,56.68
2026-04-29T18:53:00Z,45.80,54.96
2026-04-29T18:54:00Z,55.24,46.31
2026-04-29T18:55:00Z,61.02,39.13
2026-04-29T18:56:00Z,60.98,39.76
2026-04-29T18:57:00Z,63.29,37.32
2026-04-29T18:58:00Z,64.08,38.98
2026-04-29T18:59:00Z,65.47,34.14
2026-04-29T19:00:00Z,66.31,32.96
2026-04-29T19:01:00Z,66.90,34.06
2026-04-29T19:02:00Z,75.09,26.92
2026-04-29T19:03:00Z,91.15,8.56
2026-04-29T19:04:00Z,92.40,8.03
2026-04-29T19:05:00Z,87.34,12.68
2026-04-29T19:06:00Z,85.12,16.86
2026-04-29T19:07:00Z,93.17,8.23
2026-04-29T19:08:00Z,94.11,6.95
2026-04-29T19:09:00Z,91.85,9.64
2026-04-29T19:10:00Z,83.55,18.41
2026-04-29T19:11:00Z,85.87,16.04
2026-04-29T19:12:00Z,97.54,3.42
2026-04-29T19:13:00Z,99.00,3.42
