# event_ticker=KXATPMATCH-25OCT05FRIMPE
# final_score=6-4 7-5
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Taylor Fritz
# kalshi_date=2025-10-05
timestamp,Giovanni Mpetshi Perricard,Taylor Fritz
2025-10-05T06:16:00Z,21.00,80.00
2025-10-05T06:17:00Z,22.00,80.00
2025-10-05T06:18:00Z,21.74,79.00
2025-10-05T06:19:00Z,22.00,79.00
2025-10-05T06:20:00Z,22.00,79.00
2025-10-05T06:21:00Z,22.00,80.00
2025-10-05T06:22:00Z,22.00,80.00
2025-10-05T06:23:00Z,22.00,80.00
2025-10-05T06:24:00Z,22.00,80.00
2025-10-05T06:25:00Z,22.00,80.00
2025-10-05T06:26:00Z,21.87,80.00
2025-10-05T06:27:00Z,21.87,79.37
2025-10-05T06:28:00Z,22.00,79.51
2025-10-05T06:29:00Z,22.00,80.59
2025-10-05T06:30:00Z,22.00,80.44
2025-10-05T06:31:00Z,22.00,81.00
2025-10-05T06:34:00Z,22.00,79.64
2025-10-05T06:35:00Z,22.00,80.00
2025-10-05T06:36:00Z,22.00,79.92
2025-10-05T06:37:00Z,21.92,81.00
2025-10-05T06:38:00Z,19.31,83.71
2025-10-05T06:39:00Z,18.98,83.00
2025-10-05T06:40:00Z,16.94,85.97
2025-10-05T06:41:00Z,16.09,84.81
2025-10-05T06:42:00Z,18.74,82.76
2025-10-05T06:43:00Z,20.00,82.44
2025-10-05T06:44:00Z,20.00,82.52
2025-10-05T06:45:00Z,17.98,84.47
2025-10-05T06:47:00Z,18.22,84.00
2025-10-05T06:48:00Z,19.75,81.20
2025-10-05T06:49:00Z,21.77,81.20
2025-10-05T06:50:00Z,23.90,77.81
2025-10-05T06:51:00Z,28.21,73.12
2025-10-05T06:52:00Z,21.93,77.31
2025-10-05T06:53:00Z,22.42,75.88
2025-10-05T06:54:00Z,20.00,81.00
2025-10-05T06:55:00Z,20.00,82.00
2025-10-05T06:56:00Z,21.18,81.06
2025-10-05T06:57:00Z,23.00,81.06
2025-10-05T06:58:00Z,24.06,78.00
2025-10-05T06:59:00Z,22.00,77.00
2025-10-05T07:00:00Z,25.73,77.00
2025-10-05T07:01:00Z,32.47,70.24
2025-10-05T07:02:00Z,46.80,56.57
2025-10-05T07:03:00Z,45.21,56.55
2025-10-05T07:04:00Z,48.44,58.84
2025-10-05T07:05:00Z,51.18,55.96
2025-10-05T07:06:00Z,57.33,45.32
2025-10-05T07:07:00Z,61.51,41.46
2025-10-05T07:08:00Z,63.21,43.60
2025-10-05T07:09:00Z,54.68,46.91
2025-10-05T07:10:00Z,56.99,41.79
2025-10-05T07:11:00Z,55.06,52.07
2025-10-05T07:12:00Z,46.01,51.34
2025-10-05T07:13:00Z,50.78,57.49
2025-10-05T07:14:00Z,53.23,50.49
2025-10-05T07:15:00Z,54.91,40.96
2025-10-05T07:16:00Z,57.54,45.15
2025-10-05T07:17:00Z,56.00,45.28
2025-10-05T07:18:00Z,55.62,47.34
2025-10-05T07:19:00Z,53.38,51.17
2025-10-05T07:20:00Z,53.94,57.29
2025-10-05T07:21:00Z,41.36,50.67
2025-10-05T07:22:00Z,53.46,50.00
2025-10-05T07:23:00Z,54.00,50.56
2025-10-05T07:24:00Z,55.47,53.80
2025-10-05T07:25:00Z,54.04,55.95
2025-10-05T07:26:00Z,47.55,60.55
2025-10-05T07:27:00Z,45.72,59.65
2025-10-05T07:28:00Z,48.49,56.74
2025-10-05T07:29:00Z,54.00,48.90
2025-10-05T07:30:00Z,54.22,48.70
2025-10-05T07:31:00Z,54.00,50.05
2025-10-05T07:32:00Z,54.00,49.01
2025-10-05T07:33:00Z,53.04,53.54
2025-10-05T07:34:00Z,50.44,56.03
2025-10-05T07:35:00Z,47.10,54.26
2025-10-05T07:36:00Z,48.40,51.81
2025-10-05T07:37:00Z,53.22,48.82
2025-10-05T07:38:00Z,53.17,48.00
2025-10-05T07:39:00Z,47.92,48.00
2025-10-05T07:40:00Z,51.46,49.40
2025-10-05T07:41:00Z,52.00,49.00
2025-10-05T07:42:00Z,51.59,49.32
2025-10-05T07:43:00Z,48.13,48.97
2025-10-05T07:44:00Z,46.92,51.41
2025-10-05T07:45:00Z,46.92,48.54
2025-10-05T07:46:00Z,49.43,50.49
2025-10-05T07:47:00Z,49.41,49.00
2025-10-05T07:48:00Z,52.00,46.01
2025-10-05T07:49:00Z,55.92,44.47
2025-10-05T07:50:00Z,62.49,37.39
2025-10-05T07:51:00Z,62.61,40.64
2025-10-05T07:52:00Z,58.48,37.28
2025-10-05T07:53:00Z,55.01,51.43
2025-10-05T07:55:00Z,63.06,29.42
2025-10-05T07:56:00Z,63.70,36.87
2025-10-05T07:57:00Z,80.11,16.97
2025-10-05T07:58:00Z,95.72,6.33
2025-10-05T07:59:00Z,93.82,5.45
2025-10-05T08:00:00Z,90.28,8.13
2025-10-05T08:01:00Z,95.99,2.88
2025-10-05T08:02:00Z,98.55,1.44
2025-10-05T08:03:00Z,99.00,1.00
2025-10-05T08:04:00Z,99.00,1.00
2025-10-05T08:05:00Z,99.00,1.00
2025-10-05T08:06:00Z,99.00,1.00
