# event_ticker=KXATPCHALLENGERMATCH-26MAR12WONDZU
# final_score=3-6 6-4 6-2
# match_winner=Coleman Wong
# fav_player=Coleman Wong
# dog_player=Damir Dzumhur
# kalshi_date=2026-03-12
timestamp,Coleman Wong,Damir Dzumhur
2026-03-12T19:31:00Z,69.10,36.22
2026-03-12T19:32:00Z,69.10,35.17
2026-03-12T19:34:00Z,60.91,40.04
2026-03-12T19:35:00Z,60.91,42.33
2026-03-12T19:36:00Z,52.37,47.23
2026-03-12T19:37:00Z,50.56,61.18
2026-03-12T19:38:00Z,39.57,60.55
2026-03-12T19:39:00Z,39.57,61.00
2026-03-12T19:40:00Z,42.00,58.83
2026-03-12T19:41:00Z,41.91,60.98
2026-03-12T19:42:00Z,38.00,66.95
2026-03-12T19:43:00Z,38.00,66.54
2026-03-12T19:44:00Z,30.00,66.54
2026-03-12T19:45:00Z,30.59,70.30
2026-03-12T19:46:00Z,26.66,75.40
2026-03-12T19:47:00Z,24.24,74.73
2026-03-12T19:48:00Z,25.00,74.73
2026-03-12T19:49:00Z,23.22,74.74
2026-03-12T19:50:00Z,22.00,79.00
2026-03-12T19:51:00Z,22.10,76.33
2026-03-12T19:52:00Z,26.00,76.33
2026-03-12T19:53:00Z,22.76,75.07
2026-03-12T19:54:00Z,21.70,82.76
2026-03-12T19:55:00Z,20.98,82.02
2026-03-12T19:56:00Z,23.61,75.01
2026-03-12T19:57:00Z,24.09,77.00
2026-03-12T19:58:00Z,23.91,73.16
2026-03-12T19:59:00Z,24.28,75.10
2026-03-12T20:00:00Z,28.64,74.00
2026-03-12T20:01:00Z,34.75,67.02
2026-03-12T20:02:00Z,25.37,75.15
2026-03-12T20:03:00Z,22.85,77.00
2026-03-12T20:04:00Z,23.81,78.01
2026-03-12T20:05:00Z,26.29,75.78
2026-03-12T20:06:00Z,29.42,69.00
2026-03-12T20:07:00Z,30.78,69.51
2026-03-12T20:08:00Z,31.08,71.03
2026-03-12T20:09:00Z,31.19,64.00
2026-03-12T20:10:00Z,34.76,64.41
2026-03-12T20:11:00Z,33.62,65.34
2026-03-12T20:12:00Z,28.00,73.89
2026-03-12T20:13:00Z,27.00,71.33
2026-03-12T20:14:00Z,27.00,75.58
2026-03-12T20:15:00Z,27.24,72.02
2026-03-12T20:16:00Z,26.09,73.16
2026-03-12T20:17:00Z,30.00,69.96
2026-03-12T20:18:00Z,36.78,67.07
2026-03-12T20:19:00Z,41.58,64.68
2026-03-12T20:20:00Z,49.48,51.59
2026-03-12T20:21:00Z,49.58,51.20
2026-03-12T20:22:00Z,53.51,59.47
2026-03-12T20:23:00Z,53.68,58.51
2026-03-12T20:24:00Z,44.93,54.06
2026-03-12T20:25:00Z,43.50,65.09
2026-03-12T20:26:00Z,33.57,69.85
2026-03-12T20:27:00Z,31.44,70.37
2026-03-12T20:28:00Z,35.83,66.57
2026-03-12T20:29:00Z,36.63,57.13
2026-03-12T20:30:00Z,34.83,56.69
2026-03-12T20:31:00Z,31.33,72.41
2026-03-12T20:32:00Z,38.26,62.86
2026-03-12T20:33:00Z,43.17,58.16
2026-03-12T20:34:00Z,47.50,50.78
2026-03-12T20:35:00Z,44.18,58.68
2026-03-12T20:36:00Z,48.59,51.41
2026-03-12T20:37:00Z,48.35,54.09
2026-03-12T20:38:00Z,47.41,53.91
2026-03-12T20:39:00Z,43.99,60.39
2026-03-12T20:40:00Z,48.91,57.69
2026-03-12T20:41:00Z,53.15,47.88
2026-03-12T20:42:00Z,53.25,47.83
2026-03-12T20:43:00Z,52.52,46.47
2026-03-12T20:44:00Z,51.21,50.27
2026-03-12T20:45:00Z,49.37,51.85
2026-03-12T20:46:00Z,49.50,50.71
2026-03-12T20:47:00Z,49.39,53.55
2026-03-12T20:48:00Z,46.60,57.33
2026-03-12T20:49:00Z,45.29,56.79
2026-03-12T20:50:00Z,44.90,52.21
2026-03-12T20:51:00Z,48.70,57.47
2026-03-12T20:52:00Z,50.26,47.56
2026-03-12T20:53:00Z,60.59,37.83
2026-03-12T20:54:00Z,62.23,50.02
2026-03-12T20:55:00Z,47.00,53.17
2026-03-12T20:56:00Z,44.78,56.10
2026-03-12T20:57:00Z,35.23,64.98
2026-03-12T20:58:00Z,36.75,64.41
2026-03-12T20:59:00Z,45.86,55.94
2026-03-12T21:00:00Z,50.58,46.44
2026-03-12T21:01:00Z,62.19,43.10
2026-03-12T21:02:00Z,61.63,37.72
2026-03-12T21:03:00Z,61.20,41.68
2026-03-12T21:04:00Z,72.16,29.42
2026-03-12T21:05:00Z,75.37,24.91
2026-03-12T21:06:00Z,71.90,26.04
2026-03-12T21:07:00Z,79.95,22.02
2026-03-12T21:08:00Z,70.12,27.14
2026-03-12T21:09:00Z,72.98,28.54
2026-03-12T21:10:00Z,80.24,22.40
2026-03-12T21:11:00Z,63.04,32.82
2026-03-12T21:12:00Z,71.36,29.40
2026-03-12T21:13:00Z,70.04,30.46
2026-03-12T21:14:00Z,72.44,28.24
2026-03-12T21:15:00Z,82.65,17.40
2026-03-12T21:16:00Z,85.67,16.78
2026-03-12T21:17:00Z,92.17,4.98
2026-03-12T21:18:00Z,96.20,4.57
2026-03-12T21:19:00Z,95.92,5.53
2026-03-12T21:20:00Z,94.83,7.04
2026-03-12T21:21:00Z,94.95,4.56
2026-03-12T21:22:00Z,95.06,5.29
2026-03-12T21:23:00Z,98.10,1.92
2026-03-12T21:24:00Z,98.85,2.03
2026-03-12T21:25:00Z,97.16,3.00
2026-03-12T21:26:00Z,97.61,3.00
2026-03-12T21:27:00Z,97.67,3.62
2026-03-12T21:28:00Z,99.00,1.09
2026-03-12T21:29:00Z,99.00,1.00
2026-03-12T21:30:00Z,99.00,1.00
2026-03-12T21:31:00Z,99.00,1.00
2026-03-12T21:32:00Z,99.00,1.00
