# event_ticker=KXATPMATCH-25SEP20MCDBAS
# final_score=6-2 7-6(4)
# score_resolution=2-6 6-7
# match_winner=Nikoloz Basilashvili
# fav_player=Mackenzie McDonald
# dog_player=Nikoloz Basilashvili
# kalshi_date=2025-09-20
timestamp,Mackenzie McDonald,Nikoloz Basilashvili
2025-09-20T05:17:00Z,75.14,77.18
2025-09-20T05:18:00Z,75.14,70.00
2025-09-20T05:19:00Z,36.00,69.68
2025-09-20T05:20:00Z,27.06,72.91
2025-09-20T05:21:00Z,25.00,74.73
2025-09-20T05:22:00Z,25.00,76.00
2025-09-20T05:23:00Z,28.44,75.24
2025-09-20T05:24:00Z,27.87,76.19
2025-09-20T05:25:00Z,28.15,76.00
2025-09-20T05:26:00Z,28.00,75.89
2025-09-20T05:27:00Z,28.00,77.51
2025-09-20T05:28:00Z,26.00,77.00
2025-09-20T05:29:00Z,26.00,75.80
2025-09-20T05:30:00Z,24.79,77.00
2025-09-20T05:31:00Z,26.00,77.25
2025-09-20T05:32:00Z,26.00,76.34
2025-09-20T05:34:00Z,26.28,79.00
2025-09-20T05:35:00Z,22.52,78.36
2025-09-20T05:36:00Z,27.00,75.41
2025-09-20T05:37:00Z,27.00,76.00
2025-09-20T05:38:00Z,27.00,77.00
2025-09-20T05:39:00Z,26.00,76.35
2025-09-20T05:40:00Z,26.00,77.00
2025-09-20T05:41:00Z,26.81,76.71
2025-09-20T05:42:00Z,24.00,75.58
2025-09-20T05:43:00Z,24.00,80.00
2025-09-20T05:44:00Z,24.00,75.48
2025-09-20T05:45:00Z,20.69,79.49
2025-09-20T05:46:00Z,24.50,75.56
2025-09-20T05:47:00Z,30.84,75.56
2025-09-20T05:48:00Z,32.00,72.96
2025-09-20T05:49:00Z,5.00,84.45
2025-09-20T05:50:00Z,23.92,79.55
2025-09-20T05:51:00Z,26.33,79.55
2025-09-20T05:52:00Z,30.00,79.55
2025-09-20T05:53:00Z,30.00,79.55
2025-09-20T05:54:00Z,28.41,76.62
2025-09-20T05:55:00Z,23.00,76.62
2025-09-20T05:56:00Z,23.00,73.00
2025-09-20T05:57:00Z,24.50,75.41
2025-09-20T05:58:00Z,23.62,78.00
2025-09-20T05:59:00Z,26.10,79.98
2025-09-20T06:00:00Z,25.34,74.36
2025-09-20T06:01:00Z,30.00,71.75
2025-09-20T06:02:00Z,28.73,71.75
2025-09-20T06:03:00Z,28.73,74.78
2025-09-20T06:04:00Z,26.00,75.00
2025-09-20T06:05:00Z,27.71,75.00
2025-09-20T06:06:00Z,20.96,82.49
2025-09-20T06:07:00Z,15.91,83.73
2025-09-20T06:08:00Z,18.13,82.44
2025-09-20T06:09:00Z,24.99,73.00
2025-09-20T06:10:00Z,24.26,74.00
2025-09-20T06:11:00Z,24.68,75.00
2025-09-20T06:12:00Z,25.64,75.00
2025-09-20T06:13:00Z,25.98,77.88
2025-09-20T06:14:00Z,27.00,73.50
2025-09-20T06:15:00Z,24.00,74.00
2025-09-20T06:16:00Z,24.15,76.07
2025-09-20T06:17:00Z,29.99,76.07
2025-09-20T06:18:00Z,29.00,71.12
2025-09-20T06:19:00Z,30.08,71.85
2025-09-20T06:20:00Z,23.00,76.58
2025-09-20T06:21:00Z,29.48,78.46
2025-09-20T06:22:00Z,25.00,76.06
2025-09-20T06:23:00Z,29.07,76.06
2025-09-20T06:24:00Z,33.23,70.04
2025-09-20T06:25:00Z,30.69,69.09
2025-09-20T06:26:00Z,30.00,72.00
2025-09-20T06:27:00Z,29.00,73.81
2025-09-20T06:28:00Z,28.63,75.41
2025-09-20T06:29:00Z,25.00,74.67
2025-09-20T06:30:00Z,24.10,74.61
2025-09-20T06:31:00Z,31.00,74.61
2025-09-20T06:32:00Z,30.70,74.61
2025-09-20T06:33:00Z,31.61,67.94
2025-09-20T06:34:00Z,35.71,67.94
2025-09-20T06:35:00Z,30.00,71.93
2025-09-20T06:36:00Z,25.77,78.70
2025-09-20T06:37:00Z,17.88,88.38
2025-09-20T06:38:00Z,4.22,94.93
2025-09-20T06:39:00Z,4.53,95.57
2025-09-20T06:40:00Z,5.48,96.63
2025-09-20T06:41:00Z,2.00,97.66
2025-09-20T06:42:00Z,2.03,98.62
2025-09-20T06:43:00Z,2.03,99.00
2025-09-20T06:44:00Z,1.00,99.00
2025-09-20T06:46:00Z,1.00,99.00
