# event_ticker=KXATPCHALLENGERMATCH-26JUN03GORFEN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Sebastian Gorzny
# fav_player=Andrew Fenty
# dog_player=Sebastian Gorzny
# kalshi_date=2026-06-03
timestamp,Sebastian Gorzny,Andrew Fenty
2026-06-03T22:16:00Z,49.20,53.07
2026-06-03T22:17:00Z,49.14,52.75
2026-06-03T22:18:00Z,53.13,52.73
2026-06-03T22:19:00Z,50.14,51.24
2026-06-03T22:20:00Z,57.35,45.12
2026-06-03T22:21:00Z,67.87,33.47
2026-06-03T22:22:00Z,67.46,34.15
2026-06-03T22:23:00Z,58.10,41.72
2026-06-03T22:24:00Z,62.64,38.52
2026-06-03T22:25:00Z,67.38,34.24
2026-06-03T22:26:00Z,71.40,29.84
2026-06-03T22:27:00Z,72.08,28.59
2026-06-03T22:28:00Z,71.90,29.37
2026-06-03T22:29:00Z,69.63,31.67
2026-06-03T22:30:00Z,69.76,31.47
2026-06-03T22:31:00Z,74.11,27.07
2026-06-03T22:32:00Z,73.87,28.00
2026-06-03T22:33:00Z,72.88,27.76
2026-06-03T22:34:00Z,73.79,27.96
2026-06-03T22:35:00Z,72.03,28.03
2026-06-03T22:36:00Z,73.28,28.60
2026-06-03T22:37:00Z,75.69,28.18
2026-06-03T22:38:00Z,75.85,28.61
2026-06-03T22:39:00Z,73.14,28.72
2026-06-03T22:40:00Z,74.83,28.82
2026-06-03T22:41:00Z,71.77,28.97
2026-06-03T22:42:00Z,69.91,27.99
2026-06-03T22:43:00Z,71.51,29.88
2026-06-03T22:44:00Z,68.92,31.20
2026-06-03T22:45:00Z,67.88,32.11
2026-06-03T22:46:00Z,65.91,34.68
2026-06-03T22:47:00Z,62.76,39.71
2026-06-03T22:48:00Z,64.62,36.69
2026-06-03T22:49:00Z,66.60,35.91
2026-06-03T22:50:00Z,67.72,35.60
2026-06-03T22:51:00Z,66.41,34.51
2026-06-03T22:52:00Z,75.73,30.73
2026-06-03T22:53:00Z,74.09,29.20
2026-06-03T22:54:00Z,70.29,30.80
2026-06-03T22:55:00Z,68.18,32.91
2026-06-03T22:56:00Z,69.49,33.69
2026-06-03T22:57:00Z,69.26,33.72
2026-06-03T22:58:00Z,66.18,34.75
2026-06-03T22:59:00Z,65.71,34.68
2026-06-03T23:00:00Z,67.74,33.03
2026-06-03T23:01:00Z,67.13,32.89
2026-06-03T23:02:00Z,67.91,33.45
2026-06-03T23:03:00Z,69.80,32.52
2026-06-03T23:04:00Z,70.31,30.76
2026-06-03T23:05:00Z,74.87,28.41
2026-06-03T23:06:00Z,77.89,22.05
2026-06-03T23:07:00Z,77.21,23.33
2026-06-03T23:08:00Z,72.24,28.19
2026-06-03T23:09:00Z,69.46,30.61
2026-06-03T23:10:00Z,69.04,33.45
2026-06-03T23:11:00Z,66.51,32.90
2026-06-03T23:12:00Z,66.57,34.98
2026-06-03T23:13:00Z,65.43,35.22
2026-06-03T23:14:00Z,64.07,35.36
2026-06-03T23:15:00Z,69.77,33.58
2026-06-03T23:16:00Z,70.44,31.40
2026-06-03T23:17:00Z,69.97,33.36
2026-06-03T23:18:00Z,67.27,33.91
2026-06-03T23:19:00Z,67.86,33.65
2026-06-03T23:20:00Z,69.04,31.23
2026-06-03T23:21:00Z,67.85,33.08
2026-06-03T23:22:00Z,69.19,32.94
2026-06-03T23:23:00Z,73.20,26.39
2026-06-03T23:24:00Z,71.29,32.04
2026-06-03T23:25:00Z,67.97,32.41
2026-06-03T23:26:00Z,78.51,24.67
2026-06-03T23:27:00Z,75.59,26.30
2026-06-03T23:28:00Z,72.79,30.16
2026-06-03T23:29:00Z,65.36,35.67
2026-06-03T23:30:00Z,65.19,35.02
2026-06-03T23:31:00Z,63.30,39.21
2026-06-03T23:32:00Z,66.41,34.73
2026-06-03T23:33:00Z,69.49,31.64
2026-06-03T23:34:00Z,64.97,37.98
2026-06-03T23:35:00Z,66.47,33.97
2026-06-03T23:36:00Z,69.24,32.02
2026-06-03T23:37:00Z,65.05,34.99
2026-06-03T23:38:00Z,62.48,37.53
2026-06-03T23:39:00Z,64.17,37.45
2026-06-03T23:40:00Z,68.68,32.86
2026-06-03T23:41:00Z,75.33,24.42
2026-06-03T23:42:00Z,82.12,21.80
2026-06-03T23:43:00Z,94.07,6.82
2026-06-03T23:44:00Z,93.39,7.24
2026-06-03T23:45:00Z,88.87,13.75
2026-06-03T23:46:00Z,95.32,4.61
2026-06-03T23:47:00Z,98.94,1.57
2026-06-03T23:48:00Z,99.00,1.00
2026-06-03T23:49:00Z,99.00,1.00
2026-06-03T23:50:00Z,99.00,1.00
2026-06-03T23:51:00Z,99.00,1.00
2026-06-03T23:52:00Z,99.00,1.00
