# event_ticker=KXATPMATCH-26FEB26KECATM
# final_score=6-3 6-3
# match_winner=Miomir Kecmanovic
# fav_player=Miomir Kecmanovic
# dog_player=Terence Atmane
# kalshi_date=2026-02-26
timestamp,Miomir Kecmanovic,Terence Atmane
2026-02-27T03:20:00Z,91.00,9.28
2026-02-27T03:21:00Z,90.88,9.98
2026-02-27T03:22:00Z,89.00,10.42
2026-02-27T03:23:00Z,92.84,6.63
2026-02-27T03:24:00Z,97.40,3.43
2026-02-27T03:25:00Z,96.80,4.62
2026-02-27T03:26:00Z,98.25,1.82
2026-02-27T03:27:00Z,98.98,1.46
2026-02-27T03:28:00Z,99.00,1.54
2026-02-27T03:29:00Z,99.00,1.16
2026-02-27T03:30:00Z,98.87,1.55
2026-02-27T03:31:00Z,99.00,1.15
2026-02-27T03:32:00Z,98.83,2.00
2026-02-27T03:33:00Z,99.00,2.00
2026-02-27T03:34:00Z,99.00,1.00
2026-02-27T03:35:00Z,99.00,1.73
2026-02-27T03:36:00Z,98.41,2.94
2026-02-27T03:37:00Z,98.57,2.75
2026-02-27T03:38:00Z,98.63,2.91
2026-02-27T03:39:00Z,99.00,1.00
2026-02-27T03:40:00Z,99.00,1.00
