# event_ticker=KXATPMATCH-26JUN08BONROT
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Benjamin Bonzi
# fav_player=Mees Rottgering
# dog_player=Benjamin Bonzi
# kalshi_date=2026-06-08
timestamp,Benjamin Bonzi,Mees Rottgering
2026-06-08T10:38:00Z,76.48,26.00
2026-06-08T10:39:00Z,77.94,23.04
2026-06-08T10:40:00Z,77.50,24.00
2026-06-08T10:41:00Z,77.00,25.97
2026-06-08T10:42:00Z,77.00,23.00
2026-06-08T10:43:00Z,79.00,23.00
2026-06-08T10:44:00Z,79.00,23.00
2026-06-08T10:45:00Z,77.00,22.00
2026-06-08T10:46:00Z,83.08,18.53
2026-06-08T10:47:00Z,87.51,13.00
2026-06-08T10:48:00Z,87.51,12.00
2026-06-08T10:49:00Z,86.00,12.48
2026-06-08T10:50:00Z,88.22,12.16
2026-06-08T10:51:00Z,86.16,12.16
2026-06-08T10:52:00Z,86.87,12.16
2026-06-08T10:53:00Z,88.97,12.16
2026-06-08T10:54:00Z,89.00,12.00
2026-06-08T10:55:00Z,90.00,12.00
2026-06-08T10:56:00Z,89.00,12.00
2026-06-08T10:57:00Z,90.30,11.00
2026-06-08T10:58:00Z,89.06,11.96
2026-06-08T10:59:00Z,88.98,13.00
2026-06-08T11:00:00Z,85.99,15.51
2026-06-08T11:01:00Z,83.00,19.65
2026-06-08T11:02:00Z,76.84,25.40
2026-06-08T11:03:00Z,75.00,26.00
2026-06-08T11:04:00Z,75.00,25.86
2026-06-08T11:05:00Z,71.81,30.07
2026-06-08T11:06:00Z,68.91,30.97
2026-06-08T11:07:00Z,70.54,33.30
2026-06-08T11:08:00Z,64.44,35.94
2026-06-08T11:09:00Z,70.46,31.12
2026-06-08T11:10:00Z,72.00,28.97
2026-06-08T11:11:00Z,71.28,29.00
2026-06-08T11:12:00Z,68.33,32.39
2026-06-08T11:13:00Z,75.08,23.65
2026-06-08T11:14:00Z,85.69,21.08
2026-06-08T11:15:00Z,88.99,12.00
2026-06-08T11:16:00Z,89.00,12.00
2026-06-08T11:17:00Z,86.38,13.98
2026-06-08T11:18:00Z,88.43,11.00
2026-06-08T11:19:00Z,90.87,10.71
2026-06-08T11:20:00Z,91.23,8.63
2026-06-08T11:21:00Z,94.40,5.99
2026-06-08T11:22:00Z,96.30,4.00
2026-06-08T11:23:00Z,96.45,4.02
2026-06-08T11:24:00Z,97.00,3.91
2026-06-08T11:25:00Z,96.22,4.00
2026-06-08T11:26:00Z,91.17,9.26
2026-06-08T11:27:00Z,89.97,11.00
2026-06-08T11:28:00Z,88.16,11.04
2026-06-08T11:29:00Z,87.76,13.00
2026-06-08T11:30:00Z,87.38,12.48
2026-06-08T11:31:00Z,86.34,13.97
2026-06-08T11:32:00Z,85.50,17.16
2026-06-08T11:33:00Z,87.96,12.07
2026-06-08T11:34:00Z,89.14,11.33
2026-06-08T11:35:00Z,90.00,11.00
2026-06-08T11:36:00Z,92.14,7.42
2026-06-08T11:37:00Z,96.71,4.75
2026-06-08T11:38:00Z,95.10,7.02
2026-06-08T11:39:00Z,90.01,10.00
2026-06-08T11:40:00Z,89.08,12.03
2026-06-08T11:41:00Z,87.65,12.99
2026-06-08T11:42:00Z,87.76,11.63
2026-06-08T11:43:00Z,88.69,12.00
2026-06-08T11:44:00Z,90.00,11.00
2026-06-08T11:45:00Z,89.93,11.11
2026-06-08T11:46:00Z,87.14,13.80
2026-06-08T11:47:00Z,86.44,14.81
2026-06-08T11:48:00Z,86.00,14.04
2026-06-08T11:49:00Z,88.85,11.40
2026-06-08T11:50:00Z,92.72,10.99
2026-06-08T11:51:00Z,90.82,11.08
2026-06-08T11:52:00Z,91.62,10.03
2026-06-08T11:53:00Z,90.79,11.47
2026-06-08T11:54:00Z,90.71,9.67
2026-06-08T11:55:00Z,93.21,7.58
2026-06-08T11:56:00Z,98.92,1.24
2026-06-08T11:57:00Z,99.00,1.24
