# event_ticker=KXATPCHALLENGERMATCH-26FEB13KINILA
# final_score=6-2 6-4
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=Cannon Kingsley
# kalshi_date=2026-02-13
timestamp,Andre Ilagan,Cannon Kingsley
2026-02-13T17:36:00Z,50.52,48.70
2026-02-13T17:37:00Z,53.97,45.08
2026-02-13T17:38:00Z,60.71,41.15
2026-02-13T17:39:00Z,58.33,42.98
2026-02-13T17:40:00Z,57.00,45.62
2026-02-13T17:41:00Z,57.00,49.00
2026-02-13T17:42:00Z,54.87,47.96
2026-02-13T17:43:00Z,59.40,47.96
2026-02-13T17:44:00Z,60.55,38.30
2026-02-13T17:45:00Z,58.89,43.00
2026-02-13T17:46:00Z,58.89,43.46
2026-02-13T17:47:00Z,59.20,42.35
2026-02-13T17:48:00Z,57.04,41.32
2026-02-13T17:49:00Z,62.00,38.11
2026-02-13T17:50:00Z,64.10,35.25
2026-02-13T17:51:00Z,68.03,31.99
2026-02-13T17:52:00Z,69.21,33.13
2026-02-13T17:53:00Z,73.00,33.13
2026-02-13T17:54:00Z,73.00,28.59
2026-02-13T17:55:00Z,76.58,24.38
2026-02-13T17:56:00Z,77.00,24.63
2026-02-13T17:57:00Z,77.00,24.80
2026-02-13T17:58:00Z,77.00,24.35
2026-02-13T17:59:00Z,76.98,24.35
2026-02-13T18:00:00Z,76.01,26.15
2026-02-13T18:01:00Z,75.45,26.94
2026-02-13T18:02:00Z,81.26,22.73
2026-02-13T18:03:00Z,86.38,13.21
2026-02-13T18:04:00Z,87.14,13.21
2026-02-13T18:05:00Z,90.42,10.34
2026-02-13T18:06:00Z,84.27,12.61
2026-02-13T18:07:00Z,84.33,16.43
2026-02-13T18:08:00Z,82.18,15.43
2026-02-13T18:09:00Z,86.58,14.41
2026-02-13T18:10:00Z,89.25,9.84
2026-02-13T18:11:00Z,91.01,9.81
2026-02-13T18:12:00Z,88.82,13.71
2026-02-13T18:13:00Z,87.47,13.01
2026-02-13T18:14:00Z,87.97,13.52
2026-02-13T18:15:00Z,90.38,9.37
2026-02-13T18:16:00Z,92.84,9.43
2026-02-13T18:17:00Z,93.73,7.28
2026-02-13T18:18:00Z,91.72,9.90
2026-02-13T18:19:00Z,90.57,10.45
2026-02-13T18:20:00Z,91.71,9.91
2026-02-13T18:21:00Z,91.00,10.58
2026-02-13T18:22:00Z,87.59,14.10
2026-02-13T18:23:00Z,88.37,14.07
2026-02-13T18:24:00Z,85.70,15.49
2026-02-13T18:25:00Z,87.36,16.46
2026-02-13T18:26:00Z,91.65,11.22
2026-02-13T18:27:00Z,93.82,8.42
2026-02-13T18:28:00Z,92.00,8.99
2026-02-13T18:29:00Z,91.94,9.00
2026-02-13T18:30:00Z,91.72,9.46
2026-02-13T18:31:00Z,91.92,8.72
2026-02-13T18:32:00Z,93.88,7.37
2026-02-13T18:33:00Z,94.16,4.67
2026-02-13T18:34:00Z,95.96,4.22
2026-02-13T18:35:00Z,95.93,4.20
2026-02-13T18:36:00Z,94.71,6.16
2026-02-13T18:37:00Z,95.00,5.99
2026-02-13T18:38:00Z,96.87,4.94
2026-02-13T18:39:00Z,98.60,2.25
2026-02-13T18:40:00Z,99.00,1.00
2026-02-13T18:42:00Z,99.00,1.00
2026-02-13T18:43:00Z,99.00,1.00
2026-02-13T18:44:00Z,99.00,1.00
2026-02-13T18:45:00Z,99.00,1.00
