# event_ticker=KXATPCHALLENGERMATCH-26APR21SKAPRI
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Timofey Skatov
# fav_player=Oleg Prihodko
# dog_player=Timofey Skatov
# kalshi_date=2026-04-21
timestamp,Timofey Skatov,Oleg Prihodko
2026-04-21T07:59:00Z,78.50,21.00
2026-04-21T08:00:00Z,78.50,21.85
2026-04-21T08:01:00Z,79.82,22.20
2026-04-21T08:02:00Z,80.08,22.84
2026-04-21T08:03:00Z,79.00,22.74
2026-04-21T08:04:00Z,77.00,24.05
2026-04-21T08:05:00Z,76.13,24.76
2026-04-21T08:06:00Z,75.00,27.05
2026-04-21T08:07:00Z,71.50,30.66
2026-04-21T08:08:00Z,70.00,33.29
2026-04-21T08:09:00Z,65.87,35.17
2026-04-21T08:10:00Z,57.66,43.09
2026-04-21T08:11:00Z,68.55,35.03
2026-04-21T08:12:00Z,75.20,23.96
2026-04-21T08:13:00Z,75.57,25.14
2026-04-21T08:14:00Z,71.97,28.47
2026-04-21T08:15:00Z,68.46,35.36
2026-04-21T08:16:00Z,71.65,29.72
2026-04-21T08:17:00Z,74.52,25.92
2026-04-21T08:18:00Z,81.94,19.39
2026-04-21T08:19:00Z,86.90,13.52
2026-04-21T08:20:00Z,89.60,10.47
2026-04-21T08:21:00Z,89.94,9.37
2026-04-21T08:22:00Z,90.29,11.28
2026-04-21T08:23:00Z,90.48,8.87
2026-04-21T08:24:00Z,91.00,8.20
2026-04-21T08:25:00Z,90.26,11.55
2026-04-21T08:26:00Z,89.96,11.89
2026-04-21T08:27:00Z,88.76,11.89
2026-04-21T08:28:00Z,89.97,13.55
2026-04-21T08:29:00Z,91.79,11.83
2026-04-21T08:30:00Z,90.60,11.51
2026-04-21T08:31:00Z,90.20,10.82
2026-04-21T08:32:00Z,89.55,12.61
2026-04-21T08:33:00Z,86.04,14.64
2026-04-21T08:34:00Z,86.47,15.03
2026-04-21T08:35:00Z,85.21,16.51
2026-04-21T08:36:00Z,88.82,15.18
2026-04-21T08:37:00Z,83.34,18.27
2026-04-21T08:38:00Z,78.79,22.81
2026-04-21T08:39:00Z,82.06,19.44
2026-04-21T08:40:00Z,85.64,13.89
2026-04-21T08:41:00Z,88.00,12.16
2026-04-21T08:42:00Z,88.50,13.53
2026-04-21T08:43:00Z,89.00,12.69
2026-04-21T08:44:00Z,89.53,11.00
2026-04-21T08:45:00Z,88.95,11.87
2026-04-21T08:46:00Z,88.88,13.64
2026-04-21T08:47:00Z,88.65,13.74
2026-04-21T08:48:00Z,91.04,11.53
2026-04-21T08:49:00Z,91.02,10.62
2026-04-21T08:50:00Z,94.52,5.80
2026-04-21T08:51:00Z,96.84,4.90
2026-04-21T08:52:00Z,95.00,5.92
2026-04-21T08:53:00Z,94.96,5.44
2026-04-21T08:54:00Z,95.99,4.38
2026-04-21T08:55:00Z,96.85,3.84
2026-04-21T08:56:00Z,95.48,4.65
2026-04-21T08:57:00Z,95.00,5.22
2026-04-21T08:58:00Z,97.17,5.85
2026-04-21T08:59:00Z,91.81,7.95
2026-04-21T09:00:00Z,90.54,12.83
2026-04-21T09:01:00Z,89.18,11.02
2026-04-21T09:02:00Z,93.94,6.95
2026-04-21T09:03:00Z,94.26,5.81
2026-04-21T09:04:00Z,95.07,5.84
2026-04-21T09:05:00Z,92.99,7.11
2026-04-21T09:06:00Z,94.62,6.84
2026-04-21T09:07:00Z,97.09,5.17
2026-04-21T09:08:00Z,96.60,3.18
2026-04-21T09:09:00Z,98.94,1.49
2026-04-21T09:10:00Z,99.00,1.49
2026-04-21T09:11:00Z,99.00,1.49
2026-04-21T09:12:00Z,99.00,1.49
2026-04-21T09:13:00Z,99.00,1.00
