# event_ticker=KXATPCHALLENGERMATCH-26MAY12SEYGAL
# final_score=6-4 6-3
# match_winner=Daniel Elahi Galan
# fav_player=Daniel Elahi Galan
# dog_player=Thiago Seyboth Wild
# kalshi_date=2026-05-12
timestamp,Thiago Seyboth Wild,Daniel Elahi Galan
2026-05-13T08:11:00Z,53.28,47.52
2026-05-13T08:12:00Z,51.94,50.47
2026-05-13T08:13:00Z,55.82,46.67
2026-05-13T08:14:00Z,54.05,47.76
2026-05-13T08:15:00Z,53.00,47.97
2026-05-13T08:16:00Z,48.57,53.80
2026-05-13T08:17:00Z,53.36,47.03
2026-05-13T08:18:00Z,53.36,49.99
2026-05-13T08:19:00Z,51.04,47.65
2026-05-13T08:20:00Z,50.00,48.00
2026-05-13T08:21:00Z,50.82,48.00
2026-05-13T08:22:00Z,50.00,48.00
2026-05-13T08:23:00Z,52.19,50.00
2026-05-13T08:24:00Z,54.00,47.00
2026-05-13T08:25:00Z,54.95,47.37
2026-05-13T08:26:00Z,62.11,39.89
2026-05-13T08:27:00Z,65.34,32.00
2026-05-13T08:28:00Z,64.57,34.39
2026-05-13T08:29:00Z,65.00,34.52
2026-05-13T08:30:00Z,65.90,35.36
2026-05-13T08:31:00Z,66.89,33.82
2026-05-13T08:32:00Z,66.33,33.84
2026-05-13T08:33:00Z,58.51,39.97
2026-05-13T08:34:00Z,55.45,45.54
2026-05-13T08:35:00Z,54.00,47.00
2026-05-13T08:36:00Z,54.81,47.00
2026-05-13T08:37:00Z,55.00,45.71
2026-05-13T08:38:00Z,53.98,45.71
2026-05-13T08:39:00Z,51.47,50.00
2026-05-13T08:40:00Z,51.47,49.59
2026-05-13T08:41:00Z,50.41,49.59
2026-05-13T08:42:00Z,51.83,48.00
2026-05-13T08:43:00Z,54.11,46.54
2026-05-13T08:44:00Z,55.00,46.00
2026-05-13T08:45:00Z,54.89,46.69
2026-05-13T08:46:00Z,51.45,50.86
2026-05-13T08:47:00Z,50.00,51.00
2026-05-13T08:48:00Z,52.14,46.66
2026-05-13T08:49:00Z,55.00,46.38
2026-05-13T08:50:00Z,52.00,48.93
2026-05-13T08:51:00Z,52.57,48.00
2026-05-13T08:52:00Z,52.00,48.00
2026-05-13T08:53:00Z,51.16,49.00
2026-05-13T08:54:00Z,52.29,53.00
2026-05-13T08:55:00Z,55.75,46.00
2026-05-13T08:56:00Z,56.00,45.50
2026-05-13T08:57:00Z,57.98,42.00
2026-05-13T08:58:00Z,56.94,45.58
2026-05-13T08:59:00Z,53.26,47.00
2026-05-13T09:00:00Z,50.23,48.00
2026-05-13T09:01:00Z,48.97,48.96
2026-05-13T09:02:00Z,48.95,49.13
2026-05-13T09:03:00Z,41.11,58.79
2026-05-13T09:04:00Z,29.30,67.62
2026-05-13T09:05:00Z,28.10,73.00
2026-05-13T09:06:00Z,28.00,71.66
2026-05-13T09:07:00Z,26.68,73.00
2026-05-13T09:08:00Z,23.60,76.00
2026-05-13T09:09:00Z,22.00,79.00
2026-05-13T09:10:00Z,22.16,77.59
2026-05-13T09:11:00Z,22.90,77.03
2026-05-13T09:12:00Z,22.52,77.90
2026-05-13T09:13:00Z,27.47,73.74
2026-05-13T09:14:00Z,27.90,72.03
2026-05-13T09:15:00Z,27.90,77.71
2026-05-13T09:16:00Z,24.05,77.71
2026-05-13T09:17:00Z,20.06,78.00
2026-05-13T09:18:00Z,20.28,81.03
2026-05-13T09:19:00Z,17.49,84.40
2026-05-13T09:20:00Z,14.00,84.89
2026-05-13T09:21:00Z,19.76,81.89
2026-05-13T09:22:00Z,16.81,84.25
2026-05-13T09:23:00Z,20.30,81.37
2026-05-13T09:24:00Z,17.57,78.00
2026-05-13T09:25:00Z,22.99,77.15
2026-05-13T09:26:00Z,25.00,75.00
2026-05-13T09:27:00Z,25.00,75.55
2026-05-13T09:28:00Z,23.35,77.00
2026-05-13T09:29:00Z,20.71,79.00
2026-05-13T09:30:00Z,21.00,81.00
2026-05-13T09:31:00Z,18.00,81.00
2026-05-13T09:32:00Z,16.67,84.00
2026-05-13T09:33:00Z,21.27,80.01
2026-05-13T09:34:00Z,21.57,79.00
2026-05-13T09:35:00Z,23.81,75.00
2026-05-13T09:36:00Z,24.31,75.00
2026-05-13T09:37:00Z,25.00,75.91
2026-05-13T09:38:00Z,24.76,75.91
2026-05-13T09:39:00Z,25.10,74.90
2026-05-13T09:40:00Z,22.78,77.70
2026-05-13T09:41:00Z,22.13,78.20
2026-05-13T09:42:00Z,14.27,83.70
2026-05-13T09:43:00Z,16.00,87.00
2026-05-13T09:44:00Z,18.48,82.53
2026-05-13T09:45:00Z,21.74,81.00
2026-05-13T09:46:00Z,21.00,80.51
2026-05-13T09:47:00Z,24.00,77.57
2026-05-13T09:48:00Z,17.03,83.37
2026-05-13T09:49:00Z,6.41,92.91
2026-05-13T09:50:00Z,5.48,94.95
2026-05-13T09:51:00Z,4.14,95.73
2026-05-13T09:52:00Z,4.15,96.00
2026-05-13T09:53:00Z,8.31,94.00
2026-05-13T09:54:00Z,7.71,93.24
2026-05-13T09:55:00Z,9.06,91.00
2026-05-13T09:56:00Z,10.00,90.27
2026-05-13T09:57:00Z,9.82,93.52
2026-05-13T09:58:00Z,3.49,96.29
2026-05-13T09:59:00Z,4.00,97.00
2026-05-13T10:00:00Z,2.48,98.00
2026-05-13T10:01:00Z,1.04,98.95
2026-05-13T10:02:00Z,1.00,98.18
2026-05-13T10:03:00Z,3.15,97.00
2026-05-13T10:04:00Z,3.84,97.49
2026-05-13T10:05:00Z,1.97,99.00
2026-05-13T10:06:00Z,1.97,99.00
