# event_ticker=KXATPCHALLENGERMATCH-26APR29ONCGIU
# final_score=6-7(6) 7-6(2) 6-0
# score_resolution=7-6 6-7 0-6
# match_winner=Gauthier Onclin
# fav_player=Massimo Giunta
# dog_player=Gauthier Onclin
# kalshi_date=2026-04-29
timestamp,Gauthier Onclin,Massimo Giunta
2026-04-29T18:30:00Z,83.02,17.95
2026-04-29T18:31:00Z,83.02,18.76
2026-04-29T18:32:00Z,83.02,19.00
2026-04-29T18:33:00Z,81.73,20.34
2026-04-29T18:34:00Z,80.78,23.80
2026-04-29T18:35:00Z,78.05,23.40
2026-04-29T18:36:00Z,81.56,22.31
2026-04-29T18:37:00Z,82.00,18.39
2026-04-29T18:38:00Z,80.97,20.18
2026-04-29T18:39:00Z,81.00,18.35
2026-04-29T18:40:00Z,87.71,15.16
2026-04-29T18:41:00Z,85.07,16.10
2026-04-29T18:42:00Z,82.00,19.15
2026-04-29T18:43:00Z,81.67,20.43
2026-04-29T18:44:00Z,81.67,21.96
2026-04-29T18:45:00Z,81.67,23.75
2026-04-29T18:46:00Z,75.08,25.21
2026-04-29T18:47:00Z,73.85,27.35
2026-04-29T18:48:00Z,76.94,21.66
2026-04-29T18:49:00Z,78.00,22.40
2026-04-29T18:50:00Z,81.00,20.02
2026-04-29T18:51:00Z,81.10,20.81
2026-04-29T18:52:00Z,75.98,24.18
2026-04-29T18:53:00Z,75.98,24.99
2026-04-29T18:54:00Z,75.00,26.83
2026-04-29T18:55:00Z,75.60,24.70
2026-04-29T18:56:00Z,78.01,21.68
2026-04-29T18:57:00Z,81.25,18.57
2026-04-29T18:58:00Z,85.00,18.04
2026-04-29T18:59:00Z,78.71,23.16
2026-04-29T19:00:00Z,75.02,24.77
2026-04-29T19:01:00Z,75.08,25.80
2026-04-29T19:02:00Z,74.00,26.37
2026-04-29T19:03:00Z,77.45,22.91
2026-04-29T19:04:00Z,77.00,25.68
2026-04-29T19:05:00Z,76.37,27.69
2026-04-29T19:06:00Z,80.86,20.15
2026-04-29T19:07:00Z,82.99,19.50
2026-04-29T19:08:00Z,80.98,21.57
2026-04-29T19:09:00Z,78.54,19.87
2026-04-29T19:10:00Z,79.38,26.97
2026-04-29T19:11:00Z,72.64,27.77
2026-04-29T19:12:00Z,80.23,21.85
2026-04-29T19:13:00Z,76.90,24.25
2026-04-29T19:14:00Z,63.82,33.58
2026-04-29T19:15:00Z,54.07,45.89
2026-04-29T19:16:00Z,55.03,45.37
2026-04-29T19:17:00Z,56.25,44.16
2026-04-29T19:18:00Z,58.31,43.54
2026-04-29T19:19:00Z,60.00,42.52
2026-04-29T19:20:00Z,59.28,42.80
2026-04-29T19:21:00Z,59.62,44.13
2026-04-29T19:22:00Z,58.89,42.29
2026-04-29T19:23:00Z,58.41,42.35
2026-04-29T19:24:00Z,59.80,40.55
2026-04-29T19:25:00Z,61.01,38.89
2026-04-29T19:26:00Z,57.99,42.84
2026-04-29T19:27:00Z,59.89,40.14
2026-04-29T19:28:00Z,66.38,33.44
2026-04-29T19:29:00Z,63.90,36.82
2026-04-29T19:30:00Z,65.02,36.17
2026-04-29T19:31:00Z,66.89,40.76
2026-04-29T19:32:00Z,58.33,43.09
2026-04-29T19:33:00Z,58.56,45.17
2026-04-29T19:34:00Z,60.83,39.80
2026-04-29T19:35:00Z,60.61,41.90
2026-04-29T19:36:00Z,60.91,40.24
2026-04-29T19:37:00Z,60.81,40.95
2026-04-29T19:38:00Z,60.81,40.94
2026-04-29T19:39:00Z,56.99,43.54
2026-04-29T19:40:00Z,58.46,42.91
2026-04-29T19:41:00Z,58.60,42.35
2026-04-29T19:42:00Z,58.98,41.26
2026-04-29T19:43:00Z,59.44,41.28
2026-04-29T19:44:00Z,63.06,39.38
2026-04-29T19:45:00Z,60.17,40.73
2026-04-29T19:46:00Z,66.50,31.88
2026-04-29T19:47:00Z,68.92,31.93
2026-04-29T19:48:00Z,66.11,34.36
2026-04-29T19:49:00Z,56.15,43.16
2026-04-29T19:50:00Z,55.29,45.30
2026-04-29T19:51:00Z,56.98,41.63
2026-04-29T19:52:00Z,54.83,44.72
2026-04-29T19:53:00Z,53.15,47.34
2026-04-29T19:54:00Z,57.80,42.35
2026-04-29T19:55:00Z,59.00,42.84
2026-04-29T19:56:00Z,54.93,46.18
2026-04-29T19:57:00Z,51.88,48.06
2026-04-29T19:58:00Z,48.88,51.10
2026-04-29T19:59:00Z,45.22,54.00
2026-04-29T20:00:00Z,54.36,41.94
2026-04-29T20:01:00Z,55.90,43.79
2026-04-29T20:02:00Z,55.92,44.96
2026-04-29T20:03:00Z,52.03,50.28
2026-04-29T20:04:00Z,52.46,48.70
2026-04-29T20:05:00Z,48.73,52.00
2026-04-29T20:06:00Z,52.24,52.22
2026-04-29T20:07:00Z,49.86,53.20
2026-04-29T20:08:00Z,36.20,61.43
2026-04-29T20:09:00Z,47.68,57.16
2026-04-29T20:10:00Z,49.99,50.92
2026-04-29T20:11:00Z,49.98,50.44
2026-04-29T20:12:00Z,45.78,54.53
2026-04-29T20:13:00Z,46.07,55.82
2026-04-29T20:14:00Z,43.64,57.48
2026-04-29T20:15:00Z,54.59,48.62
2026-04-29T20:16:00Z,56.24,39.33
2026-04-29T20:17:00Z,65.10,36.77
2026-04-29T20:18:00Z,61.87,38.66
2026-04-29T20:19:00Z,68.56,32.05
2026-04-29T20:20:00Z,70.77,27.95
2026-04-29T20:21:00Z,73.39,27.38
2026-04-29T20:22:00Z,73.26,27.71
2026-04-29T20:23:00Z,73.10,27.07
2026-04-29T20:24:00Z,74.03,27.00
2026-04-29T20:25:00Z,77.69,23.56
2026-04-29T20:26:00Z,82.91,14.42
2026-04-29T20:27:00Z,83.50,13.75
2026-04-29T20:28:00Z,75.41,23.18
2026-04-29T20:29:00Z,81.02,19.38
2026-04-29T20:30:00Z,88.74,11.33
2026-04-29T20:31:00Z,89.62,9.95
2026-04-29T20:32:00Z,91.12,8.76
2026-04-29T20:33:00Z,91.96,7.84
2026-04-29T20:34:00Z,90.95,8.66
2026-04-29T20:35:00Z,91.84,8.92
2026-04-29T20:36:00Z,91.36,8.25
2026-04-29T20:37:00Z,93.36,7.73
2026-04-29T20:38:00Z,94.04,5.84
2026-04-29T20:39:00Z,96.35,4.90
2026-04-29T20:40:00Z,98.01,1.82
2026-04-29T20:41:00Z,97.92,1.50
2026-04-29T20:42:00Z,97.89,1.80
2026-04-29T20:43:00Z,98.58,1.81
2026-04-29T20:44:00Z,98.06,1.94
2026-04-29T20:45:00Z,99.00,1.01
2026-04-29T20:46:00Z,99.00,1.00
2026-04-29T20:47:00Z,99.00,1.00
2026-04-29T20:48:00Z,99.00,1.00
2026-04-29T20:49:00Z,99.00,1.00
2026-04-29T20:50:00Z,99.00,1.00
2026-04-29T20:51:00Z,99.00,1.00
2026-04-29T20:52:00Z,99.00,1.00
2026-04-29T20:53:00Z,99.00,1.00
2026-04-29T20:54:00Z,99.00,1.00
2026-04-29T20:55:00Z,99.00,1.00
2026-04-29T20:56:00Z,99.00,1.00
2026-04-29T20:58:00Z,99.00,1.00
2026-04-29T20:59:00Z,99.00,1.00
2026-04-29T21:00:00Z,99.00,1.00
2026-04-29T21:01:00Z,99.00,1.00
2026-04-29T21:02:00Z,99.00,1.00
