# event_ticker=KXATPMATCH-26MAY06BURBEL
# final_score=6-4 6-4
# match_winner=Mattia Bellucci
# fav_player=Mattia Bellucci
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-05-06
timestamp,Roman Andres Burruchaga,Mattia Bellucci
2026-05-07T13:40:00Z,34.30,64.78
2026-05-07T13:41:00Z,44.76,58.07
2026-05-07T13:42:00Z,44.86,56.28
2026-05-07T13:43:00Z,44.44,56.35
2026-05-07T13:44:00Z,48.33,53.13
2026-05-07T13:45:00Z,47.13,54.01
2026-05-07T13:46:00Z,52.91,44.50
2026-05-07T13:47:00Z,55.31,45.33
2026-05-07T13:48:00Z,49.32,53.36
2026-05-07T13:49:00Z,45.76,55.37
2026-05-07T13:50:00Z,44.13,56.87
2026-05-07T13:51:00Z,45.25,57.28
2026-05-07T13:52:00Z,41.25,60.14
2026-05-07T13:53:00Z,32.38,68.29
2026-05-07T13:54:00Z,21.13,79.21
2026-05-07T13:55:00Z,16.21,82.42
2026-05-07T13:56:00Z,15.48,84.68
2026-05-07T13:57:00Z,16.14,83.81
2026-05-07T13:58:00Z,22.81,79.99
2026-05-07T13:59:00Z,17.45,83.93
2026-05-07T14:00:00Z,24.01,78.28
2026-05-07T14:01:00Z,28.51,72.02
2026-05-07T14:02:00Z,20.65,79.62
2026-05-07T14:03:00Z,13.47,87.38
2026-05-07T14:04:00Z,9.23,91.79
2026-05-07T14:05:00Z,8.96,91.57
2026-05-07T14:06:00Z,9.70,91.38
2026-05-07T14:07:00Z,11.17,89.27
2026-05-07T14:08:00Z,11.99,88.96
2026-05-07T14:09:00Z,11.30,91.41
2026-05-07T14:10:00Z,4.00,95.51
2026-05-07T14:11:00Z,5.67,93.94
2026-05-07T14:12:00Z,1.39,98.19
2026-05-07T14:13:00Z,1.00,99.00
2026-05-07T14:14:00Z,1.00,99.00
2026-05-07T14:15:00Z,1.00,99.00
2026-05-07T14:16:00Z,1.00,99.00
2026-05-07T14:17:00Z,1.00,99.00
2026-05-07T14:18:00Z,1.00,99.00
2026-05-07T14:19:00Z,1.00,99.00
2026-05-07T14:20:00Z,1.00,99.00
2026-05-07T14:21:00Z,1.00,99.00
2026-05-07T14:22:00Z,1.00,99.00
2026-05-07T14:23:00Z,1.00,99.00
