# event_ticker=KXATPCHALLENGERMATCH-26MAY14RONKIC
# final_score=2-6 7-6(3) 7-5
# score_resolution=2-6 7-6 7-5
# match_winner=Franco Roncadelli
# fav_player=Franco Roncadelli
# dog_player=Nicolas Kicker
# kalshi_date=2026-05-14
timestamp,Franco Roncadelli,Nicolas Kicker
2026-05-14T18:50:00Z,29.98,70.49
2026-05-14T18:51:00Z,27.37,72.95
2026-05-14T18:52:00Z,26.96,74.00
2026-05-14T18:53:00Z,27.95,73.77
2026-05-14T18:54:00Z,26.66,74.18
2026-05-14T18:55:00Z,27.53,73.06
2026-05-14T18:56:00Z,27.93,72.00
2026-05-14T18:57:00Z,30.17,69.20
2026-05-14T18:58:00Z,31.00,70.00
2026-05-14T18:59:00Z,29.49,71.37
2026-05-14T19:00:00Z,26.58,74.11
2026-05-14T19:01:00Z,25.15,74.11
2026-05-14T19:02:00Z,26.33,73.30
2026-05-14T19:03:00Z,28.89,72.36
2026-05-14T19:04:00Z,30.00,72.36
2026-05-14T19:05:00Z,31.09,69.01
2026-05-14T19:06:00Z,32.30,68.00
2026-05-14T19:07:00Z,30.27,70.00
2026-05-14T19:08:00Z,27.81,72.43
2026-05-14T19:09:00Z,25.30,76.86
2026-05-14T19:10:00Z,23.25,77.55
2026-05-14T19:11:00Z,23.58,77.40
2026-05-14T19:12:00Z,17.16,81.52
2026-05-14T19:13:00Z,12.06,88.99
2026-05-14T19:14:00Z,12.66,87.20
2026-05-14T19:15:00Z,13.62,86.80
2026-05-14T19:16:00Z,10.80,90.07
2026-05-14T19:17:00Z,16.71,86.03
2026-05-14T19:18:00Z,19.15,83.48
2026-05-14T19:19:00Z,12.86,87.92
2026-05-14T19:20:00Z,8.74,92.77
2026-05-14T19:21:00Z,8.90,92.81
2026-05-14T19:22:00Z,6.45,93.16
2026-05-14T19:23:00Z,6.00,94.01
2026-05-14T19:24:00Z,9.89,91.10
2026-05-14T19:25:00Z,11.00,90.00
2026-05-14T19:26:00Z,12.13,87.88
2026-05-14T19:27:00Z,15.15,88.26
2026-05-14T19:28:00Z,9.33,89.80
2026-05-14T19:29:00Z,15.36,86.79
2026-05-14T19:30:00Z,25.84,74.83
2026-05-14T19:31:00Z,26.94,72.89
2026-05-14T19:32:00Z,23.99,76.41
2026-05-14T19:33:00Z,18.84,81.62
2026-05-14T19:34:00Z,25.94,79.39
2026-05-14T19:35:00Z,31.65,71.18
2026-05-14T19:36:00Z,28.45,72.19
2026-05-14T19:37:00Z,34.47,66.82
2026-05-14T19:38:00Z,36.10,63.60
2026-05-14T19:39:00Z,33.97,64.87
2026-05-14T19:40:00Z,35.67,64.85
2026-05-14T19:41:00Z,36.00,65.83
2026-05-14T19:42:00Z,34.57,64.79
2026-05-14T19:43:00Z,43.77,57.48
2026-05-14T19:44:00Z,36.93,63.73
2026-05-14T19:45:00Z,34.54,63.90
2026-05-14T19:46:00Z,35.16,64.33
2026-05-14T19:47:00Z,34.21,66.68
2026-05-14T19:48:00Z,29.25,73.08
2026-05-14T19:49:00Z,24.57,77.69
2026-05-14T19:50:00Z,32.27,70.42
2026-05-14T19:51:00Z,30.18,71.18
2026-05-14T19:52:00Z,36.30,64.79
2026-05-14T19:53:00Z,36.90,64.00
2026-05-14T19:54:00Z,36.73,65.59
2026-05-14T19:55:00Z,36.19,66.31
2026-05-14T19:56:00Z,34.54,66.21
2026-05-14T19:57:00Z,36.19,65.04
2026-05-14T19:58:00Z,31.13,70.03
2026-05-14T19:59:00Z,30.88,68.58
2026-05-14T20:00:00Z,33.99,69.60
2026-05-14T20:01:00Z,23.73,77.85
2026-05-14T20:02:00Z,26.65,76.31
2026-05-14T20:03:00Z,36.27,63.61
2026-05-14T20:04:00Z,43.09,56.64
2026-05-14T20:05:00Z,45.36,52.06
2026-05-14T20:06:00Z,51.15,49.64
2026-05-14T20:07:00Z,54.92,47.49
2026-05-14T20:08:00Z,54.04,45.36
2026-05-14T20:09:00Z,53.74,44.50
2026-05-14T20:10:00Z,56.30,43.77
2026-05-14T20:11:00Z,56.20,44.10
2026-05-14T20:12:00Z,58.16,45.63
2026-05-14T20:13:00Z,54.50,47.28
2026-05-14T20:14:00Z,49.78,50.40
2026-05-14T20:15:00Z,47.97,53.13
2026-05-14T20:16:00Z,48.55,53.61
2026-05-14T20:17:00Z,51.95,49.13
2026-05-14T20:18:00Z,53.39,47.89
2026-05-14T20:19:00Z,53.97,46.24
2026-05-14T20:20:00Z,53.43,47.03
2026-05-14T20:21:00Z,50.41,48.62
2026-05-14T20:22:00Z,47.43,52.81
2026-05-14T20:23:00Z,47.55,53.96
2026-05-14T20:24:00Z,47.00,54.10
2026-05-14T20:25:00Z,42.85,58.76
2026-05-14T20:26:00Z,27.23,71.35
2026-05-14T20:27:00Z,28.17,71.16
2026-05-14T20:28:00Z,22.31,76.37
2026-05-14T20:29:00Z,29.46,73.44
2026-05-14T20:30:00Z,30.69,67.91
2026-05-14T20:31:00Z,26.69,73.37
2026-05-14T20:32:00Z,31.01,71.42
2026-05-14T20:33:00Z,40.04,65.05
2026-05-14T20:34:00Z,45.62,54.43
2026-05-14T20:35:00Z,46.41,55.63
2026-05-14T20:36:00Z,53.09,50.02
2026-05-14T20:37:00Z,55.56,44.55
2026-05-14T20:38:00Z,48.46,50.15
2026-05-14T20:39:00Z,41.99,55.42
2026-05-14T20:40:00Z,43.95,56.82
2026-05-14T20:41:00Z,36.52,60.93
2026-05-14T20:42:00Z,28.22,69.44
2026-05-14T20:43:00Z,16.55,83.18
2026-05-14T20:44:00Z,11.21,88.12
2026-05-14T20:45:00Z,20.58,80.82
2026-05-14T20:46:00Z,26.98,67.14
2026-05-14T20:47:00Z,34.28,68.84
2026-05-14T20:48:00Z,27.84,76.62
2026-05-14T20:49:00Z,37.55,63.20
2026-05-14T20:50:00Z,39.36,61.07
2026-05-14T20:51:00Z,38.59,59.04
2026-05-14T20:52:00Z,48.88,51.64
2026-05-14T20:53:00Z,52.30,47.71
2026-05-14T20:54:00Z,49.02,51.01
2026-05-14T20:55:00Z,52.92,48.44
2026-05-14T20:56:00Z,61.23,40.27
2026-05-14T20:57:00Z,78.16,19.87
2026-05-14T20:58:00Z,83.62,16.76
2026-05-14T20:59:00Z,85.54,13.36
2026-05-14T21:00:00Z,84.37,14.14
2026-05-14T21:01:00Z,81.68,26.63
2026-05-14T21:02:00Z,93.60,7.03
2026-05-14T21:03:00Z,99.00,1.00
2026-05-14T21:04:00Z,99.00,1.00
2026-05-14T21:05:00Z,99.00,1.00
2026-05-14T21:06:00Z,99.00,1.00
2026-05-14T21:07:00Z,99.00,1.00
2026-05-14T21:08:00Z,99.00,1.00
2026-05-14T21:09:00Z,99.00,1.00
2026-05-14T21:10:00Z,99.00,1.00
2026-05-14T21:11:00Z,99.00,1.00
2026-05-14T21:12:00Z,99.00,1.00
