# event_ticker=KXATPCHALLENGERMATCH-26APR22SHISHI2
# final_score=0-6 7-6(6) 6-4
# score_resolution=6-0 6-7 4-6
# match_winner=Yuta Shimizu
# fav_player=Sho Shimabukuro
# dog_player=Yuta Shimizu
# kalshi_date=2026-04-22
timestamp,Sho Shimabukuro,Yuta Shimizu
2026-04-23T04:23:00Z,8.03,92.69
2026-04-23T04:24:00Z,12.30,90.68
2026-04-23T04:25:00Z,1.14,98.60
2026-04-23T04:26:00Z,1.00,99.00
2026-04-23T04:27:00Z,1.00,99.00
2026-04-23T04:28:00Z,1.00,99.00
2026-04-23T04:29:00Z,1.00,99.00
2026-04-23T04:30:00Z,1.00,99.00
2026-04-23T04:31:00Z,1.00,99.00
2026-04-23T04:32:00Z,1.00,99.00
