# event_ticker=KXATPCHALLENGERMATCH-26MAR10NIJJIA
# final_score=7-6(5) 7-5
# score_resolution=7-6 7-5
# match_winner=Filip Cristian Jianu
# fav_player=Filip Cristian Jianu
# dog_player=Ryan Nijboer
# kalshi_date=2026-03-10
timestamp,Filip Cristian Jianu,Ryan Nijboer
2026-03-10T11:36:00Z,89.78,10.00
2026-03-10T11:37:00Z,83.08,15.14
2026-03-10T11:38:00Z,84.00,18.12
2026-03-10T11:39:00Z,78.00,21.00
2026-03-10T11:40:00Z,73.00,25.00
2026-03-10T11:41:00Z,73.00,23.35
2026-03-10T11:42:00Z,78.00,23.35
2026-03-10T11:43:00Z,78.00,26.00
2026-03-10T11:44:00Z,80.00,26.00
2026-03-10T11:45:00Z,80.00,24.00
2026-03-10T11:46:00Z,80.00,21.56
2026-03-10T11:47:00Z,80.00,25.68
2026-03-10T11:48:00Z,74.15,27.99
2026-03-10T11:49:00Z,76.71,24.01
2026-03-10T11:50:00Z,76.71,21.59
2026-03-10T11:51:00Z,76.71,26.90
2026-03-10T11:52:00Z,71.00,27.12
2026-03-10T11:53:00Z,77.01,23.78
2026-03-10T11:54:00Z,79.96,19.63
2026-03-10T11:55:00Z,80.00,23.22
2026-03-10T11:56:00Z,77.52,23.04
2026-03-10T11:57:00Z,76.00,23.04
2026-03-10T11:58:00Z,72.35,29.08
2026-03-10T11:59:00Z,69.19,29.70
2026-03-10T12:00:00Z,71.09,29.70
2026-03-10T12:01:00Z,71.88,32.00
2026-03-10T12:02:00Z,71.88,32.79
2026-03-10T12:03:00Z,74.04,28.00
2026-03-10T12:05:00Z,78.00,20.95
2026-03-10T12:06:00Z,80.00,22.00
2026-03-10T12:07:00Z,80.00,23.00
2026-03-10T12:08:00Z,72.90,31.33
2026-03-10T12:09:00Z,72.10,28.42
2026-03-10T12:10:00Z,72.10,24.50
2026-03-10T12:11:00Z,76.63,23.32
2026-03-10T12:12:00Z,74.62,26.31
2026-03-10T12:13:00Z,71.44,29.44
2026-03-10T12:14:00Z,68.45,31.00
2026-03-10T12:15:00Z,62.57,33.07
2026-03-10T12:16:00Z,65.33,40.46
2026-03-10T12:17:00Z,73.41,32.88
2026-03-10T12:18:00Z,73.12,27.11
2026-03-10T12:19:00Z,75.12,27.01
2026-03-10T12:20:00Z,77.55,25.35
2026-03-10T12:21:00Z,81.13,18.99
2026-03-10T12:22:00Z,92.56,6.34
2026-03-10T12:23:00Z,95.76,6.00
2026-03-10T12:24:00Z,97.99,3.29
2026-03-10T12:25:00Z,98.96,1.11
2026-03-10T12:26:00Z,99.00,1.00
2026-03-10T12:27:00Z,99.00,1.00
2026-03-10T12:29:00Z,99.00,1.00
2026-03-10T12:30:00Z,99.00,1.00
2026-03-10T12:32:00Z,99.00,1.00
