# event_ticker=KXATPMATCH-25AUG07THOMAN
# final_score=6-2 6-2
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Jordan Thompson
# kalshi_date=2025-08-07
timestamp,Adrian Mannarino,Jordan Thompson
2025-08-07T21:24:00Z,75.98,26.00
2025-08-07T21:25:00Z,75.98,22.06
2025-08-07T21:26:00Z,79.00,22.06
2025-08-07T21:28:00Z,77.34,21.00
2025-08-07T21:29:00Z,80.83,20.67
2025-08-07T21:30:00Z,79.29,18.31
2025-08-07T21:31:00Z,84.91,18.00
2025-08-07T21:32:00Z,85.00,17.00
2025-08-07T21:33:00Z,85.00,21.57
2025-08-07T21:34:00Z,85.00,20.00
2025-08-07T21:35:00Z,85.11,20.00
2025-08-07T21:36:00Z,85.00,16.33
2025-08-07T21:37:00Z,85.00,16.00
2025-08-07T21:38:00Z,85.00,16.00
2025-08-07T21:40:00Z,85.00,19.84
2025-08-07T21:41:00Z,85.00,21.11
2025-08-07T21:42:00Z,85.00,20.00
2025-08-07T21:43:00Z,84.00,16.00
2025-08-07T21:44:00Z,85.00,16.00
2025-08-07T21:45:00Z,85.00,13.00
2025-08-07T21:46:00Z,85.00,13.00
2025-08-07T21:47:00Z,85.30,19.00
2025-08-07T21:48:00Z,85.30,16.16
2025-08-07T21:49:00Z,83.58,16.16
2025-08-07T21:50:00Z,84.00,16.16
2025-08-07T21:51:00Z,81.29,17.00
2025-08-07T21:52:00Z,81.29,17.00
2025-08-07T21:53:00Z,84.00,17.00
2025-08-07T21:54:00Z,84.00,15.00
2025-08-07T21:55:00Z,84.00,17.00
2025-08-07T21:59:00Z,84.00,15.37
2025-08-07T22:00:00Z,84.00,15.37
2025-08-07T22:01:00Z,84.16,16.00
2025-08-07T22:02:00Z,85.00,16.00
2025-08-07T22:04:00Z,85.00,16.00
2025-08-07T22:06:00Z,85.00,16.00
2025-08-07T22:07:00Z,82.00,16.00
2025-08-07T22:08:00Z,84.00,16.00
2025-08-07T22:10:00Z,84.00,16.51
2025-08-07T22:11:00Z,84.00,15.03
2025-08-07T22:12:00Z,84.00,15.03
2025-08-07T22:13:00Z,84.00,15.03
2025-08-07T22:14:00Z,82.98,15.03
2025-08-07T22:16:00Z,82.98,15.00
2025-08-07T22:17:00Z,82.98,17.00
2025-08-07T22:18:00Z,82.98,17.00
2025-08-07T22:19:00Z,82.00,17.00
2025-08-07T22:20:00Z,82.00,16.96
2025-08-07T22:24:00Z,84.00,16.96
2025-08-07T22:25:00Z,84.03,16.96
2025-08-07T22:27:00Z,84.03,15.00
2025-08-07T22:31:00Z,84.03,17.00
2025-08-07T22:33:00Z,85.00,17.00
2025-08-07T22:36:00Z,85.00,17.00
2025-08-07T22:37:00Z,85.00,15.00
2025-08-07T22:39:00Z,85.00,18.00
2025-08-07T22:40:00Z,84.00,20.00
2025-08-07T22:41:00Z,84.00,20.00
2025-08-07T22:42:00Z,80.00,20.00
2025-08-07T22:43:00Z,80.00,23.00
2025-08-07T22:44:00Z,79.00,20.55
2025-08-07T22:45:00Z,83.00,22.00
2025-08-07T22:46:00Z,83.00,22.00
2025-08-07T22:47:00Z,85.80,15.00
2025-08-07T22:48:00Z,88.00,12.00
2025-08-07T22:50:00Z,88.00,10.00
2025-08-07T22:51:00Z,94.99,8.00
2025-08-07T22:52:00Z,95.00,7.95
2025-08-07T22:53:00Z,95.00,7.00
2025-08-07T22:56:00Z,95.00,8.00
2025-08-07T22:57:00Z,94.92,8.00
2025-08-07T22:58:00Z,98.38,8.00
2025-08-07T22:59:00Z,96.00,6.74
2025-08-07T23:00:00Z,96.00,6.23
2025-08-07T23:01:00Z,96.00,6.00
2025-08-07T23:02:00Z,94.00,5.00
2025-08-07T23:03:00Z,93.20,7.09
2025-08-07T23:04:00Z,93.20,8.00
2025-08-07T23:05:00Z,93.00,6.98
2025-08-07T23:06:00Z,93.00,8.00
2025-08-07T23:08:00Z,98.25,8.00
2025-08-07T23:09:00Z,98.00,2.79
2025-08-07T23:10:00Z,99.00,2.79
2025-08-07T23:11:00Z,99.00,1.99
2025-08-07T23:15:00Z,99.00,1.00
2025-08-07T23:16:00Z,99.00,1.00
2025-08-07T23:17:00Z,99.00,1.00
2025-08-07T23:20:00Z,99.00,1.00
