# event_ticker=KXATPCHALLENGERMATCH-26MAY09HEMMAR
# final_score=6-2 2-6 6-1
# match_winner=Calvin Hemery
# fav_player=Calvin Hemery
# dog_player=Ivan Marrero Curbelo
# kalshi_date=2026-05-09
timestamp,Calvin Hemery,Ivan Marrero Curbelo
2026-05-09T16:09:00Z,85.00,14.69
2026-05-09T16:10:00Z,85.00,15.94
2026-05-09T16:11:00Z,86.16,15.94
2026-05-09T16:12:00Z,90.88,9.99
2026-05-09T16:13:00Z,93.00,8.31
2026-05-09T16:14:00Z,93.00,8.05
2026-05-09T16:15:00Z,93.00,8.00
2026-05-09T16:16:00Z,93.00,8.00
2026-05-09T16:17:00Z,92.00,8.98
2026-05-09T16:18:00Z,92.00,9.00
2026-05-09T16:19:00Z,93.00,8.99
2026-05-09T16:20:00Z,92.00,9.00
2026-05-09T16:21:00Z,92.00,9.00
2026-05-09T16:22:00Z,92.74,9.00
2026-05-09T16:23:00Z,90.02,10.00
2026-05-09T16:24:00Z,91.00,10.00
2026-05-09T16:25:00Z,90.00,11.21
2026-05-09T16:26:00Z,90.27,10.99
2026-05-09T16:27:00Z,92.00,9.93
2026-05-09T16:28:00Z,92.00,8.81
2026-05-09T16:29:00Z,92.03,8.16
2026-05-09T16:30:00Z,92.91,8.17
2026-05-09T16:31:00Z,93.00,7.78
2026-05-09T16:32:00Z,93.90,7.00
2026-05-09T16:33:00Z,94.00,7.00
2026-05-09T16:34:00Z,94.00,6.74
2026-05-09T16:35:00Z,94.30,7.68
2026-05-09T16:36:00Z,94.08,6.95
2026-05-09T16:37:00Z,95.00,5.74
2026-05-09T16:38:00Z,95.00,6.08
2026-05-09T16:39:00Z,94.00,7.00
2026-05-09T16:40:00Z,94.14,7.00
2026-05-09T16:41:00Z,93.39,8.10
2026-05-09T16:42:00Z,90.71,10.77
2026-05-09T16:43:00Z,89.90,12.20
2026-05-09T16:44:00Z,93.76,9.14
2026-05-09T16:45:00Z,93.24,8.94
2026-05-09T16:46:00Z,92.51,9.21
2026-05-09T16:47:00Z,86.35,13.75
2026-05-09T16:48:00Z,86.00,14.98
2026-05-09T16:49:00Z,85.95,14.77
2026-05-09T16:50:00Z,85.58,16.65
2026-05-09T16:51:00Z,84.00,17.00
2026-05-09T16:52:00Z,82.25,17.91
2026-05-09T16:53:00Z,82.91,18.06
2026-05-09T16:54:00Z,80.12,19.90
2026-05-09T16:55:00Z,78.00,22.31
2026-05-09T16:56:00Z,74.87,25.84
2026-05-09T16:57:00Z,74.02,26.00
2026-05-09T16:58:00Z,72.78,27.11
2026-05-09T16:59:00Z,72.44,27.88
2026-05-09T17:00:00Z,72.57,27.98
2026-05-09T17:01:00Z,72.00,27.81
2026-05-09T17:02:00Z,72.00,28.14
2026-05-09T17:03:00Z,72.96,27.92
2026-05-09T17:04:00Z,72.01,28.00
2026-05-09T17:05:00Z,75.92,25.64
2026-05-09T17:06:00Z,74.48,25.80
2026-05-09T17:07:00Z,74.50,26.03
2026-05-09T17:08:00Z,78.00,21.65
2026-05-09T17:09:00Z,78.98,22.17
2026-05-09T17:10:00Z,76.95,23.92
2026-05-09T17:11:00Z,74.85,25.82
2026-05-09T17:12:00Z,70.28,29.80
2026-05-09T17:13:00Z,69.85,31.11
2026-05-09T17:14:00Z,69.00,31.96
2026-05-09T17:15:00Z,67.80,30.36
2026-05-09T17:16:00Z,67.21,31.90
2026-05-09T17:17:00Z,67.96,32.18
2026-05-09T17:18:00Z,68.00,31.40
2026-05-09T17:19:00Z,68.10,31.46
2026-05-09T17:20:00Z,69.54,30.42
2026-05-09T17:21:00Z,70.00,32.36
2026-05-09T17:22:00Z,69.84,32.92
2026-05-09T17:23:00Z,69.00,34.09
2026-05-09T17:24:00Z,61.26,36.74
2026-05-09T17:25:00Z,61.22,41.47
2026-05-09T17:26:00Z,53.10,46.71
2026-05-09T17:27:00Z,59.44,36.99
2026-05-09T17:28:00Z,68.12,31.99
2026-05-09T17:29:00Z,73.07,27.04
2026-05-09T17:30:00Z,75.15,24.77
2026-05-09T17:31:00Z,77.38,22.59
2026-05-09T17:32:00Z,78.90,20.87
2026-05-09T17:33:00Z,76.98,23.48
2026-05-09T17:34:00Z,88.08,10.86
2026-05-09T17:35:00Z,91.89,8.01
2026-05-09T17:36:00Z,92.92,7.77
2026-05-09T17:37:00Z,90.89,8.52
2026-05-09T17:38:00Z,92.99,6.75
2026-05-09T17:39:00Z,93.00,8.33
2026-05-09T17:40:00Z,96.77,3.79
2026-05-09T17:41:00Z,97.64,2.05
2026-05-09T17:42:00Z,97.52,2.58
2026-05-09T17:43:00Z,98.75,1.11
2026-05-09T17:44:00Z,98.60,1.05
2026-05-09T17:45:00Z,99.00,1.00
2026-05-09T17:46:00Z,99.00,1.00
2026-05-09T17:47:00Z,99.00,1.00
2026-05-09T17:48:00Z,99.00,1.00
2026-05-09T17:49:00Z,99.00,1.00
2026-05-09T17:50:00Z,99.00,1.00
2026-05-09T17:51:00Z,99.00,1.00
2026-05-09T17:52:00Z,99.00,1.00
