# event_ticker=KXATPCHALLENGERMATCH-26APR30DAMBRU
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Miguel Damas
# fav_player=Mika Brunold
# dog_player=Miguel Damas
# kalshi_date=2026-04-30
timestamp,Miguel Damas,Mika Brunold
2026-04-30T10:45:00Z,56.00,48.00
2026-04-30T10:46:00Z,57.49,43.00
2026-04-30T10:47:00Z,56.48,44.59
2026-04-30T10:48:00Z,53.49,47.98
2026-04-30T10:49:00Z,56.92,45.00
2026-04-30T10:50:00Z,64.56,39.75
2026-04-30T10:51:00Z,67.14,34.11
2026-04-30T10:52:00Z,68.16,34.16
2026-04-30T10:53:00Z,68.79,34.16
2026-04-30T10:54:00Z,67.60,32.00
2026-04-30T10:55:00Z,67.00,32.00
2026-04-30T10:56:00Z,64.15,36.00
2026-04-30T10:57:00Z,58.13,36.00
2026-04-30T10:58:00Z,57.98,41.91
2026-04-30T10:59:00Z,53.94,47.68
2026-04-30T11:00:00Z,54.09,47.08
2026-04-30T11:01:00Z,51.94,48.00
2026-04-30T11:02:00Z,51.96,48.46
2026-04-30T11:03:00Z,50.80,51.32
2026-04-30T11:04:00Z,52.32,49.03
2026-04-30T11:05:00Z,43.22,60.23
2026-04-30T11:06:00Z,37.42,62.95
2026-04-30T11:07:00Z,38.00,63.83
2026-04-30T11:08:00Z,38.05,58.00
2026-04-30T11:09:00Z,33.24,66.06
2026-04-30T11:10:00Z,31.75,68.26
2026-04-30T11:11:00Z,36.25,67.00
2026-04-30T11:12:00Z,37.04,63.00
2026-04-30T11:13:00Z,43.74,63.00
2026-04-30T11:14:00Z,47.85,49.76
2026-04-30T11:15:00Z,52.94,48.83
2026-04-30T11:16:00Z,55.88,45.14
2026-04-30T11:17:00Z,59.19,45.14
2026-04-30T11:18:00Z,59.19,41.00
2026-04-30T11:19:00Z,58.01,41.06
2026-04-30T11:20:00Z,59.65,41.00
2026-04-30T11:21:00Z,59.00,44.00
2026-04-30T11:22:00Z,71.10,31.53
2026-04-30T11:23:00Z,75.81,27.21
2026-04-30T11:24:00Z,75.81,25.00
2026-04-30T11:25:00Z,79.34,22.00
2026-04-30T11:26:00Z,78.11,23.25
2026-04-30T11:27:00Z,78.43,22.00
2026-04-30T11:28:00Z,80.57,21.96
2026-04-30T11:29:00Z,78.52,22.00
2026-04-30T11:30:00Z,80.00,21.10
2026-04-30T11:31:00Z,80.00,21.00
2026-04-30T11:32:00Z,82.48,16.13
2026-04-30T11:33:00Z,86.99,15.91
2026-04-30T11:34:00Z,87.02,12.93
2026-04-30T11:35:00Z,85.57,15.33
2026-04-30T11:36:00Z,87.49,16.64
2026-04-30T11:37:00Z,85.00,15.96
2026-04-30T11:38:00Z,82.53,19.58
2026-04-30T11:39:00Z,84.80,14.33
2026-04-30T11:40:00Z,86.28,13.87
2026-04-30T11:41:00Z,89.87,10.51
2026-04-30T11:42:00Z,92.92,7.21
2026-04-30T11:43:00Z,92.24,8.73
2026-04-30T11:44:00Z,93.70,8.99
2026-04-30T11:45:00Z,93.10,7.78
2026-04-30T11:46:00Z,91.51,9.24
2026-04-30T11:47:00Z,93.59,7.00
2026-04-30T11:48:00Z,92.35,8.92
2026-04-30T11:49:00Z,91.66,9.95
2026-04-30T11:50:00Z,91.88,8.51
2026-04-30T11:51:00Z,89.04,10.90
2026-04-30T11:52:00Z,88.60,11.59
2026-04-30T11:53:00Z,89.91,12.49
2026-04-30T11:54:00Z,88.13,11.65
2026-04-30T11:55:00Z,86.31,14.27
2026-04-30T11:56:00Z,89.63,10.60
2026-04-30T11:57:00Z,93.25,8.11
2026-04-30T11:58:00Z,96.10,5.00
2026-04-30T11:59:00Z,96.06,5.07
2026-04-30T12:00:00Z,97.26,3.32
2026-04-30T12:01:00Z,97.89,2.90
2026-04-30T12:02:00Z,97.99,1.09
2026-04-30T12:03:00Z,99.00,1.35
2026-04-30T12:04:00Z,99.00,1.23
2026-04-30T12:05:00Z,99.00,1.18
2026-04-30T12:06:00Z,99.00,1.00
2026-04-30T12:07:00Z,99.00,1.00
2026-04-30T12:08:00Z,99.00,1.00
2026-04-30T12:09:00Z,99.00,1.00
2026-04-30T12:10:00Z,99.00,1.00
2026-04-30T12:11:00Z,99.00,1.00
2026-04-30T12:12:00Z,99.00,1.00
2026-04-30T12:13:00Z,99.00,1.00
2026-04-30T12:15:00Z,99.00,1.00
2026-04-30T12:17:00Z,99.00,1.00
