# event_ticker=KXATPMATCH-25JUL21OPECAS
# final_score=7-6(4) 6-7(5) 6-3
# score_resolution=6-7 7-6 3-6
# match_winner=Reilly Opelka
# fav_player=Murphy Cassone
# dog_player=Reilly Opelka
# kalshi_date=2025-07-21
timestamp,Murphy Cassone,Reilly Opelka
2025-07-21T19:49:00Z,33.00,69.00
2025-07-21T19:51:00Z,33.00,69.00
2025-07-21T19:52:00Z,33.00,74.09
2025-07-21T19:53:00Z,27.00,73.00
2025-07-21T19:54:00Z,27.00,85.00
2025-07-21T19:55:00Z,27.00,79.50
2025-07-21T19:56:00Z,19.89,81.00
2025-07-21T19:57:00Z,37.00,83.71
2025-07-21T19:59:00Z,20.00,83.60
2025-07-21T20:00:00Z,20.00,88.00
2025-07-21T20:01:00Z,19.62,88.00
2025-07-21T20:02:00Z,20.00,88.00
2025-07-21T20:04:00Z,12.00,88.01
2025-07-21T20:06:00Z,17.00,87.00
2025-07-21T20:08:00Z,23.55,87.00
2025-07-21T20:09:00Z,20.25,87.31
2025-07-21T20:10:00Z,20.25,83.00
2025-07-21T20:11:00Z,18.00,84.48
2025-07-21T20:12:00Z,19.00,82.20
2025-07-21T20:13:00Z,17.02,84.00
2025-07-21T20:15:00Z,22.64,84.00
2025-07-21T20:17:00Z,22.00,84.00
2025-07-21T20:18:00Z,18.53,81.00
2025-07-21T20:19:00Z,19.00,81.95
2025-07-21T20:20:00Z,19.12,84.00
2025-07-21T20:21:00Z,22.04,83.03
2025-07-21T20:22:00Z,27.89,77.00
2025-07-21T20:23:00Z,40.25,79.00
2025-07-21T20:24:00Z,21.00,78.00
2025-07-21T20:25:00Z,21.00,80.83
2025-07-21T20:26:00Z,23.08,81.00
2025-07-21T20:27:00Z,14.99,85.97
2025-07-21T20:28:00Z,4.39,92.05
2025-07-21T20:29:00Z,2.91,94.10
2025-07-21T20:30:00Z,3.00,97.96
2025-07-21T20:31:00Z,4.32,97.74
2025-07-21T20:32:00Z,6.09,96.24
2025-07-21T20:33:00Z,6.51,93.00
2025-07-21T20:34:00Z,11.36,89.80
2025-07-21T20:35:00Z,16.05,80.41
2025-07-21T20:36:00Z,20.54,80.32
2025-07-21T20:37:00Z,8.12,84.00
2025-07-21T20:38:00Z,22.75,80.00
2025-07-21T20:39:00Z,24.61,80.00
2025-07-21T20:40:00Z,24.61,81.24
2025-07-21T20:41:00Z,24.07,80.02
2025-07-21T20:43:00Z,20.69,80.70
2025-07-21T20:44:00Z,23.24,79.44
2025-07-21T20:45:00Z,23.52,77.47
2025-07-21T20:46:00Z,23.94,79.00
2025-07-21T20:47:00Z,20.70,80.00
2025-07-21T20:48:00Z,20.00,81.07
2025-07-21T20:49:00Z,27.93,81.07
2025-07-21T20:50:00Z,33.12,81.07
2025-07-21T20:51:00Z,36.28,78.30
2025-07-21T20:52:00Z,17.61,82.05
2025-07-21T20:53:00Z,20.00,84.69
2025-07-21T20:54:00Z,35.00,77.76
2025-07-21T20:55:00Z,22.49,56.81
2025-07-21T20:56:00Z,46.62,56.81
2025-07-21T20:57:00Z,46.00,64.23
2025-07-21T20:58:00Z,45.39,58.19
2025-07-21T20:59:00Z,40.00,59.11
2025-07-21T21:00:00Z,39.69,60.00
2025-07-21T21:01:00Z,39.54,61.65
2025-07-21T21:02:00Z,46.04,55.31
2025-07-21T21:03:00Z,43.60,54.84
2025-07-21T21:04:00Z,42.84,60.41
2025-07-21T21:05:00Z,41.00,60.00
2025-07-21T21:06:00Z,30.11,66.45
2025-07-21T21:07:00Z,18.82,77.53
2025-07-21T21:08:00Z,19.98,78.29
2025-07-21T21:09:00Z,11.13,89.67
2025-07-21T21:10:00Z,14.78,90.49
2025-07-21T21:11:00Z,25.41,92.71
2025-07-21T21:12:00Z,3.81,96.80
2025-07-21T21:13:00Z,10.58,93.63
2025-07-21T21:14:00Z,11.49,89.15
2025-07-21T21:15:00Z,10.56,90.02
2025-07-21T21:16:00Z,5.33,93.84
2025-07-21T21:17:00Z,6.31,95.00
2025-07-21T21:18:00Z,5.08,95.27
2025-07-21T21:19:00Z,5.00,94.28
2025-07-21T21:20:00Z,5.00,95.00
2025-07-21T21:21:00Z,6.08,96.76
2025-07-21T21:22:00Z,6.37,95.59
2025-07-21T21:23:00Z,6.88,98.82
2025-07-21T21:24:00Z,6.87,96.98
2025-07-21T21:25:00Z,5.07,97.61
2025-07-21T21:26:00Z,6.00,96.00
2025-07-21T21:27:00Z,3.88,97.50
2025-07-21T21:28:00Z,2.77,97.50
2025-07-21T21:29:00Z,2.96,98.60
2025-07-21T21:30:00Z,2.08,97.24
2025-07-21T21:31:00Z,2.08,99.00
2025-07-21T21:32:00Z,2.08,99.00
2025-07-21T21:33:00Z,2.08,99.00
