# event_ticker=KXATPCHALLENGERMATCH-26MAY05ENGSAI
# final_score=6-7(2) 6-2 6-2
# score_resolution=7-6 2-6 2-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Justin Engel
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-05
timestamp,Justin Engel,Nikolas Sanchez Izquierdo
2026-05-05T17:03:00Z,23.42,76.73
2026-05-05T17:04:00Z,28.13,76.82
2026-05-05T17:05:00Z,19.65,83.42
2026-05-05T17:06:00Z,26.07,70.50
2026-05-05T17:07:00Z,27.05,75.80
2026-05-05T17:08:00Z,30.37,66.29
2026-05-05T17:09:00Z,39.56,61.70
2026-05-05T17:10:00Z,35.43,64.60
2026-05-05T17:11:00Z,37.62,63.35
2026-05-05T17:12:00Z,42.62,60.33
2026-05-05T17:13:00Z,46.28,54.62
2026-05-05T17:14:00Z,50.82,53.22
2026-05-05T17:15:00Z,52.30,50.12
2026-05-05T17:16:00Z,44.10,55.80
2026-05-05T17:17:00Z,46.67,53.86
2026-05-05T17:18:00Z,41.43,58.67
2026-05-05T17:19:00Z,45.18,55.89
2026-05-05T17:20:00Z,52.85,48.62
2026-05-05T17:21:00Z,62.30,40.86
2026-05-05T17:22:00Z,58.56,40.10
2026-05-05T17:23:00Z,63.79,34.81
2026-05-05T17:24:00Z,64.45,36.06
2026-05-05T17:25:00Z,66.90,34.97
2026-05-05T17:26:00Z,67.92,32.67
2026-05-05T17:27:00Z,68.66,32.40
2026-05-05T17:28:00Z,68.55,32.78
2026-05-05T17:29:00Z,66.52,33.96
2026-05-05T17:30:00Z,77.84,28.65
2026-05-05T17:31:00Z,70.68,34.30
2026-05-05T17:32:00Z,68.72,35.16
2026-05-05T17:33:00Z,66.06,37.46
2026-05-05T17:34:00Z,69.26,30.92
2026-05-05T17:35:00Z,78.66,23.71
2026-05-05T17:36:00Z,78.74,21.57
2026-05-05T17:37:00Z,75.16,25.13
2026-05-05T17:38:00Z,75.53,25.09
2026-05-05T17:39:00Z,83.84,17.36
2026-05-05T17:40:00Z,75.93,23.88
2026-05-05T17:41:00Z,69.67,30.85
2026-05-05T17:42:00Z,67.80,34.99
2026-05-05T17:43:00Z,63.38,36.18
2026-05-05T17:44:00Z,64.41,34.38
2026-05-05T17:45:00Z,65.97,36.46
2026-05-05T17:46:00Z,64.36,36.69
2026-05-05T17:47:00Z,62.26,38.79
2026-05-05T17:48:00Z,63.40,37.96
2026-05-05T17:49:00Z,65.93,35.05
2026-05-05T17:50:00Z,64.26,36.33
2026-05-05T17:51:00Z,60.71,39.48
2026-05-05T17:52:00Z,61.00,38.48
2026-05-05T17:53:00Z,61.00,40.81
2026-05-05T17:54:00Z,62.62,38.70
2026-05-05T17:55:00Z,61.34,39.98
2026-05-05T17:56:00Z,64.57,38.06
2026-05-05T17:57:00Z,60.37,42.57
2026-05-05T17:58:00Z,53.25,49.19
2026-05-05T17:59:00Z,57.33,44.49
2026-05-05T18:00:00Z,48.31,56.20
2026-05-05T18:01:00Z,41.55,60.33
2026-05-05T18:02:00Z,36.71,62.96
2026-05-05T18:03:00Z,37.59,62.30
2026-05-05T18:04:00Z,37.55,61.22
2026-05-05T18:05:00Z,39.94,60.82
2026-05-05T18:06:00Z,37.59,64.10
2026-05-05T18:07:00Z,34.54,64.40
2026-05-05T18:08:00Z,36.62,64.97
2026-05-05T18:09:00Z,35.00,65.25
2026-05-05T18:10:00Z,37.57,64.10
2026-05-05T18:11:00Z,34.25,65.67
2026-05-05T18:12:00Z,34.15,64.85
2026-05-05T18:13:00Z,35.79,65.87
2026-05-05T18:14:00Z,36.22,65.01
2026-05-05T18:15:00Z,33.94,67.56
2026-05-05T18:16:00Z,39.82,63.74
2026-05-05T18:17:00Z,36.52,63.45
2026-05-05T18:18:00Z,38.26,63.09
2026-05-05T18:19:00Z,34.35,66.86
2026-05-05T18:20:00Z,27.62,72.26
2026-05-05T18:21:00Z,26.19,74.19
2026-05-05T18:22:00Z,26.75,76.49
2026-05-05T18:23:00Z,22.16,76.10
2026-05-05T18:24:00Z,30.96,68.80
2026-05-05T18:25:00Z,30.37,69.88
2026-05-05T18:26:00Z,36.27,68.81
2026-05-05T18:27:00Z,32.06,66.91
2026-05-05T18:28:00Z,35.02,69.18
2026-05-05T18:29:00Z,33.57,70.13
2026-05-05T18:30:00Z,29.61,71.86
2026-05-05T18:31:00Z,23.82,79.02
2026-05-05T18:32:00Z,14.96,83.82
2026-05-05T18:33:00Z,24.35,77.74
2026-05-05T18:34:00Z,35.39,65.29
2026-05-05T18:35:00Z,37.43,64.68
2026-05-05T18:36:00Z,37.42,66.50
2026-05-05T18:37:00Z,34.41,66.96
2026-05-05T18:38:00Z,30.03,71.46
2026-05-05T18:39:00Z,29.18,71.06
2026-05-05T18:40:00Z,36.87,64.87
2026-05-05T18:41:00Z,33.12,69.29
2026-05-05T18:42:00Z,33.55,69.70
2026-05-05T18:43:00Z,29.94,73.07
2026-05-05T18:44:00Z,13.33,86.78
2026-05-05T18:45:00Z,8.67,90.94
2026-05-05T18:46:00Z,9.54,92.80
2026-05-05T18:47:00Z,5.86,94.88
2026-05-05T18:48:00Z,4.77,95.51
2026-05-05T18:49:00Z,4.28,96.15
2026-05-05T18:50:00Z,5.53,94.99
2026-05-05T18:51:00Z,4.99,93.37
2026-05-05T18:52:00Z,5.76,94.54
2026-05-05T18:53:00Z,5.91,94.93
2026-05-05T18:54:00Z,2.80,97.98
2026-05-05T18:55:00Z,1.00,99.00
2026-05-05T18:56:00Z,1.00,99.00
2026-05-05T18:57:00Z,1.00,99.00
2026-05-05T18:58:00Z,1.00,99.00
