# event_ticker=KXATPMATCH-26APR02SAKMAR
# final_score=7-6(3) 7-5
# score_resolution=7-6 7-5
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-04-02
timestamp,Fabian Marozsan,Stefanos Sakellaridis
2026-04-03T08:15:00Z,69.86,31.00
2026-04-03T08:16:00Z,69.86,33.38
2026-04-03T08:17:00Z,67.01,33.70
2026-04-03T08:18:00Z,67.01,30.91
2026-04-03T08:19:00Z,69.00,31.00
2026-04-03T08:20:00Z,67.00,31.00
2026-04-03T08:21:00Z,67.00,31.00
2026-04-03T08:22:00Z,67.00,33.00
2026-04-03T08:23:00Z,67.00,31.00
2026-04-03T08:25:00Z,67.00,31.00
2026-04-03T08:26:00Z,68.00,33.00
2026-04-03T08:28:00Z,68.00,30.00
2026-04-03T08:29:00Z,69.00,33.00
2026-04-03T08:30:00Z,68.40,31.50
2026-04-03T08:31:00Z,69.00,31.50
2026-04-03T08:32:00Z,70.30,31.50
2026-04-03T08:33:00Z,70.30,32.00
2026-04-03T08:34:00Z,68.37,32.00
2026-04-03T08:35:00Z,68.37,30.53
2026-04-03T08:36:00Z,68.00,30.00
2026-04-03T08:37:00Z,68.00,32.00
2026-04-03T08:39:00Z,70.00,32.00
2026-04-03T08:40:00Z,69.93,32.00
2026-04-03T08:43:00Z,70.00,32.00
2026-04-03T08:44:00Z,71.65,32.00
2026-04-03T08:45:00Z,71.44,31.00
2026-04-03T08:46:00Z,71.44,31.00
2026-04-03T08:47:00Z,71.44,31.00
2026-04-03T08:48:00Z,70.00,30.00
2026-04-03T08:49:00Z,70.00,32.00
2026-04-03T08:50:00Z,69.00,31.00
2026-04-03T08:51:00Z,71.42,31.00
2026-04-03T08:52:00Z,70.60,28.18
2026-04-03T08:53:00Z,69.00,31.00
2026-04-03T08:55:00Z,71.00,31.00
2026-04-03T08:56:00Z,69.00,29.00
2026-04-03T08:58:00Z,70.00,30.00
2026-04-03T08:59:00Z,70.00,30.02
2026-04-03T09:00:00Z,69.00,30.50
2026-04-03T09:01:00Z,69.00,31.00
2026-04-03T09:03:00Z,69.00,32.00
2026-04-03T09:04:00Z,70.00,29.65
2026-04-03T09:05:00Z,68.40,31.00
2026-04-03T09:06:00Z,68.40,31.00
2026-04-03T09:08:00Z,68.00,31.00
2026-04-03T09:09:00Z,68.00,29.33
2026-04-03T09:11:00Z,68.00,31.00
2026-04-03T09:12:00Z,71.00,31.00
2026-04-03T09:13:00Z,71.00,31.00
2026-04-03T09:14:00Z,71.00,31.00
2026-04-03T09:15:00Z,71.00,31.00
2026-04-03T09:16:00Z,71.00,31.00
2026-04-03T09:17:00Z,71.00,29.00
2026-04-03T09:18:00Z,71.00,28.81
2026-04-03T09:19:00Z,71.00,31.10
2026-04-03T09:21:00Z,68.00,30.00
2026-04-03T09:22:00Z,71.00,30.00
2026-04-03T09:23:00Z,71.00,30.78
2026-04-03T09:25:00Z,71.00,31.00
2026-04-03T09:29:00Z,71.00,31.00
2026-04-03T09:30:00Z,71.00,30.42
2026-04-03T09:31:00Z,68.00,32.00
2026-04-03T09:32:00Z,71.73,29.35
2026-04-03T09:33:00Z,71.73,30.00
2026-04-03T09:34:00Z,68.00,31.88
2026-04-03T09:35:00Z,70.00,32.25
2026-04-03T09:36:00Z,70.00,32.00
2026-04-03T09:37:00Z,69.47,32.00
2026-04-03T09:39:00Z,70.96,32.00
2026-04-03T09:40:00Z,70.37,32.00
2026-04-03T09:41:00Z,70.00,32.00
2026-04-03T09:42:00Z,70.19,32.00
2026-04-03T09:43:00Z,70.62,32.00
2026-04-03T09:44:00Z,69.00,31.00
2026-04-03T09:45:00Z,69.00,29.00
2026-04-03T09:46:00Z,72.00,29.86
2026-04-03T09:47:00Z,73.00,27.95
2026-04-03T09:48:00Z,72.15,27.95
2026-04-03T09:49:00Z,72.00,30.16
2026-04-03T09:50:00Z,71.00,30.00
2026-04-03T09:51:00Z,71.97,29.88
2026-04-03T09:52:00Z,66.70,34.09
2026-04-03T09:53:00Z,65.61,36.05
2026-04-03T09:54:00Z,63.85,38.15
2026-04-03T09:55:00Z,58.10,41.92
2026-04-03T09:56:00Z,52.82,48.16
2026-04-03T09:57:00Z,55.43,50.86
2026-04-03T09:58:00Z,47.93,52.69
2026-04-03T09:59:00Z,47.36,56.10
2026-04-03T10:00:00Z,47.27,55.78
2026-04-03T10:01:00Z,48.79,52.06
2026-04-03T10:02:00Z,49.75,51.16
2026-04-03T10:03:00Z,48.52,52.79
2026-04-03T10:04:00Z,47.78,51.91
2026-04-03T10:05:00Z,45.71,56.29
2026-04-03T10:06:00Z,41.46,58.99
2026-04-03T10:07:00Z,39.78,61.34
2026-04-03T10:08:00Z,43.06,58.80
2026-04-03T10:09:00Z,42.00,59.00
2026-04-03T10:10:00Z,39.82,62.01
2026-04-03T10:11:00Z,41.94,57.49
2026-04-03T10:12:00Z,46.57,52.81
2026-04-03T10:13:00Z,51.43,51.03
2026-04-03T10:14:00Z,64.65,32.65
2026-04-03T10:15:00Z,71.57,31.93
2026-04-03T10:16:00Z,70.64,30.22
2026-04-03T10:17:00Z,71.43,28.01
2026-04-03T10:18:00Z,71.08,28.00
2026-04-03T10:19:00Z,71.05,33.79
2026-04-03T10:20:00Z,63.38,39.12
2026-04-03T10:21:00Z,54.53,48.03
2026-04-03T10:22:00Z,61.42,40.85
2026-04-03T10:23:00Z,61.52,41.65
2026-04-03T10:24:00Z,63.84,36.58
2026-04-03T10:25:00Z,70.21,27.36
2026-04-03T10:26:00Z,74.63,23.63
2026-04-03T10:27:00Z,81.91,18.55
2026-04-03T10:28:00Z,84.03,15.36
2026-04-03T10:29:00Z,84.43,14.98
2026-04-03T10:30:00Z,85.00,15.10
2026-04-03T10:31:00Z,84.14,17.94
2026-04-03T10:32:00Z,82.65,18.76
2026-04-03T10:33:00Z,82.14,17.05
2026-04-03T10:34:00Z,81.63,19.77
2026-04-03T10:35:00Z,81.94,17.62
2026-04-03T10:36:00Z,85.01,15.18
2026-04-03T10:37:00Z,84.14,15.72
2026-04-03T10:38:00Z,83.00,17.06
2026-04-03T10:39:00Z,83.30,18.85
2026-04-03T10:40:00Z,82.00,18.19
2026-04-03T10:41:00Z,82.00,18.00
2026-04-03T10:42:00Z,80.17,22.94
2026-04-03T10:43:00Z,81.04,18.30
2026-04-03T10:44:00Z,84.58,21.10
2026-04-03T10:45:00Z,84.58,20.03
2026-04-03T10:46:00Z,77.76,22.21
2026-04-03T10:47:00Z,83.34,20.86
2026-04-03T10:48:00Z,79.01,21.01
2026-04-03T10:49:00Z,79.13,22.73
2026-04-03T10:50:00Z,78.00,21.67
2026-04-03T10:51:00Z,79.00,22.39
2026-04-03T10:52:00Z,77.65,22.30
2026-04-03T10:53:00Z,79.45,15.35
2026-04-03T10:54:00Z,83.59,13.26
2026-04-03T10:55:00Z,88.83,11.05
2026-04-03T10:56:00Z,86.56,14.47
2026-04-03T10:57:00Z,89.76,9.57
2026-04-03T10:58:00Z,95.09,5.49
2026-04-03T10:59:00Z,95.97,4.67
2026-04-03T11:00:00Z,95.94,4.27
2026-04-03T11:01:00Z,97.28,2.42
2026-04-03T11:02:00Z,97.87,3.00
2026-04-03T11:03:00Z,95.24,4.20
2026-04-03T11:04:00Z,82.96,17.65
2026-04-03T11:05:00Z,81.06,19.60
2026-04-03T11:06:00Z,84.33,16.52
2026-04-03T11:07:00Z,87.06,14.50
2026-04-03T11:08:00Z,88.88,11.52
2026-04-03T11:09:00Z,96.76,3.48
2026-04-03T11:10:00Z,97.01,3.00
2026-04-03T11:11:00Z,97.55,2.81
2026-04-03T11:12:00Z,97.30,3.00
2026-04-03T11:13:00Z,97.75,5.02
2026-04-03T11:14:00Z,89.34,15.71
2026-04-03T11:15:00Z,86.95,16.42
2026-04-03T11:16:00Z,84.91,15.69
2026-04-03T11:17:00Z,96.58,6.46
2026-04-03T11:18:00Z,96.68,3.93
2026-04-03T11:19:00Z,96.25,3.94
2026-04-03T11:20:00Z,98.93,1.34
2026-04-03T11:21:00Z,99.00,1.01
2026-04-03T11:22:00Z,99.00,1.00
2026-04-03T11:23:00Z,99.00,1.00
2026-04-03T11:24:00Z,99.00,1.00
2026-04-03T11:25:00Z,99.00,1.00
2026-04-03T11:26:00Z,99.00,1.00
