# event_ticker=KXATPCHALLENGERMATCH-26MAY05SMIYUN
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Yunchaokete Bu
# fav_player=Keegan Smith
# dog_player=Yunchaokete Bu
# kalshi_date=2026-05-05
timestamp,Keegan Smith,Yunchaokete Bu
2026-05-05T08:16:00Z,23.00,79.00
2026-05-05T08:26:00Z,23.00,79.00
2026-05-05T08:29:00Z,23.00,79.00
2026-05-05T08:34:00Z,23.00,79.00
2026-05-05T08:35:00Z,23.00,79.00
2026-05-05T08:36:00Z,23.00,79.00
2026-05-05T08:37:00Z,23.00,79.64
2026-05-05T08:38:00Z,22.79,79.64
2026-05-05T08:39:00Z,23.09,79.64
2026-05-05T08:40:00Z,24.46,79.64
2026-05-05T08:41:00Z,25.00,79.64
2026-05-05T08:42:00Z,25.00,79.64
2026-05-05T08:43:00Z,24.95,79.64
2026-05-05T08:44:00Z,19.00,81.00
2026-05-05T08:45:00Z,19.81,82.45
2026-05-05T08:46:00Z,14.22,85.87
2026-05-05T08:47:00Z,13.00,85.87
2026-05-05T08:48:00Z,13.00,89.00
2026-05-05T08:49:00Z,9.00,89.00
2026-05-05T08:50:00Z,10.00,91.00
2026-05-05T08:51:00Z,10.56,91.00
2026-05-05T08:52:00Z,12.00,89.00
2026-05-05T08:53:00Z,11.00,89.00
2026-05-05T08:54:00Z,13.02,89.00
2026-05-05T08:55:00Z,14.94,84.80
2026-05-05T08:56:00Z,15.37,85.22
2026-05-05T08:57:00Z,12.00,88.66
2026-05-05T08:58:00Z,11.19,88.66
2026-05-05T08:59:00Z,12.00,89.00
2026-05-05T09:00:00Z,12.00,89.00
2026-05-05T09:02:00Z,10.56,89.00
2026-05-05T09:03:00Z,10.78,90.01
2026-05-05T09:04:00Z,11.40,90.01
2026-05-05T09:05:00Z,11.40,89.00
2026-05-05T09:06:00Z,10.00,89.00
2026-05-05T09:07:00Z,8.73,89.00
2026-05-05T09:08:00Z,8.00,89.00
2026-05-05T09:09:00Z,8.00,92.00
2026-05-05T09:10:00Z,6.19,93.00
2026-05-05T09:11:00Z,8.89,93.41
2026-05-05T09:12:00Z,6.96,93.17
2026-05-05T09:13:00Z,9.00,93.17
2026-05-05T09:14:00Z,10.00,93.17
2026-05-05T09:15:00Z,9.00,91.00
2026-05-05T09:16:00Z,10.00,92.00
2026-05-05T09:17:00Z,10.27,92.00
2026-05-05T09:18:00Z,13.00,88.00
2026-05-05T09:20:00Z,9.04,88.00
2026-05-05T09:21:00Z,11.42,88.00
2026-05-05T09:22:00Z,11.00,88.00
2026-05-05T09:24:00Z,13.28,90.00
2026-05-05T09:25:00Z,12.89,88.00
2026-05-05T09:26:00Z,11.00,88.00
2026-05-05T09:27:00Z,11.91,89.00
2026-05-05T09:28:00Z,11.15,89.00
2026-05-05T09:30:00Z,12.84,89.00
2026-05-05T09:31:00Z,12.00,89.00
2026-05-05T09:32:00Z,10.87,90.00
2026-05-05T09:33:00Z,9.07,90.90
2026-05-05T09:34:00Z,12.74,88.00
2026-05-05T09:35:00Z,13.00,88.00
2026-05-05T09:36:00Z,13.94,85.00
2026-05-05T09:37:00Z,13.97,87.00
2026-05-05T09:38:00Z,11.41,89.31
2026-05-05T09:39:00Z,14.76,86.64
2026-05-05T09:40:00Z,15.00,86.00
2026-05-05T09:41:00Z,14.00,87.00
2026-05-05T09:42:00Z,14.34,85.00
2026-05-05T09:43:00Z,15.00,86.58
2026-05-05T09:44:00Z,14.31,87.00
2026-05-05T09:45:00Z,10.18,88.57
2026-05-05T09:46:00Z,8.27,92.70
2026-05-05T09:47:00Z,11.98,89.37
2026-05-05T09:48:00Z,5.18,95.89
2026-05-05T09:49:00Z,1.20,98.90
2026-05-05T09:50:00Z,1.56,98.04
2026-05-05T09:51:00Z,1.00,99.00
2026-05-05T09:52:00Z,1.00,99.00
