# event_ticker=KXATPCHALLENGERMATCH-26MAR03RODGRE
# final_score=6-3 1-0 RET
# match_winner=Jurij Rodionov
# fav_player=Jurij Rodionov
# dog_player=Hugo Grenier
# kalshi_date=2026-03-03
timestamp,Jurij Rodionov,Hugo Grenier
2026-03-03T17:27:00Z,84.84,16.44
2026-03-03T17:28:00Z,85.46,20.88
2026-03-03T17:29:00Z,82.82,18.43
2026-03-03T17:30:00Z,82.00,19.95
2026-03-03T17:31:00Z,87.32,13.26
2026-03-03T17:32:00Z,91.72,9.39
2026-03-03T17:33:00Z,96.77,4.49
2026-03-03T17:34:00Z,98.88,1.27
2026-03-03T17:35:00Z,99.00,1.00
2026-03-03T17:36:00Z,99.00,1.00
2026-03-03T17:37:00Z,99.00,1.00
2026-03-03T17:38:00Z,99.00,1.00
2026-03-03T17:39:00Z,99.00,1.00
2026-03-03T17:40:00Z,99.00,1.00
2026-03-03T17:41:00Z,99.00,1.00
