# event_ticker=KXATPCHALLENGERMATCH-26APR27DHABEL
# final_score=7-5 4-6 7-6(8)
# score_resolution=7-5 4-6 7-6
# match_winner=Manas Dhamne
# fav_player=Manas Dhamne
# dog_player=Nikita Belozertsev
# kalshi_date=2026-04-27
timestamp,Manas Dhamne,Nikita Belozertsev
2026-04-27T11:24:00Z,38.00,61.64
2026-04-27T11:25:00Z,38.00,61.64
2026-04-27T11:26:00Z,38.00,61.64
2026-04-27T11:27:00Z,40.00,64.57
2026-04-27T11:28:00Z,40.00,65.00
2026-04-27T11:29:00Z,38.00,65.00
2026-04-27T11:30:00Z,43.00,54.42
2026-04-27T11:31:00Z,45.78,42.13
2026-04-27T11:32:00Z,58.27,47.00
2026-04-27T11:33:00Z,54.90,47.00
2026-04-27T11:34:00Z,58.38,41.93
2026-04-27T11:35:00Z,64.23,38.00
2026-04-27T11:36:00Z,66.47,32.61
2026-04-27T11:37:00Z,65.39,33.84
2026-04-27T11:38:00Z,70.51,30.00
2026-04-27T11:39:00Z,71.07,21.00
2026-04-27T11:40:00Z,68.00,17.82
2026-04-27T11:41:00Z,74.00,17.82
2026-04-27T11:42:00Z,74.00,20.00
2026-04-27T11:43:00Z,74.00,23.00
2026-04-27T11:44:00Z,74.00,18.00
2026-04-27T11:45:00Z,78.76,19.50
2026-04-27T11:47:00Z,81.00,22.00
2026-04-27T11:48:00Z,81.39,19.75
2026-04-27T11:49:00Z,82.92,16.00
2026-04-27T11:50:00Z,84.00,16.00
2026-04-27T11:51:00Z,84.00,18.54
2026-04-27T11:52:00Z,83.61,18.54
2026-04-27T11:53:00Z,83.91,16.00
2026-04-27T11:54:00Z,88.00,17.00
2026-04-27T11:55:00Z,88.00,17.00
2026-04-27T11:56:00Z,88.44,14.65
2026-04-27T11:57:00Z,88.00,14.65
2026-04-27T11:58:00Z,85.25,16.24
2026-04-27T11:59:00Z,84.00,16.24
2026-04-27T12:00:00Z,85.00,16.24
2026-04-27T12:01:00Z,85.00,16.24
2026-04-27T12:02:00Z,85.00,18.00
2026-04-27T12:03:00Z,85.55,19.00
2026-04-27T12:04:00Z,87.10,15.81
2026-04-27T12:05:00Z,87.65,14.92
2026-04-27T12:06:00Z,85.00,16.39
2026-04-27T12:07:00Z,84.00,18.00
2026-04-27T12:08:00Z,84.00,18.51
2026-04-27T12:09:00Z,80.10,21.87
2026-04-27T12:10:00Z,77.76,30.41
2026-04-27T12:11:00Z,72.97,32.00
2026-04-27T12:12:00Z,74.00,27.00
2026-04-27T12:13:00Z,75.79,27.00
2026-04-27T12:14:00Z,78.00,27.00
2026-04-27T12:15:00Z,78.00,25.00
2026-04-27T12:16:00Z,80.81,16.27
2026-04-27T12:17:00Z,81.96,17.86
2026-04-27T12:18:00Z,85.64,16.63
2026-04-27T12:19:00Z,86.22,17.00
2026-04-27T12:20:00Z,85.00,17.00
2026-04-27T12:21:00Z,84.00,18.00
2026-04-27T12:22:00Z,82.81,18.00
2026-04-27T12:23:00Z,79.14,21.00
2026-04-27T12:24:00Z,78.00,24.67
2026-04-27T12:25:00Z,79.75,24.00
2026-04-27T12:26:00Z,82.50,17.43
2026-04-27T12:27:00Z,82.50,18.04
2026-04-27T12:28:00Z,82.50,22.00
2026-04-27T12:30:00Z,79.00,23.87
2026-04-27T12:31:00Z,77.70,23.87
2026-04-27T12:33:00Z,64.88,35.18
2026-04-27T12:34:00Z,60.00,39.81
2026-04-27T12:35:00Z,60.00,43.94
2026-04-27T12:36:00Z,57.01,44.11
2026-04-27T12:37:00Z,57.00,46.00
2026-04-27T12:38:00Z,56.72,45.97
2026-04-27T12:39:00Z,52.63,48.27
2026-04-27T12:40:00Z,55.82,43.94
2026-04-27T12:41:00Z,63.36,42.24
2026-04-27T12:42:00Z,64.88,35.34
2026-04-27T12:43:00Z,67.82,26.71
2026-04-27T12:44:00Z,79.24,22.34
2026-04-27T12:45:00Z,74.87,24.90
2026-04-27T12:46:00Z,57.92,35.09
2026-04-27T12:47:00Z,61.80,40.61
2026-04-27T12:48:00Z,63.85,33.49
2026-04-27T12:49:00Z,61.07,38.96
2026-04-27T12:50:00Z,53.84,46.67
2026-04-27T12:51:00Z,51.45,50.71
2026-04-27T12:52:00Z,50.88,51.55
2026-04-27T12:53:00Z,46.98,54.00
2026-04-27T12:54:00Z,48.50,50.24
2026-04-27T12:55:00Z,46.37,58.30
2026-04-27T12:56:00Z,46.64,53.14
2026-04-27T12:57:00Z,54.01,47.15
2026-04-27T12:58:00Z,53.90,48.19
2026-04-27T12:59:00Z,49.87,52.00
2026-04-27T13:00:00Z,48.28,53.28
2026-04-27T13:01:00Z,54.13,45.30
2026-04-27T13:02:00Z,53.11,51.46
2026-04-27T13:03:00Z,50.05,51.90
2026-04-27T13:04:00Z,52.36,50.66
2026-04-27T13:05:00Z,54.41,45.36
2026-04-27T13:06:00Z,53.88,49.17
2026-04-27T13:07:00Z,50.01,62.90
2026-04-27T13:08:00Z,53.09,47.31
2026-04-27T13:09:00Z,53.04,50.73
2026-04-27T13:10:00Z,45.84,55.37
2026-04-27T13:11:00Z,45.00,56.00
2026-04-27T13:12:00Z,31.35,67.77
2026-04-27T13:13:00Z,23.55,72.45
2026-04-27T13:14:00Z,39.21,62.76
2026-04-27T13:15:00Z,49.26,52.70
2026-04-27T13:16:00Z,55.59,46.41
2026-04-27T13:17:00Z,63.35,48.70
2026-04-27T13:18:00Z,52.83,48.32
2026-04-27T13:19:00Z,45.06,58.12
2026-04-27T13:20:00Z,41.77,62.64
2026-04-27T13:21:00Z,47.82,57.08
2026-04-27T13:22:00Z,54.58,49.00
2026-04-27T13:23:00Z,53.29,47.35
2026-04-27T13:24:00Z,46.54,55.28
2026-04-27T13:25:00Z,41.30,58.42
2026-04-27T13:26:00Z,41.91,60.52
2026-04-27T13:27:00Z,31.07,75.98
2026-04-27T13:28:00Z,23.74,76.00
2026-04-27T13:29:00Z,42.17,64.30
2026-04-27T13:30:00Z,50.62,49.53
2026-04-27T13:31:00Z,63.24,42.81
2026-04-27T13:32:00Z,62.75,43.21
2026-04-27T13:33:00Z,63.39,38.19
2026-04-27T13:34:00Z,78.70,19.31
2026-04-27T13:35:00Z,87.83,12.99
2026-04-27T13:36:00Z,73.92,28.15
2026-04-27T13:37:00Z,58.56,39.81
2026-04-27T13:38:00Z,62.93,31.62
2026-04-27T13:39:00Z,92.33,12.59
2026-04-27T13:40:00Z,72.35,31.53
2026-04-27T13:41:00Z,61.96,38.99
2026-04-27T13:42:00Z,82.53,19.03
2026-04-27T13:43:00Z,38.80,59.09
2026-04-27T13:44:00Z,36.91,68.19
2026-04-27T13:45:00Z,72.74,33.51
2026-04-27T13:46:00Z,90.41,14.14
2026-04-27T13:47:00Z,99.00,1.00
2026-04-27T13:48:00Z,99.00,1.00
2026-04-27T13:49:00Z,99.00,1.00
2026-04-27T13:50:00Z,99.00,1.00
2026-04-27T13:51:00Z,99.00,1.00
2026-04-27T13:52:00Z,99.00,1.00
