# event_ticker=KXATPMATCH-25OCT02UGOATM
# final_score=4-4 RET
# match_winner=Camilo Ugo Carabelli
# fav_player=Terence Atmane
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2025-10-02
timestamp,Terence Atmane,Camilo Ugo Carabelli
2025-10-02T05:46:00Z,1.00,99.00
2025-10-02T05:47:00Z,1.00,99.00
2025-10-02T05:50:00Z,1.00,99.00
2025-10-02T05:53:00Z,1.00,99.00
2025-10-02T05:54:00Z,1.00,99.00
2025-10-02T05:55:00Z,1.00,99.00
2025-10-02T06:00:00Z,1.00,99.00
2025-10-02T06:02:00Z,1.00,99.00
2025-10-02T06:14:00Z,1.00,99.00
2025-10-02T06:23:00Z,1.00,99.00
2025-10-02T06:34:00Z,1.00,99.00
2025-10-02T06:40:00Z,1.00,99.00
2025-10-02T09:03:00Z,1.00,99.00
2025-10-02T09:18:00Z,1.00,99.00
2025-10-02T09:52:00Z,1.00,99.00
2025-10-02T10:13:00Z,1.00,99.00
2025-10-02T10:16:00Z,1.00,99.00
2025-10-02T10:23:00Z,1.00,99.00
2025-10-02T10:31:00Z,1.00,99.00
2025-10-02T10:33:00Z,1.00,99.00
2025-10-02T10:38:00Z,1.00,99.00
2025-10-02T10:41:00Z,1.00,99.00
2025-10-02T10:55:00Z,1.00,99.00
2025-10-02T10:57:00Z,1.00,99.00
2025-10-02T10:59:00Z,1.00,99.00
2025-10-02T11:13:00Z,1.00,99.00
2025-10-02T11:20:00Z,1.00,99.00
2025-10-02T11:22:00Z,1.00,99.00
2025-10-02T11:26:00Z,1.00,99.00
2025-10-02T11:31:00Z,1.00,99.00
2025-10-02T11:35:00Z,1.00,99.00
2025-10-02T11:38:00Z,1.00,99.00
2025-10-02T11:39:00Z,1.00,99.00
2025-10-02T12:13:00Z,1.00,99.00
2025-10-02T12:17:00Z,1.00,99.00
2025-10-02T12:27:00Z,1.00,99.00
2025-10-02T12:36:00Z,1.00,99.00
2025-10-02T12:59:00Z,1.00,99.00
2025-10-02T13:15:00Z,1.00,99.00
2025-10-02T13:19:00Z,1.00,99.00
2025-10-02T13:21:00Z,1.00,99.00
2025-10-02T13:24:00Z,1.00,99.00
2025-10-02T13:28:00Z,1.00,99.00
2025-10-02T13:32:00Z,1.00,99.00
2025-10-02T13:38:00Z,1.00,99.00
2025-10-02T13:49:00Z,1.00,99.00
2025-10-02T13:59:00Z,1.00,99.00
2025-10-02T14:04:00Z,1.00,99.00
2025-10-02T14:17:00Z,1.00,99.00
2025-10-02T14:18:00Z,1.00,99.00
2025-10-02T14:26:00Z,1.00,99.00
2025-10-02T14:27:00Z,1.00,99.00
