# event_ticker=KXATPMATCH-26FEB17MOCKHA
# final_score=6-1 3-6 6-4
# match_winner=Karen Khachanov
# fav_player=Karen Khachanov
# dog_player=Shintaro Mochizuki
# kalshi_date=2026-02-17
timestamp,Karen Khachanov,Shintaro Mochizuki
2026-02-17T14:02:00Z,44.32,58.45
2026-02-17T14:03:00Z,41.32,61.32
2026-02-17T14:04:00Z,52.89,52.76
2026-02-17T14:05:00Z,71.07,31.78
2026-02-17T14:06:00Z,73.76,28.96
2026-02-17T14:07:00Z,74.06,28.89
2026-02-17T14:08:00Z,67.73,36.72
2026-02-17T14:09:00Z,67.40,33.28
2026-02-17T14:10:00Z,79.82,20.88
2026-02-17T14:11:00Z,80.95,20.89
2026-02-17T14:12:00Z,75.90,27.97
2026-02-17T14:13:00Z,71.82,29.81
2026-02-17T14:14:00Z,70.32,30.12
2026-02-17T14:15:00Z,65.41,31.54
2026-02-17T14:16:00Z,72.61,29.65
2026-02-17T14:17:00Z,73.81,24.27
2026-02-17T14:18:00Z,79.45,21.57
2026-02-17T14:19:00Z,79.49,21.95
2026-02-17T14:20:00Z,90.08,9.98
2026-02-17T14:21:00Z,87.51,12.12
2026-02-17T14:22:00Z,87.33,14.57
2026-02-17T14:23:00Z,86.26,14.68
2026-02-17T14:24:00Z,98.75,1.36
2026-02-17T14:25:00Z,99.00,1.00
2026-02-17T14:26:00Z,99.00,1.00
2026-02-17T14:27:00Z,99.00,1.00
2026-02-17T14:28:00Z,99.00,1.00
2026-02-17T14:29:00Z,99.00,1.00
2026-02-17T14:30:00Z,99.00,1.00
2026-02-17T14:31:00Z,99.00,1.00
2026-02-17T14:32:00Z,99.00,1.00
