# event_ticker=KXATPCHALLENGERMATCH-26APR22CADVAS
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jacopo Vasami
# fav_player=Gianluca Cadenasso
# dog_player=Jacopo Vasami
# kalshi_date=2026-04-22
timestamp,Gianluca Cadenasso,Jacopo Vasami
2026-04-22T14:23:00Z,41.58,60.14
2026-04-22T14:24:00Z,42.91,61.92
2026-04-22T14:25:00Z,46.93,55.91
2026-04-22T14:26:00Z,47.48,48.29
2026-04-22T14:27:00Z,53.00,48.00
2026-04-22T14:28:00Z,54.48,48.21
2026-04-22T14:29:00Z,54.49,45.00
2026-04-22T14:30:00Z,56.00,44.02
2026-04-22T14:31:00Z,55.78,45.25
2026-04-22T14:32:00Z,54.39,46.81
2026-04-22T14:33:00Z,54.90,46.66
2026-04-22T14:34:00Z,53.29,47.00
2026-04-22T14:35:00Z,56.18,44.72
2026-04-22T14:36:00Z,56.65,44.00
2026-04-22T14:37:00Z,57.00,43.00
2026-04-22T14:38:00Z,61.95,40.28
2026-04-22T14:39:00Z,56.05,43.94
2026-04-22T14:40:00Z,53.60,45.86
2026-04-22T14:41:00Z,53.79,47.82
2026-04-22T14:42:00Z,55.42,46.00
2026-04-22T14:43:00Z,58.01,43.00
2026-04-22T14:44:00Z,59.36,41.25
2026-04-22T14:45:00Z,59.94,42.17
2026-04-22T14:46:00Z,56.00,42.31
2026-04-22T14:47:00Z,56.11,44.73
2026-04-22T14:48:00Z,56.05,43.18
2026-04-22T14:49:00Z,51.24,47.30
2026-04-22T14:50:00Z,44.79,53.65
2026-04-22T14:51:00Z,38.32,66.94
2026-04-22T14:52:00Z,32.98,68.00
2026-04-22T14:53:00Z,39.41,63.44
2026-04-22T14:54:00Z,41.69,61.88
2026-04-22T14:55:00Z,28.95,70.54
2026-04-22T14:56:00Z,27.02,72.35
2026-04-22T14:57:00Z,26.52,72.26
2026-04-22T14:58:00Z,25.46,74.14
2026-04-22T14:59:00Z,21.53,77.77
2026-04-22T15:00:00Z,13.13,86.58
2026-04-22T15:01:00Z,16.23,85.81
2026-04-22T15:02:00Z,15.81,83.00
2026-04-22T15:03:00Z,15.06,83.89
2026-04-22T15:04:00Z,22.44,77.20
2026-04-22T15:05:00Z,25.43,74.29
2026-04-22T15:06:00Z,27.01,76.41
2026-04-22T15:07:00Z,18.84,80.08
2026-04-22T15:08:00Z,14.04,85.82
2026-04-22T15:09:00Z,13.73,86.00
2026-04-22T15:10:00Z,16.95,83.94
2026-04-22T15:11:00Z,12.87,87.19
2026-04-22T15:12:00Z,9.60,90.87
2026-04-22T15:13:00Z,8.09,92.25
2026-04-22T15:14:00Z,4.88,94.20
2026-04-22T15:15:00Z,6.90,93.55
2026-04-22T15:16:00Z,7.63,92.43
2026-04-22T15:17:00Z,8.59,91.00
2026-04-22T15:18:00Z,9.04,93.06
2026-04-22T15:19:00Z,7.84,92.66
2026-04-22T15:20:00Z,7.00,91.86
2026-04-22T15:21:00Z,8.92,91.09
2026-04-22T15:22:00Z,6.21,94.74
2026-04-22T15:23:00Z,8.61,93.38
2026-04-22T15:24:00Z,8.80,93.42
2026-04-22T15:25:00Z,3.41,96.27
2026-04-22T15:26:00Z,2.42,98.01
2026-04-22T15:27:00Z,1.02,98.97
2026-04-22T15:28:00Z,1.32,98.73
2026-04-22T15:29:00Z,1.11,99.00
2026-04-22T15:30:00Z,1.11,99.00
2026-04-22T15:31:00Z,1.00,99.00
2026-04-22T15:32:00Z,1.00,99.00
2026-04-22T15:33:00Z,1.00,99.00
2026-04-22T15:34:00Z,1.00,98.95
2026-04-22T15:35:00Z,1.40,99.00
2026-04-22T15:36:00Z,1.00,99.00
2026-04-22T15:37:00Z,1.00,99.00
