# event_ticker=KXATPCHALLENGERMATCH-26MAY11FERSAC
# final_score=7-5 6-3
# match_winner=Arthur Fery
# fav_player=Arthur Fery
# dog_player=Vitaliy Sachko
# kalshi_date=2026-05-11
timestamp,Arthur Fery,Vitaliy Sachko
2026-05-11T16:55:00Z,93.83,5.55
2026-05-11T16:56:00Z,94.19,5.15
2026-05-11T16:57:00Z,91.04,8.75
2026-05-11T16:58:00Z,90.97,8.75
2026-05-11T16:59:00Z,88.69,10.43
2026-05-11T17:00:00Z,91.30,8.60
2026-05-11T17:01:00Z,92.75,8.81
2026-05-11T17:02:00Z,97.96,3.38
2026-05-11T17:03:00Z,98.04,2.05
2026-05-11T17:04:00Z,98.95,1.47
2026-05-11T17:05:00Z,98.49,1.00
2026-05-11T17:06:00Z,97.04,3.08
2026-05-11T17:07:00Z,98.03,1.22
2026-05-11T17:08:00Z,99.00,1.22
2026-05-11T17:09:00Z,99.00,1.22
2026-05-11T17:11:00Z,99.00,1.22
