# event_ticker=KXATPCHALLENGERMATCH-26APR06PERKOZ
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Stefan Kozlov
# fav_player=Raphael Perot
# dog_player=Stefan Kozlov
# kalshi_date=2026-04-06
timestamp,Raphael Perot,Stefan Kozlov
2026-04-06T22:02:00Z,40.00,62.65
2026-04-06T22:03:00Z,39.05,63.24
2026-04-06T22:04:00Z,39.00,62.60
2026-04-06T22:05:00Z,38.66,63.53
2026-04-06T22:06:00Z,39.62,62.93
2026-04-06T22:07:00Z,40.57,64.33
2026-04-06T22:08:00Z,35.39,67.68
2026-04-06T22:09:00Z,37.17,63.48
2026-04-06T22:10:00Z,38.77,62.26
2026-04-06T22:11:00Z,44.39,58.36
2026-04-06T22:12:00Z,45.73,55.00
2026-04-06T22:13:00Z,51.17,49.05
2026-04-06T22:14:00Z,50.98,51.56
2026-04-06T22:15:00Z,49.34,52.40
2026-04-06T22:16:00Z,42.05,57.60
2026-04-06T22:17:00Z,44.96,57.79
2026-04-06T22:18:00Z,40.97,58.47
2026-04-06T22:19:00Z,36.20,62.82
2026-04-06T22:20:00Z,37.49,62.73
2026-04-06T22:21:00Z,34.06,65.96
2026-04-06T22:22:00Z,30.33,70.00
2026-04-06T22:23:00Z,31.53,69.71
2026-04-06T22:24:00Z,33.63,69.95
2026-04-06T22:25:00Z,31.95,68.07
2026-04-06T22:26:00Z,27.76,70.36
2026-04-06T22:27:00Z,31.41,68.79
2026-04-06T22:28:00Z,36.16,65.10
2026-04-06T22:29:00Z,31.46,67.28
2026-04-06T22:30:00Z,31.96,71.45
2026-04-06T22:31:00Z,31.35,69.14
2026-04-06T22:32:00Z,26.95,72.59
2026-04-06T22:33:00Z,30.31,71.59
2026-04-06T22:34:00Z,25.03,73.79
2026-04-06T22:35:00Z,27.43,75.39
2026-04-06T22:36:00Z,27.29,73.15
2026-04-06T22:37:00Z,29.05,70.95
2026-04-06T22:38:00Z,30.00,70.90
2026-04-06T22:39:00Z,28.20,72.77
2026-04-06T22:40:00Z,23.42,76.72
2026-04-06T22:41:00Z,24.16,76.95
2026-04-06T22:42:00Z,22.03,76.59
2026-04-06T22:43:00Z,24.06,76.66
2026-04-06T22:44:00Z,25.74,77.28
2026-04-06T22:45:00Z,26.88,75.06
2026-04-06T22:46:00Z,27.76,73.54
2026-04-06T22:47:00Z,29.85,71.69
2026-04-06T22:48:00Z,24.10,76.00
2026-04-06T22:49:00Z,21.18,78.50
2026-04-06T22:50:00Z,16.16,81.16
2026-04-06T22:51:00Z,15.09,86.55
2026-04-06T22:52:00Z,15.86,85.60
2026-04-06T22:53:00Z,15.72,85.97
2026-04-06T22:54:00Z,15.00,85.07
2026-04-06T22:55:00Z,15.00,86.00
2026-04-06T22:56:00Z,15.42,86.00
2026-04-06T22:57:00Z,16.22,84.91
2026-04-06T22:58:00Z,17.98,81.32
2026-04-06T22:59:00Z,25.20,75.36
2026-04-06T23:00:00Z,28.24,72.26
2026-04-06T23:01:00Z,28.25,73.28
2026-04-06T23:02:00Z,28.30,71.84
2026-04-06T23:03:00Z,25.70,78.30
2026-04-06T23:04:00Z,25.09,76.19
2026-04-06T23:05:00Z,24.43,75.61
2026-04-06T23:06:00Z,23.79,78.58
2026-04-06T23:07:00Z,29.28,71.46
2026-04-06T23:08:00Z,24.08,78.45
2026-04-06T23:09:00Z,16.92,82.62
2026-04-06T23:10:00Z,15.55,85.73
2026-04-06T23:11:00Z,17.11,84.63
2026-04-06T23:12:00Z,12.18,87.22
2026-04-06T23:13:00Z,12.99,87.18
2026-04-06T23:14:00Z,13.81,86.04
2026-04-06T23:15:00Z,11.55,88.08
2026-04-06T23:16:00Z,7.36,91.69
2026-04-06T23:17:00Z,8.14,95.45
2026-04-06T23:18:00Z,4.82,95.61
2026-04-06T23:19:00Z,2.10,97.90
2026-04-06T23:20:00Z,2.97,97.61
2026-04-06T23:21:00Z,1.25,97.86
2026-04-06T23:22:00Z,1.01,98.92
2026-04-06T23:23:00Z,1.13,99.00
2026-04-06T23:24:00Z,1.00,99.00
2026-04-06T23:25:00Z,1.00,99.00
2026-04-06T23:26:00Z,1.00,99.00
2026-04-06T23:27:00Z,1.00,99.00
2026-04-06T23:28:00Z,1.00,99.00
2026-04-06T23:31:00Z,1.00,99.00
2026-04-06T23:32:00Z,1.00,99.00
2026-04-06T23:33:00Z,1.00,99.00
