# event_ticker=KXATPMATCH-25OCT04DAVARN
# final_score=6-4 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Matteo Arnaldi
# kalshi_date=2025-10-04
timestamp,Alejandro Davidovich Fokina,Matteo Arnaldi
2025-10-04T08:53:00Z,83.00,19.00
2025-10-04T08:54:00Z,83.00,19.63
2025-10-04T08:55:00Z,85.64,18.00
2025-10-04T08:57:00Z,85.57,17.00
2025-10-04T08:58:00Z,85.57,15.00
2025-10-04T08:59:00Z,84.00,15.00
2025-10-04T09:00:00Z,86.63,15.26
2025-10-04T09:01:00Z,88.00,12.21
2025-10-04T09:02:00Z,88.00,12.00
2025-10-04T09:03:00Z,91.07,10.61
2025-10-04T09:04:00Z,95.42,7.00
2025-10-04T09:05:00Z,95.77,5.72
2025-10-04T09:06:00Z,96.00,4.15
2025-10-04T09:07:00Z,95.00,6.00
2025-10-04T09:08:00Z,95.00,6.03
2025-10-04T09:09:00Z,94.33,6.01
2025-10-04T09:10:00Z,94.33,5.71
2025-10-04T09:11:00Z,95.13,7.09
2025-10-04T09:12:00Z,95.13,6.30
2025-10-04T09:13:00Z,92.13,13.22
2025-10-04T09:14:00Z,96.00,4.46
2025-10-04T09:15:00Z,96.00,3.00
2025-10-04T09:16:00Z,96.00,3.00
2025-10-04T09:17:00Z,94.00,7.00
2025-10-04T09:18:00Z,94.00,7.00
2025-10-04T09:19:00Z,94.00,5.59
2025-10-04T09:20:00Z,92.00,5.59
2025-10-04T09:21:00Z,91.00,8.45
2025-10-04T09:22:00Z,91.00,6.00
2025-10-04T09:24:00Z,96.41,2.57
2025-10-04T09:25:00Z,96.41,5.00
2025-10-04T09:26:00Z,95.96,5.00
2025-10-04T09:27:00Z,95.00,6.00
2025-10-04T09:28:00Z,95.00,6.00
2025-10-04T09:29:00Z,95.00,5.57
2025-10-04T09:30:00Z,95.00,5.00
2025-10-04T09:31:00Z,96.00,3.00
2025-10-04T09:32:00Z,97.26,3.00
2025-10-04T09:33:00Z,97.26,2.00
2025-10-04T09:34:00Z,96.75,4.15
2025-10-04T09:35:00Z,95.66,3.40
2025-10-04T09:36:00Z,97.00,3.21
2025-10-04T09:37:00Z,97.00,5.60
2025-10-04T09:38:00Z,95.18,4.00
2025-10-04T09:39:00Z,96.79,8.00
2025-10-04T09:40:00Z,94.00,5.40
2025-10-04T09:41:00Z,92.72,6.17
2025-10-04T09:42:00Z,89.02,11.31
2025-10-04T09:43:00Z,97.16,6.00
2025-10-04T09:44:00Z,97.51,4.00
2025-10-04T09:45:00Z,96.86,6.00
2025-10-04T09:46:00Z,97.07,3.28
2025-10-04T09:47:00Z,98.98,1.00
2025-10-04T09:48:00Z,99.00,1.00
2025-10-04T09:51:00Z,99.00,1.00
