# event_ticker=KXATPCHALLENGERMATCH-26APR11BELPRI
# final_score=7-6(1) 6-4
# score_resolution=7-6 6-4
# match_winner=Dino Prizmic
# fav_player=Dino Prizmic
# dog_player=Mattia Bellucci
# kalshi_date=2026-04-11
timestamp,Dino Prizmic,Mattia Bellucci
2026-04-11T11:22:00Z,63.00,41.49
2026-04-11T11:23:00Z,67.31,40.05
2026-04-11T11:24:00Z,64.00,38.00
2026-04-11T11:25:00Z,65.34,36.25
2026-04-11T11:26:00Z,62.00,35.93
2026-04-11T11:27:00Z,59.35,43.90
2026-04-11T11:28:00Z,59.75,40.39
2026-04-11T11:29:00Z,60.46,38.79
2026-04-11T11:30:00Z,62.72,39.14
2026-04-11T11:31:00Z,52.74,50.24
2026-04-11T11:32:00Z,51.00,51.66
2026-04-11T11:33:00Z,47.30,51.77
2026-04-11T11:34:00Z,43.91,57.99
2026-04-11T11:35:00Z,41.17,60.20
2026-04-11T11:36:00Z,41.17,57.02
2026-04-11T11:37:00Z,44.60,54.37
2026-04-11T11:38:00Z,46.00,55.47
2026-04-11T11:39:00Z,46.68,55.34
2026-04-11T11:40:00Z,50.95,49.83
2026-04-11T11:41:00Z,47.00,52.80
2026-04-11T11:42:00Z,54.65,40.52
2026-04-11T11:43:00Z,66.79,33.57
2026-04-11T11:44:00Z,68.00,30.46
2026-04-11T11:45:00Z,70.10,32.63
2026-04-11T11:46:00Z,73.26,28.99
2026-04-11T11:47:00Z,74.46,25.80
2026-04-11T11:48:00Z,68.08,30.84
2026-04-11T11:49:00Z,68.78,30.49
2026-04-11T11:50:00Z,69.00,32.83
2026-04-11T11:51:00Z,69.05,31.47
2026-04-11T11:52:00Z,68.51,33.33
2026-04-11T11:53:00Z,71.89,28.98
2026-04-11T11:54:00Z,75.46,23.91
2026-04-11T11:55:00Z,82.41,15.15
2026-04-11T11:56:00Z,88.14,13.28
2026-04-11T11:57:00Z,88.15,12.16
2026-04-11T11:58:00Z,87.80,11.72
2026-04-11T11:59:00Z,89.44,11.74
2026-04-11T12:00:00Z,89.25,10.93
2026-04-11T12:01:00Z,89.00,10.93
2026-04-11T12:02:00Z,89.00,11.57
2026-04-11T12:03:00Z,90.00,11.97
2026-04-11T12:04:00Z,88.52,11.66
2026-04-11T12:05:00Z,88.34,12.53
2026-04-11T12:06:00Z,90.36,10.02
2026-04-11T12:07:00Z,90.36,11.92
2026-04-11T12:08:00Z,89.00,11.52
2026-04-11T12:09:00Z,88.20,13.62
2026-04-11T12:10:00Z,86.07,14.03
2026-04-11T12:11:00Z,88.00,12.72
2026-04-11T12:12:00Z,89.00,12.36
2026-04-11T12:13:00Z,87.16,15.86
2026-04-11T12:14:00Z,85.29,15.89
2026-04-11T12:15:00Z,89.00,12.69
2026-04-11T12:16:00Z,89.00,11.57
2026-04-11T12:17:00Z,90.55,10.26
2026-04-11T12:18:00Z,90.97,8.76
2026-04-11T12:19:00Z,93.87,6.19
2026-04-11T12:20:00Z,93.45,8.60
2026-04-11T12:21:00Z,93.79,5.74
2026-04-11T12:22:00Z,95.00,6.00
2026-04-11T12:23:00Z,95.00,5.22
2026-04-11T12:24:00Z,95.90,5.91
2026-04-11T12:25:00Z,93.24,7.03
2026-04-11T12:26:00Z,95.28,6.53
2026-04-11T12:27:00Z,96.58,3.33
2026-04-11T12:28:00Z,96.15,2.98
2026-04-11T12:29:00Z,96.26,4.73
2026-04-11T12:30:00Z,96.17,4.10
2026-04-11T12:31:00Z,96.29,4.76
2026-04-11T12:32:00Z,95.00,5.00
2026-04-11T12:33:00Z,97.00,3.13
2026-04-11T12:34:00Z,96.52,4.00
2026-04-11T12:35:00Z,97.21,3.33
2026-04-11T12:36:00Z,97.01,3.98
2026-04-11T12:37:00Z,97.00,2.99
2026-04-11T12:38:00Z,97.00,2.43
2026-04-11T12:39:00Z,97.07,2.43
2026-04-11T12:40:00Z,97.07,2.17
2026-04-11T12:41:00Z,97.95,3.93
2026-04-11T12:42:00Z,96.95,3.76
2026-04-11T12:43:00Z,97.00,3.02
2026-04-11T12:44:00Z,97.07,1.00
2026-04-11T12:45:00Z,98.16,1.13
2026-04-11T12:46:00Z,99.00,1.84
2026-04-11T12:47:00Z,98.00,2.81
2026-04-11T12:48:00Z,98.00,2.71
2026-04-11T12:49:00Z,97.47,3.00
2026-04-11T12:50:00Z,97.05,3.00
2026-04-11T12:51:00Z,99.00,1.83
2026-04-11T12:52:00Z,99.00,1.00
2026-04-11T12:53:00Z,99.00,1.00
2026-04-11T12:54:00Z,99.00,1.00
2026-04-11T12:56:00Z,99.00,1.00
2026-04-11T13:02:00Z,99.00,1.00
