# event_ticker=KXATPCHALLENGERMATCH-26APR15BINBRO
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Charles Broom
# fav_player=Alexandr Binda
# dog_player=Charles Broom
# kalshi_date=2026-04-15
timestamp,Alexandr Binda,Charles Broom
2026-04-16T04:33:00Z,7.78,94.03
2026-04-16T04:34:00Z,5.68,94.03
2026-04-16T04:35:00Z,6.00,94.03
2026-04-16T04:36:00Z,5.34,94.03
2026-04-16T04:37:00Z,7.01,95.00
2026-04-16T04:38:00Z,8.00,94.72
2026-04-16T04:39:00Z,5.11,95.84
2026-04-16T04:40:00Z,9.97,89.54
2026-04-16T04:41:00Z,10.59,92.90
2026-04-16T04:42:00Z,12.35,90.50
2026-04-16T04:43:00Z,12.35,94.00
2026-04-16T04:44:00Z,11.35,92.62
2026-04-16T04:45:00Z,9.14,93.07
2026-04-16T04:46:00Z,9.21,91.89
2026-04-16T04:47:00Z,10.42,92.76
2026-04-16T04:48:00Z,9.86,92.13
2026-04-16T04:49:00Z,11.61,90.04
2026-04-16T04:50:00Z,10.96,91.78
2026-04-16T04:51:00Z,9.32,93.46
2026-04-16T04:52:00Z,8.80,94.31
2026-04-16T04:53:00Z,7.34,93.72
2026-04-16T04:54:00Z,5.15,95.76
2026-04-16T04:55:00Z,2.94,97.17
2026-04-16T04:56:00Z,2.28,98.02
2026-04-16T04:57:00Z,3.55,97.05
2026-04-16T04:58:00Z,6.75,96.62
2026-04-16T04:59:00Z,6.97,96.15
2026-04-16T05:00:00Z,3.51,97.17
2026-04-16T05:01:00Z,2.35,98.35
2026-04-16T05:02:00Z,3.43,97.05
2026-04-16T05:03:00Z,4.72,98.05
2026-04-16T05:04:00Z,2.63,97.66
2026-04-16T05:05:00Z,1.18,98.75
2026-04-16T05:06:00Z,1.00,99.00
2026-04-16T05:07:00Z,1.00,99.00
2026-04-16T05:08:00Z,1.00,99.00
2026-04-16T05:09:00Z,1.00,99.00
2026-04-16T05:10:00Z,1.00,99.00
2026-04-16T05:11:00Z,1.15,99.00
2026-04-16T05:12:00Z,1.26,99.00
