# event_ticker=KXATPCHALLENGERMATCH-26APR11HEIBOS
# final_score=7-6(1) 6-2
# score_resolution=6-7 2-6
# match_winner=Gustavo Heide
# fav_player=Pedro Boscardin Dias
# dog_player=Gustavo Heide
# kalshi_date=2026-04-11
timestamp,Pedro Boscardin Dias,Gustavo Heide
2026-04-11T15:47:00Z,26.26,76.00
2026-04-11T15:49:00Z,26.00,76.00
2026-04-11T15:50:00Z,26.00,76.00
2026-04-11T15:51:00Z,25.00,76.00
2026-04-11T15:52:00Z,25.00,76.00
2026-04-11T15:53:00Z,25.00,77.46
2026-04-11T15:54:00Z,25.00,77.00
2026-04-11T15:55:00Z,25.00,77.00
2026-04-11T15:56:00Z,25.00,74.00
2026-04-11T15:57:00Z,25.78,76.41
2026-04-11T15:58:00Z,25.06,75.83
2026-04-11T15:59:00Z,20.00,80.75
2026-04-11T16:00:00Z,16.99,80.75
2026-04-11T16:01:00Z,17.00,83.00
2026-04-11T16:02:00Z,16.26,84.00
2026-04-11T16:03:00Z,16.31,84.01
2026-04-11T16:04:00Z,13.78,86.88
2026-04-11T16:05:00Z,13.98,85.50
2026-04-11T16:06:00Z,16.13,85.00
2026-04-11T16:07:00Z,15.70,85.83
2026-04-11T16:08:00Z,16.27,84.89
2026-04-11T16:09:00Z,17.17,84.85
2026-04-11T16:10:00Z,16.41,84.90
2026-04-11T16:11:00Z,16.07,84.97
2026-04-11T16:12:00Z,14.92,86.88
2026-04-11T16:13:00Z,12.11,88.95
2026-04-11T16:14:00Z,11.86,89.69
2026-04-11T16:15:00Z,13.89,86.29
2026-04-11T16:16:00Z,17.59,86.15
2026-04-11T16:17:00Z,11.60,89.00
2026-04-11T16:18:00Z,11.91,89.17
2026-04-11T16:19:00Z,11.80,89.09
2026-04-11T16:20:00Z,13.12,88.67
2026-04-11T16:21:00Z,14.40,87.00
2026-04-11T16:22:00Z,14.04,86.00
2026-04-11T16:23:00Z,12.69,88.08
2026-04-11T16:24:00Z,13.06,87.08
2026-04-11T16:25:00Z,12.97,86.03
2026-04-11T16:26:00Z,13.98,87.00
2026-04-11T16:27:00Z,14.00,86.75
2026-04-11T16:28:00Z,14.91,86.75
2026-04-11T16:29:00Z,15.12,86.00
2026-04-11T16:30:00Z,14.96,85.01
2026-04-11T16:31:00Z,15.00,86.00
2026-04-11T16:32:00Z,15.57,84.00
2026-04-11T16:33:00Z,21.05,80.07
2026-04-11T16:34:00Z,22.17,79.03
2026-04-11T16:35:00Z,21.40,79.03
2026-04-11T16:36:00Z,22.00,76.64
2026-04-11T16:37:00Z,24.97,76.07
2026-04-11T16:38:00Z,26.66,74.18
2026-04-11T16:39:00Z,28.15,70.01
2026-04-11T16:40:00Z,30.26,71.70
2026-04-11T16:41:00Z,31.18,68.85
2026-04-11T16:42:00Z,31.86,68.91
2026-04-11T16:43:00Z,30.96,70.54
2026-04-11T16:44:00Z,28.18,73.43
2026-04-11T16:45:00Z,27.93,71.60
2026-04-11T16:46:00Z,31.12,67.00
2026-04-11T16:47:00Z,31.94,67.47
2026-04-11T16:48:00Z,24.48,75.29
2026-04-11T16:49:00Z,27.32,73.00
2026-04-11T16:50:00Z,23.04,77.35
2026-04-11T16:51:00Z,15.75,83.57
2026-04-11T16:52:00Z,12.67,88.00
2026-04-11T16:53:00Z,13.01,87.24
2026-04-11T16:54:00Z,16.05,81.19
2026-04-11T16:55:00Z,20.28,78.66
2026-04-11T16:56:00Z,17.21,81.76
2026-04-11T16:57:00Z,15.00,86.53
2026-04-11T16:58:00Z,11.48,89.85
2026-04-11T16:59:00Z,14.89,84.04
2026-04-11T17:00:00Z,18.84,80.64
2026-04-11T17:01:00Z,15.89,86.49
2026-04-11T17:02:00Z,13.18,86.84
2026-04-11T17:03:00Z,15.31,83.14
2026-04-11T17:04:00Z,19.51,79.41
2026-04-11T17:05:00Z,27.83,73.73
2026-04-11T17:06:00Z,35.32,65.27
2026-04-11T17:07:00Z,27.64,71.92
2026-04-11T17:08:00Z,20.62,82.15
2026-04-11T17:09:00Z,14.30,86.00
2026-04-11T17:10:00Z,12.55,87.60
2026-04-11T17:11:00Z,10.28,89.05
2026-04-11T17:12:00Z,10.98,89.12
2026-04-11T17:13:00Z,11.10,90.00
2026-04-11T17:14:00Z,11.00,90.00
2026-04-11T17:15:00Z,11.00,90.00
2026-04-11T17:16:00Z,10.89,88.60
2026-04-11T17:17:00Z,9.27,90.29
2026-04-11T17:18:00Z,7.88,92.00
2026-04-11T17:19:00Z,9.76,92.16
2026-04-11T17:20:00Z,9.75,89.71
2026-04-11T17:21:00Z,10.36,89.06
2026-04-11T17:22:00Z,9.38,88.39
2026-04-11T17:23:00Z,10.64,89.99
2026-04-11T17:24:00Z,10.39,90.01
2026-04-11T17:25:00Z,8.72,91.99
2026-04-11T17:26:00Z,10.53,90.15
2026-04-11T17:27:00Z,8.97,90.91
2026-04-11T17:28:00Z,10.26,90.00
2026-04-11T17:29:00Z,6.96,91.88
2026-04-11T17:30:00Z,8.15,92.00
2026-04-11T17:31:00Z,6.43,90.18
2026-04-11T17:32:00Z,9.82,90.48
2026-04-11T17:33:00Z,11.41,89.00
2026-04-11T17:34:00Z,10.74,90.70
2026-04-11T17:35:00Z,9.75,91.93
2026-04-11T17:36:00Z,9.10,92.00
2026-04-11T17:37:00Z,9.00,92.00
2026-04-11T17:38:00Z,7.75,93.13
2026-04-11T17:39:00Z,4.74,94.88
2026-04-11T17:40:00Z,4.18,95.62
2026-04-11T17:41:00Z,2.65,97.80
2026-04-11T17:42:00Z,4.67,96.26
2026-04-11T17:43:00Z,5.98,93.91
2026-04-11T17:44:00Z,8.40,92.75
2026-04-11T17:45:00Z,6.37,93.71
2026-04-11T17:46:00Z,4.73,95.34
2026-04-11T17:47:00Z,4.09,96.69
2026-04-11T17:48:00Z,2.60,97.99
2026-04-11T17:49:00Z,1.40,98.44
2026-04-11T17:50:00Z,1.04,99.00
2026-04-11T17:51:00Z,1.36,99.00
2026-04-11T17:52:00Z,1.06,98.36
2026-04-11T17:53:00Z,1.33,99.00
2026-04-11T17:54:00Z,1.00,99.00
2026-04-11T17:57:00Z,1.00,99.00
