# event_ticker=KXATPCHALLENGERMATCH-26MAR02TRUJOH
# final_score=6-4 4-6 6-4
# score_resolution=4-6 6-4 4-6
# match_winner=Marco Trungelliti
# fav_player=Garrett Johns
# dog_player=Marco Trungelliti
# kalshi_date=2026-03-02
timestamp,Garrett Johns,Marco Trungelliti
2026-03-02T13:21:00Z,28.23,73.00
2026-03-02T13:22:00Z,29.00,73.00
2026-03-02T13:23:00Z,26.98,73.01
2026-03-02T13:24:00Z,24.00,73.01
2026-03-02T13:25:00Z,21.80,78.00
2026-03-02T13:26:00Z,28.97,73.00
2026-03-02T13:27:00Z,29.20,70.20
2026-03-02T13:28:00Z,25.30,75.47
2026-03-02T13:29:00Z,26.22,75.08
2026-03-02T13:30:00Z,24.00,76.38
2026-03-02T13:31:00Z,24.27,78.91
2026-03-02T13:32:00Z,16.61,81.96
2026-03-02T13:33:00Z,16.22,83.95
2026-03-02T13:34:00Z,23.84,74.07
2026-03-02T13:35:00Z,30.42,70.52
2026-03-02T13:36:00Z,25.99,75.95
2026-03-02T13:37:00Z,23.75,77.40
2026-03-02T13:38:00Z,24.42,80.30
2026-03-02T13:39:00Z,27.02,77.89
2026-03-02T13:40:00Z,25.46,76.64
2026-03-02T13:41:00Z,25.03,74.74
2026-03-02T13:42:00Z,29.89,74.64
2026-03-02T13:43:00Z,28.04,73.01
2026-03-02T13:44:00Z,25.37,76.92
2026-03-02T13:45:00Z,23.15,78.20
2026-03-02T13:46:00Z,22.68,79.00
2026-03-02T13:47:00Z,23.43,76.27
2026-03-02T13:48:00Z,20.26,83.88
2026-03-02T13:49:00Z,9.89,92.02
2026-03-02T13:50:00Z,4.32,95.47
2026-03-02T13:51:00Z,3.44,95.52
2026-03-02T13:52:00Z,11.77,92.09
2026-03-02T13:53:00Z,11.46,91.01
2026-03-02T13:54:00Z,16.13,95.58
2026-03-02T13:55:00Z,25.86,75.98
2026-03-02T13:56:00Z,25.80,80.83
2026-03-02T13:57:00Z,16.76,82.95
2026-03-02T13:58:00Z,13.92,86.07
2026-03-02T13:59:00Z,7.62,91.02
2026-03-02T14:00:00Z,19.53,83.58
2026-03-02T14:01:00Z,13.72,86.32
2026-03-02T14:02:00Z,13.61,85.78
2026-03-02T14:03:00Z,2.72,98.22
2026-03-02T14:04:00Z,2.72,99.00
2026-03-02T14:05:00Z,1.00,99.00
2026-03-02T14:06:00Z,1.00,99.00
2026-03-02T14:07:00Z,1.00,99.00
2026-03-02T14:08:00Z,1.00,99.00
2026-03-02T14:09:00Z,1.00,99.00
2026-03-02T14:11:00Z,1.00,99.00
2026-03-02T14:12:00Z,1.00,99.00
