# event_ticker=KXATPMATCH-26JAN13DARTAB
# final_score=1-6 7-5 6-3
# score_resolution=6-1 5-7 3-6
# match_winner=Luciano Darderi
# fav_player=Alejandro Tabilo
# dog_player=Luciano Darderi
# kalshi_date=2026-01-13
timestamp,Alejandro Tabilo,Luciano Darderi
2026-01-14T01:14:00Z,91.95,7.43
2026-01-14T01:15:00Z,93.91,5.37
2026-01-14T01:16:00Z,96.04,5.37
2026-01-14T01:17:00Z,94.59,5.05
2026-01-14T01:18:00Z,91.00,5.05
2026-01-14T01:19:00Z,94.00,4.34
2026-01-14T01:20:00Z,95.00,2.41
2026-01-14T01:21:00Z,86.47,6.36
2026-01-14T01:23:00Z,93.00,6.00
2026-01-14T01:26:00Z,93.00,10.52
2026-01-14T01:28:00Z,93.00,7.35
2026-01-14T01:29:00Z,89.00,11.00
2026-01-14T01:30:00Z,89.00,21.31
2026-01-14T01:34:00Z,89.00,23.00
2026-01-14T01:35:00Z,89.00,20.00
2026-01-14T01:39:00Z,89.00,19.76
2026-01-14T01:40:00Z,89.00,19.00
2026-01-14T01:41:00Z,89.00,20.00
2026-01-14T01:42:00Z,89.00,20.00
2026-01-14T01:43:00Z,81.00,19.10
2026-01-14T01:44:00Z,81.38,19.00
2026-01-14T01:45:00Z,86.00,18.00
2026-01-14T01:46:00Z,86.00,13.77
2026-01-14T01:47:00Z,84.00,15.86
2026-01-14T01:48:00Z,80.00,15.86
2026-01-14T01:49:00Z,80.00,21.00
2026-01-14T01:50:00Z,72.00,23.08
2026-01-14T01:51:00Z,72.00,27.73
2026-01-14T01:52:00Z,75.00,24.61
2026-01-14T01:53:00Z,64.00,33.27
2026-01-14T01:54:00Z,64.00,43.01
2026-01-14T01:55:00Z,56.00,45.00
2026-01-14T01:56:00Z,51.00,50.46
2026-01-14T01:57:00Z,51.00,54.00
2026-01-14T01:58:00Z,46.91,54.76
2026-01-14T01:59:00Z,23.23,67.40
2026-01-14T02:00:00Z,22.70,80.72
2026-01-14T02:01:00Z,13.29,86.25
2026-01-14T02:02:00Z,17.23,81.70
2026-01-14T02:03:00Z,16.79,84.16
2026-01-14T02:04:00Z,13.00,86.44
2026-01-14T02:05:00Z,13.99,85.22
2026-01-14T02:06:00Z,14.36,86.84
2026-01-14T02:07:00Z,15.61,86.84
2026-01-14T02:08:00Z,16.18,86.23
2026-01-14T02:09:00Z,19.01,79.34
2026-01-14T02:10:00Z,33.15,79.34
2026-01-14T02:11:00Z,30.99,68.00
2026-01-14T02:12:00Z,37.09,73.47
2026-01-14T02:13:00Z,37.09,65.00
2026-01-14T02:14:00Z,37.09,77.84
2026-01-14T02:15:00Z,11.00,87.90
2026-01-14T02:16:00Z,11.00,90.48
2026-01-14T02:17:00Z,13.37,90.48
2026-01-14T02:18:00Z,13.00,88.00
2026-01-14T02:19:00Z,21.00,84.55
2026-01-14T02:20:00Z,26.24,72.02
2026-01-14T02:21:00Z,23.25,79.11
2026-01-14T02:22:00Z,9.71,94.60
2026-01-14T02:23:00Z,5.46,95.71
2026-01-14T02:24:00Z,6.59,95.50
2026-01-14T02:25:00Z,7.29,94.01
2026-01-14T02:26:00Z,7.29,94.55
2026-01-14T02:27:00Z,6.68,97.76
2026-01-14T02:28:00Z,6.64,92.68
2026-01-14T02:29:00Z,1.61,98.94
2026-01-14T02:30:00Z,1.61,99.00
