# event_ticker=KXATPMATCH-25SEP19BASMED
# final_score=6-2 6-3
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Nishesh Basavareddy
# kalshi_date=2025-09-19
timestamp,Daniil Medvedev,Nishesh Basavareddy
2025-09-20T03:54:00Z,73.00,28.21
2025-09-20T03:55:00Z,72.82,28.21
2025-09-20T03:56:00Z,72.00,28.70
2025-09-20T03:57:00Z,69.79,30.84
2025-09-20T03:58:00Z,72.43,33.98
2025-09-20T03:59:00Z,72.56,31.93
2025-09-20T04:00:00Z,74.56,25.74
2025-09-20T04:01:00Z,74.56,28.94
2025-09-20T04:02:00Z,74.30,29.00
2025-09-20T04:03:00Z,74.30,26.00
2025-09-20T04:04:00Z,77.74,22.11
2025-09-20T04:05:00Z,84.43,20.30
2025-09-20T04:06:00Z,85.00,15.29
2025-09-20T04:07:00Z,85.68,17.14
2025-09-20T04:08:00Z,83.00,19.00
2025-09-20T04:09:00Z,86.21,16.00
2025-09-20T04:10:00Z,87.00,14.26
2025-09-20T04:11:00Z,87.69,14.26
2025-09-20T04:12:00Z,90.05,10.38
2025-09-20T04:13:00Z,89.54,11.89
2025-09-20T04:14:00Z,89.42,11.01
2025-09-20T04:15:00Z,91.00,10.00
2025-09-20T04:16:00Z,91.00,10.00
2025-09-20T04:17:00Z,91.80,11.00
2025-09-20T04:18:00Z,90.25,10.00
2025-09-20T04:19:00Z,93.08,9.00
2025-09-20T04:20:00Z,93.00,7.52
2025-09-20T04:21:00Z,95.00,6.05
2025-09-20T04:22:00Z,92.21,9.46
2025-09-20T04:23:00Z,96.00,7.50
2025-09-20T04:24:00Z,96.00,3.06
2025-09-20T04:25:00Z,97.82,3.00
2025-09-20T04:26:00Z,97.47,2.00
2025-09-20T04:27:00Z,98.23,2.67
2025-09-20T04:28:00Z,97.88,1.00
2025-09-20T04:29:00Z,97.88,1.00
2025-09-20T04:30:00Z,99.00,2.00
2025-09-20T04:31:00Z,99.00,2.00
2025-09-20T04:32:00Z,97.51,2.00
2025-09-20T04:33:00Z,99.00,1.00
2025-09-20T04:34:00Z,99.00,1.00
2025-09-20T04:37:00Z,99.00,1.00
2025-09-20T04:38:00Z,99.00,1.00
2025-09-20T04:39:00Z,99.00,1.00
2025-09-20T04:41:00Z,99.00,1.00
2025-09-20T04:44:00Z,99.00,1.00
2025-09-20T04:45:00Z,99.00,1.00
2025-09-20T04:47:00Z,99.00,1.00
2025-09-20T04:48:00Z,99.00,1.00
2025-09-20T04:49:00Z,99.00,1.31
2025-09-20T04:50:00Z,99.00,2.00
2025-09-20T04:51:00Z,99.00,2.46
2025-09-20T04:53:00Z,99.00,1.79
2025-09-20T04:54:00Z,99.00,2.00
2025-09-20T04:55:00Z,99.00,1.00
2025-09-20T04:56:00Z,99.00,7.12
2025-09-20T04:58:00Z,99.00,2.00
2025-09-20T04:59:00Z,99.00,2.00
2025-09-20T05:01:00Z,99.00,2.00
