# event_ticker=KXATPCHALLENGERMATCH-26JUN04CASSHI
# final_score=6-7(6) 7-6(6) 7-6(3)
# score_resolution=7-6 6-7 6-7
# match_winner=Yuta Shimizu
# fav_player=Murphy Cassone
# dog_player=Yuta Shimizu
# kalshi_date=2026-06-04
timestamp,Murphy Cassone,Yuta Shimizu
2026-06-04T17:30:00Z,60.00,43.68
2026-06-04T17:31:00Z,52.18,48.53
2026-06-04T17:32:00Z,41.53,60.23
2026-06-04T17:33:00Z,26.06,72.13
2026-06-04T17:34:00Z,25.52,74.72
2026-06-04T17:35:00Z,25.85,74.83
2026-06-04T17:36:00Z,34.03,65.69
2026-06-04T17:37:00Z,31.95,65.91
2026-06-04T17:38:00Z,22.27,75.19
2026-06-04T17:39:00Z,19.33,80.16
2026-06-04T17:40:00Z,21.11,80.10
2026-06-04T17:41:00Z,17.62,84.91
2026-06-04T17:42:00Z,15.50,86.19
2026-06-04T17:43:00Z,18.35,82.61
2026-06-04T17:44:00Z,14.13,85.16
2026-06-04T17:45:00Z,5.00,93.58
2026-06-04T17:46:00Z,3.40,96.70
2026-06-04T17:47:00Z,5.95,96.97
2026-06-04T17:48:00Z,11.36,91.40
2026-06-04T17:49:00Z,12.78,88.37
2026-06-04T17:50:00Z,16.06,83.68
2026-06-04T17:51:00Z,17.86,83.63
2026-06-04T17:52:00Z,16.49,82.68
2026-06-04T17:53:00Z,15.95,87.16
2026-06-04T17:54:00Z,11.97,88.21
2026-06-04T17:55:00Z,13.75,89.21
2026-06-04T17:56:00Z,16.80,83.84
2026-06-04T17:57:00Z,11.31,89.08
2026-06-04T17:58:00Z,16.79,84.77
2026-06-04T17:59:00Z,17.82,82.29
2026-06-04T18:00:00Z,22.19,82.52
2026-06-04T18:01:00Z,24.76,78.46
2026-06-04T18:02:00Z,28.30,74.22
2026-06-04T18:03:00Z,22.10,78.19
2026-06-04T18:04:00Z,26.02,77.40
2026-06-04T18:05:00Z,23.85,77.58
2026-06-04T18:06:00Z,25.82,76.96
2026-06-04T18:07:00Z,18.56,83.29
2026-06-04T18:08:00Z,11.80,89.91
2026-06-04T18:09:00Z,17.66,85.04
2026-06-04T18:10:00Z,16.03,84.49
2026-06-04T18:11:00Z,17.22,83.99
2026-06-04T18:12:00Z,17.15,85.03
2026-06-04T18:13:00Z,18.96,82.99
2026-06-04T18:14:00Z,21.23,77.56
2026-06-04T18:15:00Z,27.42,72.41
2026-06-04T18:16:00Z,49.65,49.69
2026-06-04T18:17:00Z,56.59,42.83
2026-06-04T18:18:00Z,69.94,28.34
2026-06-04T18:19:00Z,66.77,31.99
2026-06-04T18:20:00Z,69.12,32.21
2026-06-04T18:21:00Z,65.57,35.06
2026-06-04T18:22:00Z,63.07,37.45
2026-06-04T18:23:00Z,52.41,45.12
2026-06-04T18:24:00Z,60.90,47.09
2026-06-04T18:25:00Z,58.31,42.61
2026-06-04T18:26:00Z,30.80,66.30
2026-06-04T18:27:00Z,13.60,83.86
2026-06-04T18:28:00Z,9.64,91.60
2026-06-04T18:29:00Z,9.02,92.56
2026-06-04T18:30:00Z,1.54,98.62
2026-06-04T18:31:00Z,1.54,99.00
2026-06-04T18:32:00Z,1.54,99.00
2026-06-04T18:33:00Z,1.54,99.00
