# event_ticker=KXATPCHALLENGERMATCH-26APR20GIUFEN
# final_score=7-6(4) 6-2
# score_resolution=7-6 6-2
# match_winner=Massimo Giunta
# fav_player=Massimo Giunta
# dog_player=Andrew Fenty
# kalshi_date=2026-04-20
timestamp,Massimo Giunta,Andrew Fenty
2026-04-21T14:37:00Z,66.00,36.00
2026-04-21T14:38:00Z,66.00,36.00
2026-04-21T14:40:00Z,66.00,34.09
2026-04-21T14:41:00Z,66.00,36.00
2026-04-21T14:42:00Z,66.00,36.00
2026-04-21T14:43:00Z,66.00,35.04
2026-04-21T14:44:00Z,64.00,36.00
2026-04-21T14:45:00Z,66.00,33.78
2026-04-21T14:46:00Z,64.00,36.00
2026-04-21T14:48:00Z,66.00,35.51
2026-04-21T14:49:00Z,66.00,36.00
2026-04-21T14:50:00Z,65.56,34.13
2026-04-21T14:51:00Z,64.00,35.99
2026-04-21T14:52:00Z,66.00,36.00
2026-04-21T14:53:00Z,66.00,36.00
2026-04-21T14:54:00Z,66.00,36.00
2026-04-21T14:55:00Z,66.00,35.68
2026-04-21T14:56:00Z,64.00,36.19
2026-04-21T14:57:00Z,66.00,36.00
2026-04-21T14:58:00Z,66.00,35.63
2026-04-21T14:59:00Z,64.00,34.04
2026-04-21T15:00:00Z,64.00,36.00
2026-04-21T15:01:00Z,64.00,36.00
2026-04-21T15:02:00Z,66.00,35.42
2026-04-21T15:03:00Z,64.00,36.00
2026-04-21T15:04:00Z,66.00,36.05
2026-04-21T15:05:00Z,66.00,35.82
2026-04-21T15:06:00Z,64.00,37.00
2026-04-21T15:07:00Z,64.00,34.56
2026-04-21T15:08:00Z,66.00,37.28
2026-04-21T15:09:00Z,66.00,36.05
2026-04-21T15:10:00Z,66.00,36.05
2026-04-21T15:11:00Z,64.00,37.91
2026-04-21T15:12:00Z,64.00,38.00
2026-04-21T15:13:00Z,65.00,35.47
2026-04-21T15:14:00Z,65.00,35.47
2026-04-21T15:15:00Z,65.00,35.00
2026-04-21T15:16:00Z,64.00,37.54
2026-04-21T15:17:00Z,64.83,37.54
2026-04-21T15:18:00Z,64.04,37.00
2026-04-21T15:19:00Z,64.04,37.64
2026-04-21T15:20:00Z,64.00,38.00
2026-04-21T15:21:00Z,65.00,38.00
2026-04-21T15:22:00Z,65.00,37.52
2026-04-21T15:23:00Z,65.00,37.95
2026-04-21T15:24:00Z,65.00,38.00
2026-04-21T15:25:00Z,65.00,38.00
2026-04-21T15:26:00Z,64.00,38.00
2026-04-21T15:27:00Z,65.00,38.00
2026-04-21T15:28:00Z,65.00,37.84
2026-04-21T15:29:00Z,65.00,38.00
2026-04-21T15:30:00Z,65.00,37.63
2026-04-21T15:31:00Z,63.69,35.00
2026-04-21T15:32:00Z,62.64,35.00
2026-04-21T15:33:00Z,64.00,35.00
2026-04-21T15:34:00Z,64.00,35.00
2026-04-21T15:35:00Z,64.00,35.04
2026-04-21T15:36:00Z,64.00,37.00
2026-04-21T15:37:00Z,62.00,37.00
2026-04-21T15:38:00Z,62.00,37.00
2026-04-21T15:39:00Z,63.01,37.00
2026-04-21T15:40:00Z,64.00,35.49
2026-04-21T15:41:00Z,65.00,35.00
2026-04-21T15:42:00Z,65.00,37.00
2026-04-21T15:43:00Z,65.00,35.00
2026-04-21T15:44:00Z,65.00,36.78
2026-04-21T15:45:00Z,62.51,36.93
2026-04-21T15:46:00Z,64.52,36.43
2026-04-21T15:47:00Z,65.00,36.29
2026-04-21T15:48:00Z,65.00,36.73
2026-04-21T15:49:00Z,65.00,36.81
2026-04-21T15:50:00Z,65.00,36.03
2026-04-21T15:51:00Z,65.00,36.74
2026-04-21T15:52:00Z,65.00,35.50
2026-04-21T15:53:00Z,65.00,37.00
2026-04-21T15:55:00Z,63.00,35.10
2026-04-21T15:56:00Z,64.19,37.00
2026-04-21T15:57:00Z,63.00,35.00
2026-04-21T15:58:00Z,63.00,37.00
2026-04-21T15:59:00Z,63.00,35.04
2026-04-21T16:01:00Z,62.06,37.00
2026-04-21T16:02:00Z,62.06,34.57
2026-04-21T16:03:00Z,65.00,34.29
2026-04-21T16:04:00Z,65.00,36.00
2026-04-21T16:05:00Z,65.00,34.01
2026-04-21T16:06:00Z,63.00,34.64
2026-04-21T16:07:00Z,63.00,34.47
2026-04-21T16:08:00Z,65.00,36.00
2026-04-21T16:09:00Z,63.21,34.70
2026-04-21T16:10:00Z,65.00,36.00
2026-04-21T16:11:00Z,65.00,35.90
2026-04-21T16:12:00Z,65.00,36.00
2026-04-21T16:13:00Z,63.34,34.21
2026-04-21T16:14:00Z,63.00,35.92
2026-04-21T16:15:00Z,63.00,36.00
2026-04-21T16:16:00Z,63.00,35.67
2026-04-21T16:17:00Z,63.00,36.00
2026-04-21T16:18:00Z,65.00,36.00
2026-04-21T16:19:00Z,65.00,36.00
2026-04-21T16:20:00Z,65.00,36.00
2026-04-21T16:22:00Z,64.00,37.00
2026-04-21T16:23:00Z,64.00,36.95
2026-04-21T16:24:00Z,64.00,36.88
2026-04-21T16:25:00Z,64.00,36.16
2026-04-21T16:26:00Z,63.00,34.53
2026-04-21T16:27:00Z,64.80,35.65
2026-04-21T16:28:00Z,64.80,36.60
2026-04-21T16:29:00Z,64.80,34.00
2026-04-21T16:30:00Z,64.80,37.00
2026-04-21T16:31:00Z,64.80,37.00
2026-04-21T16:32:00Z,64.01,36.58
2026-04-21T16:33:00Z,64.01,35.00
2026-04-21T16:34:00Z,60.66,37.00
2026-04-21T16:35:00Z,63.00,36.00
2026-04-21T16:36:00Z,58.50,41.46
2026-04-21T16:37:00Z,59.00,41.99
2026-04-21T16:38:00Z,58.24,39.00
2026-04-21T16:39:00Z,56.35,39.73
2026-04-21T16:40:00Z,65.01,32.67
2026-04-21T16:41:00Z,68.41,30.00
2026-04-21T16:42:00Z,72.04,29.43
2026-04-21T16:43:00Z,70.22,32.21
2026-04-21T16:44:00Z,73.00,28.86
2026-04-21T16:45:00Z,71.02,30.44
2026-04-21T16:46:00Z,72.34,26.31
2026-04-21T16:47:00Z,77.59,22.41
2026-04-21T16:48:00Z,86.21,8.49
2026-04-21T16:49:00Z,91.54,8.80
2026-04-21T16:50:00Z,96.64,3.78
2026-04-21T16:51:00Z,98.91,2.95
2026-04-21T16:52:00Z,98.89,1.86
2026-04-21T16:53:00Z,98.18,2.51
2026-04-21T16:54:00Z,97.96,2.45
2026-04-21T16:55:00Z,98.30,1.66
2026-04-21T16:56:00Z,99.00,1.00
