# event_ticker=KXATPCHALLENGERMATCH-26APR16TORPRA
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Juan Carlos Prado Angelo
# fav_player=Juan Bautista Torres
# dog_player=Juan Carlos Prado Angelo
# kalshi_date=2026-04-16
timestamp,Juan Bautista Torres,Juan Carlos Prado Angelo
2026-04-16T23:59:00Z,43.51,55.68
2026-04-17T00:00:00Z,40.81,59.41
2026-04-17T00:01:00Z,37.46,62.87
2026-04-17T00:02:00Z,34.15,65.52
2026-04-17T00:03:00Z,31.42,67.83
2026-04-17T00:04:00Z,31.97,68.10
2026-04-17T00:05:00Z,27.24,70.59
2026-04-17T00:06:00Z,16.75,83.05
2026-04-17T00:07:00Z,15.43,86.01
2026-04-17T00:08:00Z,12.15,88.00
2026-04-17T00:09:00Z,8.40,90.87
2026-04-17T00:10:00Z,8.29,91.57
2026-04-17T00:11:00Z,9.53,92.23
2026-04-17T00:12:00Z,5.16,95.49
2026-04-17T00:13:00Z,1.77,98.08
2026-04-17T00:14:00Z,4.73,97.33
2026-04-17T00:15:00Z,3.29,97.84
2026-04-17T00:16:00Z,1.00,99.00
2026-04-17T00:17:00Z,1.00,99.00
2026-04-17T00:18:00Z,1.00,99.00
2026-04-17T00:19:00Z,1.00,99.00
2026-04-17T00:20:00Z,1.00,99.00
2026-04-17T00:21:00Z,1.00,99.00
2026-04-17T00:22:00Z,1.00,99.00
