# event_ticker=KXATPMATCH-25OCT21MEDMUS
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Lorenzo Musetti
# fav_player=Hamad Medjedovic
# dog_player=Lorenzo Musetti
# kalshi_date=2025-10-21
timestamp,Hamad Medjedovic,Lorenzo Musetti
2025-10-21T16:36:00Z,30.00,71.19
2025-10-21T16:37:00Z,30.00,73.00
2025-10-21T16:38:00Z,29.00,74.00
2025-10-21T16:39:00Z,29.94,74.00
2025-10-21T16:40:00Z,29.94,74.00
2025-10-21T16:41:00Z,29.94,74.00
2025-10-21T16:42:00Z,30.00,74.00
2025-10-21T16:43:00Z,30.00,74.00
2025-10-21T16:45:00Z,30.52,74.00
2025-10-21T16:46:00Z,30.52,73.00
2025-10-21T16:47:00Z,30.00,73.36
2025-10-21T16:48:00Z,29.00,74.00
2025-10-21T16:49:00Z,29.00,74.00
2025-10-21T16:50:00Z,33.00,74.00
2025-10-21T16:51:00Z,32.00,79.05
2025-10-21T16:52:00Z,29.99,78.89
2025-10-21T16:53:00Z,29.99,78.00
2025-10-21T16:54:00Z,34.08,78.02
2025-10-21T16:55:00Z,37.64,62.00
2025-10-21T16:56:00Z,38.01,63.37
2025-10-21T16:57:00Z,37.09,61.19
2025-10-21T16:58:00Z,38.11,61.19
2025-10-21T16:59:00Z,38.00,66.00
2025-10-21T17:00:00Z,32.12,71.88
2025-10-21T17:01:00Z,20.57,79.63
2025-10-21T17:02:00Z,20.53,79.91
2025-10-21T17:03:00Z,20.00,81.00
2025-10-21T17:04:00Z,29.80,79.83
2025-10-21T17:05:00Z,35.46,79.83
2025-10-21T17:06:00Z,32.29,66.87
2025-10-21T17:08:00Z,24.05,66.87
2025-10-21T17:09:00Z,28.26,78.42
2025-10-21T17:10:00Z,22.88,78.42
2025-10-21T17:11:00Z,23.02,78.42
2025-10-21T17:12:00Z,22.09,78.42
2025-10-21T17:13:00Z,24.17,77.64
2025-10-21T17:14:00Z,25.00,81.00
2025-10-21T17:15:00Z,23.98,80.59
2025-10-21T17:16:00Z,25.65,85.44
2025-10-21T17:17:00Z,22.02,85.44
2025-10-21T17:18:00Z,19.66,84.98
2025-10-21T17:19:00Z,22.19,81.00
2025-10-21T17:20:00Z,22.25,80.00
2025-10-21T17:21:00Z,23.78,80.00
2025-10-21T17:22:00Z,27.27,80.00
2025-10-21T17:23:00Z,24.70,84.49
2025-10-21T17:24:00Z,23.00,80.00
2025-10-21T17:26:00Z,22.44,80.00
2025-10-21T17:27:00Z,16.97,86.00
2025-10-21T17:28:00Z,14.25,91.00
2025-10-21T17:29:00Z,9.12,91.58
2025-10-21T17:30:00Z,8.01,90.89
2025-10-21T17:31:00Z,9.51,90.89
2025-10-21T17:32:00Z,10.14,94.00
2025-10-21T17:33:00Z,6.98,92.00
2025-10-21T17:34:00Z,7.07,92.00
2025-10-21T17:35:00Z,8.76,92.71
2025-10-21T17:36:00Z,8.52,91.06
2025-10-21T17:37:00Z,4.44,95.00
2025-10-21T17:38:00Z,7.88,95.53
2025-10-21T17:39:00Z,9.82,92.32
2025-10-21T17:40:00Z,7.83,91.21
2025-10-21T17:41:00Z,8.00,91.21
2025-10-21T17:42:00Z,5.78,94.11
2025-10-21T17:43:00Z,6.82,94.11
2025-10-21T17:44:00Z,6.91,94.11
2025-10-21T17:45:00Z,8.80,95.00
2025-10-21T17:46:00Z,7.64,95.00
2025-10-21T17:47:00Z,8.41,94.00
2025-10-21T17:48:00Z,7.59,93.43
2025-10-21T17:49:00Z,6.82,93.43
2025-10-21T17:50:00Z,6.08,96.00
2025-10-21T17:51:00Z,6.56,96.00
2025-10-21T17:52:00Z,10.54,92.66
2025-10-21T17:53:00Z,9.68,94.44
2025-10-21T17:54:00Z,9.59,91.70
2025-10-21T17:55:00Z,10.33,91.26
2025-10-21T17:56:00Z,10.23,92.14
2025-10-21T17:57:00Z,10.33,93.00
2025-10-21T17:58:00Z,10.84,94.00
2025-10-21T17:59:00Z,8.62,94.72
2025-10-21T18:00:00Z,6.73,94.80
2025-10-21T18:01:00Z,8.14,95.23
2025-10-21T18:02:00Z,5.11,95.96
2025-10-21T18:03:00Z,3.27,97.98
2025-10-21T18:04:00Z,5.54,95.20
2025-10-21T18:05:00Z,5.46,96.89
2025-10-21T18:06:00Z,2.07,99.00
2025-10-21T18:07:00Z,1.30,99.00
2025-10-21T18:08:00Z,1.00,99.00
