# event_ticker=KXATPCHALLENGERMATCH-26JUN03OLIMID
# final_score=6-1 6-2
# match_winner=Lautaro Midon
# fav_player=Lautaro Midon
# dog_player=Genaro Alberto Olivieri
# kalshi_date=2026-06-03
timestamp,Genaro Alberto Olivieri,Lautaro Midon
2026-06-03T14:43:00Z,38.00,60.00
2026-06-03T14:44:00Z,38.00,63.00
2026-06-03T14:45:00Z,38.00,62.42
2026-06-03T14:46:00Z,33.38,66.85
2026-06-03T14:47:00Z,30.03,68.60
2026-06-03T14:48:00Z,26.00,75.40
2026-06-03T14:49:00Z,25.00,77.03
2026-06-03T14:50:00Z,21.29,78.72
2026-06-03T14:51:00Z,21.42,79.00
2026-06-03T14:52:00Z,21.50,79.00
2026-06-03T14:53:00Z,20.97,79.96
2026-06-03T14:54:00Z,20.97,81.95
2026-06-03T14:55:00Z,18.72,82.73
2026-06-03T14:56:00Z,18.99,81.96
2026-06-03T14:57:00Z,18.00,83.00
2026-06-03T14:58:00Z,17.92,83.10
2026-06-03T14:59:00Z,18.00,83.85
2026-06-03T15:00:00Z,15.32,85.00
2026-06-03T15:01:00Z,16.00,85.00
2026-06-03T15:02:00Z,16.00,85.00
2026-06-03T15:03:00Z,14.03,86.38
2026-06-03T15:04:00Z,17.76,82.97
2026-06-03T15:05:00Z,19.46,81.83
2026-06-03T15:06:00Z,20.00,79.78
2026-06-03T15:07:00Z,20.03,81.60
2026-06-03T15:08:00Z,17.00,83.07
2026-06-03T15:09:00Z,15.09,85.51
2026-06-03T15:10:00Z,11.51,89.48
2026-06-03T15:11:00Z,8.93,92.87
2026-06-03T15:12:00Z,8.93,92.96
2026-06-03T15:13:00Z,8.00,93.00
2026-06-03T15:14:00Z,6.00,93.84
2026-06-03T15:15:00Z,6.00,94.93
2026-06-03T15:16:00Z,4.99,95.01
2026-06-03T15:17:00Z,4.47,95.72
2026-06-03T15:18:00Z,4.39,95.98
2026-06-03T15:19:00Z,4.01,95.91
2026-06-03T15:20:00Z,4.81,95.58
2026-06-03T15:21:00Z,4.07,96.76
2026-06-03T15:22:00Z,2.00,98.70
2026-06-03T15:23:00Z,1.00,98.00
2026-06-03T15:24:00Z,2.00,98.59
2026-06-03T15:25:00Z,2.00,99.00
2026-06-03T15:26:00Z,2.00,99.00
2026-06-03T15:27:00Z,1.00,98.39
2026-06-03T15:28:00Z,2.00,98.18
2026-06-03T15:29:00Z,1.87,99.00
2026-06-03T15:30:00Z,1.15,99.00
2026-06-03T15:31:00Z,1.15,99.00
2026-06-03T15:32:00Z,1.15,99.00
2026-06-03T15:33:00Z,1.00,99.00
