# event_ticker=KXATPMATCH-25AUG09TSIMAR
# final_score=7-6(3) 6-2
# score_resolution=6-7 2-6
# match_winner=Stefanos Tsitsipas
# fav_player=Fabian Marozsan
# dog_player=Stefanos Tsitsipas
# kalshi_date=2025-08-09
timestamp,Fabian Marozsan,Stefanos Tsitsipas
2025-08-09T19:11:00Z,12.58,97.15
2025-08-09T19:12:00Z,12.58,92.45
2025-08-09T19:13:00Z,7.68,95.94
2025-08-09T19:14:00Z,10.42,92.19
2025-08-09T19:15:00Z,9.35,90.93
2025-08-09T19:16:00Z,6.69,94.38
2025-08-09T19:17:00Z,6.95,93.01
2025-08-09T19:18:00Z,4.67,96.72
2025-08-09T19:19:00Z,9.71,94.70
2025-08-09T19:21:00Z,6.85,94.03
2025-08-09T19:22:00Z,1.99,98.78
2025-08-09T19:23:00Z,1.12,99.00
2025-08-09T19:24:00Z,1.31,99.00
2025-08-09T19:26:00Z,1.31,99.00
2025-08-09T19:27:00Z,1.31,99.00
2025-08-09T19:29:00Z,1.31,99.00
2025-08-09T19:31:00Z,1.31,99.00
