# event_ticker=KXATPMATCH-26JUN08SAFMPE
# final_score=7-5 6-7(4) 7-6(4)
# score_resolution=7-5 6-7 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Roman Safiullin
# kalshi_date=2026-06-08
timestamp,Roman Safiullin,Giovanni Mpetshi Perricard
2026-06-09T07:47:00Z,90.00,11.00
2026-06-09T07:48:00Z,90.00,11.00
2026-06-09T07:49:00Z,90.00,10.00
2026-06-09T07:51:00Z,91.00,10.00
2026-06-09T07:52:00Z,91.00,10.00
2026-06-09T07:53:00Z,90.99,10.00
2026-06-09T07:54:00Z,90.50,9.98
2026-06-09T07:55:00Z,91.00,10.17
2026-06-09T07:56:00Z,90.67,11.00
2026-06-09T07:58:00Z,90.34,11.00
2026-06-09T07:59:00Z,88.94,11.00
2026-06-09T08:00:00Z,91.00,11.00
2026-06-09T08:01:00Z,91.00,9.99
2026-06-09T08:03:00Z,91.00,12.00
2026-06-09T08:04:00Z,91.00,12.00
2026-06-09T08:05:00Z,88.00,12.00
2026-06-09T08:06:00Z,88.00,12.00
2026-06-09T08:07:00Z,88.00,11.84
2026-06-09T08:08:00Z,90.00,12.00
2026-06-09T08:09:00Z,90.00,11.45
2026-06-09T08:10:00Z,91.00,10.00
2026-06-09T08:11:00Z,91.00,11.00
2026-06-09T08:12:00Z,91.00,11.20
2026-06-09T08:13:00Z,91.00,9.42
2026-06-09T08:14:00Z,88.23,10.97
2026-06-09T08:15:00Z,91.00,12.00
2026-06-09T08:16:00Z,91.00,12.00
2026-06-09T08:17:00Z,91.51,12.00
2026-06-09T08:18:00Z,91.51,11.00
2026-06-09T08:19:00Z,89.62,10.65
2026-06-09T08:20:00Z,91.97,10.65
2026-06-09T08:21:00Z,90.96,11.00
2026-06-09T08:22:00Z,91.00,9.99
2026-06-09T08:23:00Z,90.56,9.99
2026-06-09T08:24:00Z,90.00,9.99
2026-06-09T08:25:00Z,91.42,9.99
2026-06-09T08:26:00Z,89.14,11.00
2026-06-09T08:27:00Z,92.00,11.00
2026-06-09T08:29:00Z,92.00,11.00
2026-06-09T08:31:00Z,90.81,11.00
2026-06-09T08:33:00Z,90.81,10.87
2026-06-09T08:34:00Z,91.00,10.71
2026-06-09T08:35:00Z,88.53,11.00
2026-06-09T08:36:00Z,91.00,11.00
2026-06-09T08:37:00Z,91.00,11.00
2026-06-09T08:39:00Z,91.00,11.00
2026-06-09T08:40:00Z,89.00,11.00
2026-06-09T08:41:00Z,89.00,11.00
2026-06-09T08:42:00Z,91.44,9.12
2026-06-09T08:43:00Z,90.00,10.52
2026-06-09T08:44:00Z,89.01,11.03
2026-06-09T08:45:00Z,89.01,11.65
2026-06-09T08:46:00Z,88.41,11.65
2026-06-09T08:47:00Z,90.18,11.65
2026-06-09T08:48:00Z,90.98,12.00
2026-06-09T08:49:00Z,88.79,10.22
2026-06-09T08:50:00Z,90.56,10.69
2026-06-09T08:51:00Z,91.00,12.00
2026-06-09T08:53:00Z,91.00,11.00
2026-06-09T08:54:00Z,91.00,11.00
2026-06-09T08:55:00Z,90.91,9.13
2026-06-09T08:56:00Z,88.38,9.13
2026-06-09T08:57:00Z,89.10,11.00
2026-06-09T08:58:00Z,90.96,10.98
2026-06-09T08:59:00Z,88.00,10.98
2026-06-09T09:00:00Z,90.34,10.98
2026-06-09T09:01:00Z,89.61,11.00
2026-06-09T09:02:00Z,91.00,10.50
2026-06-09T09:03:00Z,91.00,10.86
2026-06-09T09:04:00Z,91.00,11.00
2026-06-09T09:05:00Z,91.00,8.00
2026-06-09T09:06:00Z,91.00,8.01
2026-06-09T09:07:00Z,90.89,9.46
2026-06-09T09:08:00Z,91.20,9.72
2026-06-09T09:09:00Z,88.00,9.72
2026-06-09T09:10:00Z,92.00,11.00
2026-06-09T09:11:00Z,92.00,11.00
2026-06-09T09:12:00Z,90.65,11.00
2026-06-09T09:13:00Z,90.65,11.00
2026-06-09T09:14:00Z,90.65,11.00
2026-06-09T09:15:00Z,92.00,11.00
2026-06-09T09:16:00Z,92.00,11.00
2026-06-09T09:17:00Z,92.00,11.00
2026-06-09T09:18:00Z,92.00,11.00
2026-06-09T09:19:00Z,92.00,11.60
2026-06-09T09:20:00Z,89.95,11.80
2026-06-09T09:21:00Z,89.95,11.00
2026-06-09T09:22:00Z,89.02,11.59
2026-06-09T09:23:00Z,91.00,11.32
2026-06-09T09:24:00Z,91.00,12.00
2026-06-09T09:25:00Z,91.00,9.47
2026-06-09T09:26:00Z,91.15,7.86
2026-06-09T09:27:00Z,92.00,7.56
2026-06-09T09:28:00Z,92.00,8.94
2026-06-09T09:29:00Z,92.00,11.00
2026-06-09T09:30:00Z,89.22,11.00
2026-06-09T09:31:00Z,92.00,11.00
2026-06-09T09:32:00Z,90.65,11.00
2026-06-09T09:33:00Z,92.00,11.00
2026-06-09T09:34:00Z,92.00,11.00
2026-06-09T09:35:00Z,92.00,11.00
2026-06-09T09:36:00Z,92.00,11.00
2026-06-09T09:37:00Z,92.00,11.00
2026-06-09T09:38:00Z,92.00,11.00
2026-06-09T09:39:00Z,92.00,11.00
2026-06-09T09:40:00Z,89.27,10.76
2026-06-09T09:41:00Z,92.00,10.33
2026-06-09T09:42:00Z,92.00,10.79
2026-06-09T09:43:00Z,89.43,10.79
2026-06-09T09:44:00Z,88.12,11.00
2026-06-09T09:45:00Z,89.09,11.00
2026-06-09T09:46:00Z,92.00,11.00
2026-06-09T09:47:00Z,92.00,11.00
2026-06-09T09:48:00Z,91.59,8.00
2026-06-09T09:49:00Z,91.59,11.00
2026-06-09T09:50:00Z,92.00,11.00
2026-06-09T09:51:00Z,92.00,9.50
2026-06-09T09:52:00Z,92.00,11.00
2026-06-09T09:53:00Z,92.00,11.00
2026-06-09T09:54:00Z,91.72,11.00
2026-06-09T09:55:00Z,89.00,11.00
2026-06-09T09:56:00Z,89.00,11.00
2026-06-09T09:57:00Z,92.00,7.00
2026-06-09T09:58:00Z,92.00,7.00
2026-06-09T09:59:00Z,89.00,7.00
2026-06-09T10:00:00Z,91.00,11.00
2026-06-09T10:01:00Z,91.49,11.00
2026-06-09T10:02:00Z,92.00,9.39
2026-06-09T10:03:00Z,89.87,10.00
2026-06-09T10:04:00Z,89.00,10.54
2026-06-09T10:05:00Z,88.00,10.54
2026-06-09T10:06:00Z,90.88,7.36
2026-06-09T10:07:00Z,91.00,7.36
2026-06-09T10:08:00Z,91.00,11.00
2026-06-09T10:09:00Z,91.87,7.00
2026-06-09T10:10:00Z,89.00,11.00
2026-06-09T10:11:00Z,92.00,11.00
2026-06-09T10:12:00Z,92.00,11.00
2026-06-09T10:13:00Z,92.00,11.00
2026-06-09T10:14:00Z,92.00,7.00
2026-06-09T10:15:00Z,91.97,11.00
2026-06-09T10:17:00Z,91.97,11.00
2026-06-09T10:18:00Z,92.00,10.00
2026-06-09T10:19:00Z,92.00,10.00
2026-06-09T10:20:00Z,92.00,10.00
2026-06-09T10:21:00Z,92.00,10.83
2026-06-09T10:22:00Z,92.00,10.83
2026-06-09T10:23:00Z,92.00,11.00
2026-06-09T10:24:00Z,92.00,11.00
2026-06-09T10:25:00Z,92.00,11.00
2026-06-09T10:26:00Z,92.00,11.00
2026-06-09T10:27:00Z,92.00,11.00
2026-06-09T10:28:00Z,91.00,11.00
2026-06-09T10:29:00Z,91.00,11.00
2026-06-09T10:30:00Z,91.00,8.00
2026-06-09T10:31:00Z,91.00,8.98
2026-06-09T10:32:00Z,91.00,8.98
2026-06-09T10:33:00Z,88.53,11.00
2026-06-09T10:34:00Z,91.00,11.71
2026-06-09T10:35:00Z,87.56,12.00
2026-06-09T10:36:00Z,91.00,12.00
2026-06-09T10:37:00Z,91.00,12.00
2026-06-09T10:38:00Z,87.45,12.00
2026-06-09T10:40:00Z,91.00,12.00
2026-06-09T10:41:00Z,89.80,12.48
2026-06-09T10:42:00Z,90.00,8.00
2026-06-09T10:43:00Z,89.94,8.00
2026-06-09T10:44:00Z,91.64,8.00
2026-06-09T10:45:00Z,92.00,12.00
2026-06-09T10:46:00Z,92.00,12.00
2026-06-09T10:47:00Z,92.00,12.00
2026-06-09T10:48:00Z,87.03,12.00
2026-06-09T10:50:00Z,92.00,8.00
2026-06-09T10:51:00Z,86.00,12.00
2026-06-09T10:52:00Z,92.00,8.40
2026-06-09T10:53:00Z,92.00,8.40
2026-06-09T10:54:00Z,88.34,11.94
2026-06-09T10:55:00Z,92.00,8.00
2026-06-09T10:56:00Z,92.00,11.20
2026-06-09T10:57:00Z,89.06,12.54
2026-06-09T10:58:00Z,86.03,13.00
2026-06-09T11:00:00Z,86.03,13.00
2026-06-09T11:01:00Z,86.00,13.00
2026-06-09T11:02:00Z,91.34,11.42
2026-06-09T11:03:00Z,88.86,13.00
2026-06-09T11:04:00Z,87.88,13.32
2026-06-09T11:05:00Z,90.77,14.00
2026-06-09T11:06:00Z,90.76,9.44
2026-06-09T11:07:00Z,91.00,14.57
2026-06-09T11:08:00Z,91.00,15.97
2026-06-09T11:09:00Z,91.00,16.00
2026-06-09T11:10:00Z,91.00,16.00
2026-06-09T11:11:00Z,91.00,9.48
2026-06-09T11:12:00Z,91.75,9.48
2026-06-09T11:13:00Z,92.00,14.98
2026-06-09T11:14:00Z,92.00,9.00
2026-06-09T11:15:00Z,92.00,9.00
2026-06-09T11:16:00Z,92.00,12.88
2026-06-09T11:17:00Z,86.51,14.00
2026-06-09T11:18:00Z,86.51,9.00
2026-06-09T11:19:00Z,85.09,12.51
2026-06-09T11:20:00Z,85.67,14.59
2026-06-09T11:21:00Z,89.92,13.34
2026-06-09T11:22:00Z,90.56,11.87
2026-06-09T11:23:00Z,89.41,11.23
2026-06-09T11:24:00Z,92.49,9.09
2026-06-09T11:25:00Z,93.52,8.78
2026-06-09T11:26:00Z,96.85,5.63
2026-06-09T11:27:00Z,96.88,2.15
2026-06-09T11:28:00Z,95.50,5.00
2026-06-09T11:29:00Z,94.58,5.77
2026-06-09T11:30:00Z,90.17,13.99
2026-06-09T11:31:00Z,77.01,26.29
2026-06-09T11:32:00Z,68.58,29.39
2026-06-09T11:33:00Z,63.40,41.61
2026-06-09T11:34:00Z,55.11,47.76
2026-06-09T11:35:00Z,49.32,53.74
2026-06-09T11:36:00Z,47.21,54.05
2026-06-09T11:37:00Z,54.44,48.95
2026-06-09T11:38:00Z,52.59,51.55
2026-06-09T11:39:00Z,51.67,46.85
2026-06-09T11:40:00Z,50.53,49.86
2026-06-09T11:41:00Z,47.81,57.72
2026-06-09T11:42:00Z,49.22,51.74
2026-06-09T11:43:00Z,49.11,53.29
2026-06-09T11:44:00Z,48.94,52.18
2026-06-09T11:45:00Z,38.93,61.42
2026-06-09T11:46:00Z,33.52,67.44
2026-06-09T11:47:00Z,27.09,70.09
2026-06-09T11:48:00Z,47.22,59.63
2026-06-09T11:49:00Z,66.20,33.70
2026-06-09T11:50:00Z,64.16,29.12
2026-06-09T11:51:00Z,34.72,69.02
2026-06-09T11:52:00Z,5.44,97.48
2026-06-09T11:53:00Z,1.00,99.00
2026-06-09T11:54:00Z,1.00,99.00
2026-06-09T11:55:00Z,1.00,99.00
2026-06-09T11:56:00Z,1.00,99.00
2026-06-09T11:57:00Z,1.00,99.00
2026-06-09T11:58:00Z,1.00,99.00
2026-06-09T11:59:00Z,1.00,99.00
2026-06-09T12:00:00Z,1.00,99.00
2026-06-09T12:01:00Z,1.00,99.00
2026-06-09T12:02:00Z,1.00,99.00
