# event_ticker=KXATPCHALLENGERMATCH-26FEB24LOKPAU
# final_score=1-6 6-4 6-4
# score_resolution=6-1 4-6 4-6
# match_winner=Laurent Lokoli
# fav_player=Jakub Paul
# dog_player=Laurent Lokoli
# kalshi_date=2026-02-24
timestamp,Jakub Paul,Laurent Lokoli
2026-02-24T15:43:00Z,70.00,32.00
2026-02-24T15:44:00Z,70.41,33.44
2026-02-24T15:45:00Z,73.84,33.44
2026-02-24T15:46:00Z,73.74,28.99
2026-02-24T15:47:00Z,78.53,23.99
2026-02-24T15:48:00Z,78.67,23.00
2026-02-24T15:49:00Z,78.10,23.00
2026-02-24T15:50:00Z,78.81,21.96
2026-02-24T15:51:00Z,79.00,22.00
2026-02-24T15:52:00Z,83.43,17.96
2026-02-24T15:53:00Z,83.67,17.93
2026-02-24T15:54:00Z,82.81,17.08
2026-02-24T15:55:00Z,79.77,21.61
2026-02-24T15:56:00Z,77.20,23.08
2026-02-24T15:57:00Z,73.77,28.36
2026-02-24T15:58:00Z,69.37,31.57
2026-02-24T15:59:00Z,63.99,36.93
2026-02-24T16:00:00Z,62.00,39.00
2026-02-24T16:01:00Z,60.31,40.38
2026-02-24T16:02:00Z,55.41,42.90
2026-02-24T16:03:00Z,55.92,45.01
2026-02-24T16:04:00Z,59.37,41.82
2026-02-24T16:05:00Z,61.00,40.00
2026-02-24T16:06:00Z,60.17,42.96
2026-02-24T16:07:00Z,56.06,46.70
2026-02-24T16:08:00Z,53.72,48.22
2026-02-24T16:09:00Z,60.86,43.61
2026-02-24T16:10:00Z,54.91,45.51
2026-02-24T16:11:00Z,45.53,57.57
2026-02-24T16:12:00Z,44.36,55.63
2026-02-24T16:13:00Z,42.68,57.82
2026-02-24T16:14:00Z,43.54,57.16
2026-02-24T16:15:00Z,43.13,58.65
2026-02-24T16:16:00Z,45.12,59.74
2026-02-24T16:17:00Z,44.32,56.34
2026-02-24T16:18:00Z,50.66,51.33
2026-02-24T16:19:00Z,53.59,49.32
2026-02-24T16:20:00Z,56.39,44.87
2026-02-24T16:21:00Z,58.43,45.10
2026-02-24T16:22:00Z,55.98,54.92
2026-02-24T16:23:00Z,60.26,50.36
2026-02-24T16:24:00Z,59.97,44.65
2026-02-24T16:25:00Z,50.14,48.54
2026-02-24T16:26:00Z,59.58,45.70
2026-02-24T16:27:00Z,59.35,42.40
2026-02-24T16:28:00Z,56.85,46.24
2026-02-24T16:29:00Z,57.04,50.77
2026-02-24T16:30:00Z,48.09,53.22
2026-02-24T16:31:00Z,49.04,52.34
2026-02-24T16:32:00Z,48.35,52.37
2026-02-24T16:33:00Z,48.32,52.78
2026-02-24T16:34:00Z,50.51,48.82
2026-02-24T16:35:00Z,53.62,51.96
2026-02-24T16:36:00Z,45.13,55.79
2026-02-24T16:37:00Z,48.14,52.73
2026-02-24T16:38:00Z,56.03,45.12
2026-02-24T16:39:00Z,59.32,39.45
2026-02-24T16:40:00Z,57.79,43.39
2026-02-24T16:41:00Z,55.79,46.02
2026-02-24T16:42:00Z,49.56,51.17
2026-02-24T16:43:00Z,49.23,51.17
2026-02-24T16:44:00Z,48.57,55.45
2026-02-24T16:45:00Z,54.05,46.15
2026-02-24T16:46:00Z,54.70,47.00
2026-02-24T16:47:00Z,57.70,47.99
2026-02-24T16:48:00Z,48.64,51.21
2026-02-24T16:49:00Z,45.29,54.08
2026-02-24T16:50:00Z,50.51,50.72
2026-02-24T16:51:00Z,52.85,49.59
2026-02-24T16:52:00Z,55.04,46.76
2026-02-24T16:53:00Z,56.00,45.18
2026-02-24T16:54:00Z,60.74,40.96
2026-02-24T16:55:00Z,54.36,49.63
2026-02-24T16:56:00Z,48.20,53.20
2026-02-24T16:57:00Z,30.92,72.15
2026-02-24T16:58:00Z,15.30,85.16
2026-02-24T16:59:00Z,15.28,86.01
2026-02-24T17:00:00Z,11.58,88.74
2026-02-24T17:01:00Z,12.69,87.43
2026-02-24T17:02:00Z,8.86,91.06
2026-02-24T17:03:00Z,5.33,94.54
2026-02-24T17:04:00Z,4.28,95.14
2026-02-24T17:05:00Z,4.11,97.05
2026-02-24T17:06:00Z,3.67,97.01
2026-02-24T17:07:00Z,5.07,94.57
2026-02-24T17:08:00Z,4.04,95.86
2026-02-24T17:09:00Z,4.75,95.95
2026-02-24T17:10:00Z,6.18,94.33
2026-02-24T17:11:00Z,7.06,93.07
2026-02-24T17:12:00Z,7.96,93.14
2026-02-24T17:13:00Z,7.97,93.16
2026-02-24T17:14:00Z,7.54,93.71
2026-02-24T17:15:00Z,2.17,97.84
2026-02-24T17:16:00Z,2.99,98.03
2026-02-24T17:17:00Z,1.00,99.00
2026-02-24T17:18:00Z,1.00,99.00
2026-02-24T17:19:00Z,1.00,99.00
2026-02-24T17:20:00Z,1.00,99.00
2026-02-24T17:21:00Z,1.00,99.00
2026-02-24T17:22:00Z,1.00,99.00
